==> 199806.TAB <==
1998-06-08/00:28:01      133.090     -22.9300      10.6800      47.0000      3.84916     0.681998    0.0491327
1998-06-08/00:28:21      133.080     -21.8700      10.1600      49.0000      3.76166     0.656059    0.0495492
1998-06-08/00:28:42      133.120     -20.8100      8.23000      36.0000      3.15428     0.809017    0.0323591
1998-06-08/00:29:02      133.170     -19.7600      8.75000      34.0000      7.24691     0.829038    0.0707281
1998-06-08/00:29:21      133.170     -18.7400      11.5000      34.0000      10.4744     0.829038     0.102228
1998-06-08/00:29:41      133.140     -17.6700      11.9700      42.0000      5.17898     0.743145    0.0604829
1998-06-08/00:30:01      133.120     -16.5600      9.00000      37.0000      3.32991     0.798635    0.0349762
1998-06-08/00:30:21      133.140     -15.4500      6.28000      34.0000      3.28167     0.829038    0.0320283
1998-06-08/00:30:42      133.240     -14.3000      9.87000      50.0000      4.42622     0.642788    0.0591786
1998-06-08/00:31:02      133.290     -13.2000      11.3300      57.0000      21.3608     0.544639     0.312670
1998-06-08/00:31:22      133.330     -12.1100      10.4600      55.0000      5.55415     0.573576    0.0794071
1998-06-08/00:31:42      133.340     -11.0100      9.06000      67.0000      3.28072     0.390731    0.0527075
1998-06-08/00:32:01      133.380     -9.97000      9.15000      49.0000      3.52345     0.656059    0.0464115
1998-06-08/00:32:21      133.370     -8.91000      9.02000      64.0000      3.61512     0.438371    0.0567101
1998-06-08/00:32:42      133.310     -7.87000      9.64000      48.0000      8.82231     0.669131     0.114428
1998-06-08/00:33:02      133.180     -6.78000      8.95000      42.0000      12.0387     0.743145     0.140594
1998-06-08/00:33:22      133.120     -5.65000      9.04000      12.0000      5.38795     0.978148    0.0195515
1998-06-08/00:33:42      133.150     -4.55000      9.87000      55.0000      17.6815     0.573576     0.252791
1998-06-08/00:34:02      133.120     -3.50000      9.69000      48.0000      3.42408     0.669131    0.0444114
1998-06-08/00:34:22      133.050     -2.42000      8.13000      42.0000      3.85431     0.743145    0.0450127
1998-06-08/00:34:43      132.970     -1.27000      9.33000      41.0000      5.43261     0.754710    0.0622055
1998-06-08/00:35:03      132.880    -0.160000      9.30000      42.0000      3.58474     0.743145    0.0418645
1998-06-08/00:35:23      132.760     0.990000      9.70000      52.0000      4.13394     0.615661    0.0568557
1998-06-08/00:35:43      132.710      2.15000      11.6400      47.0000      5.30442     0.681998    0.0677084
1998-06-08/00:36:02      132.730      3.22000      10.1200      46.0000      2.56416     0.694658    0.0321926
1998-06-08/00:36:22      132.760      4.28000      11.6400      41.0000      4.22890     0.754710    0.0484226
1998-06-08/00:36:42      132.740      5.35000      10.7900      43.0000      2.50700     0.731354    0.0298411
1998-06-08/00:37:03      132.710      6.42000      7.69000      39.0000      4.26135     0.777146    0.0468054
