==> 199806.TAB <==
1998-06-08/00:27:45      133.130     -23.7800      13.5300      49.0000      4.84274     0.656059    0.0637894
1998-06-08/00:27:47      133.130     -23.6600      13.6700      43.0000      3.38449     0.731354    0.0402860
1998-06-08/00:27:50      133.120     -23.5300      13.7400      49.0000      7.98137     0.656059     0.105132
1998-06-08/00:27:52      133.120     -23.3900      13.7800      52.0000      4.46316     0.615661    0.0613835
1998-06-08/00:27:55      133.110     -23.2600      13.7200      46.0000      4.62152     0.694658    0.0580225
1998-06-08/00:27:57      133.100     -23.1400      13.6600      48.0000      4.49430     0.669131    0.0582925
1998-06-08/00:28:00      133.090     -23.0100      13.5800      57.0000      2.66196     0.544639    0.0389646
1998-06-08/00:28:02      133.080     -22.8800      13.4900      52.0000      3.82036     0.615661    0.0525429
1998-06-08/00:28:05      133.070     -22.7500      13.3500      46.0000      3.09065     0.694658    0.0388026
1998-06-08/00:28:07      133.080     -22.6100      13.2000      59.0000      6.89819     0.515038     0.103200
1998-06-08/00:28:15      133.080     -22.2000      13.0300      66.0000      4.93153     0.406737    0.0786302
1998-06-08/00:28:18      133.080     -22.0700      12.8300      64.0000      6.70687     0.438371     0.105210
1998-06-08/00:28:20      133.080     -21.9300      12.6100      64.0000      4.24559     0.438371    0.0666002
1998-06-08/00:28:23      133.080     -21.8000      12.3800      65.0000      3.55449     0.422618    0.0562251
1998-06-08/00:28:25      133.080     -21.6700      12.1600      65.0000      3.75034     0.422618    0.0593231
1998-06-08/00:28:28      133.080     -21.5400      11.9500      64.0000      3.88985     0.438371    0.0610197
1998-06-08/00:28:30      133.080     -21.4000      11.7900      64.0000      3.88985     0.438371    0.0610197
1998-06-08/00:28:33      133.090     -21.2700      11.6400      62.0000      3.27689     0.469472    0.0504980
1998-06-08/00:28:35      133.100     -21.1400      11.5400      48.0000      3.31843     0.669131    0.0430411
1998-06-08/00:28:38      133.100     -21.0100      11.4300      48.0000      3.73483     0.669131    0.0484420
1998-06-08/00:28:40      133.110     -20.8800      11.3500      48.0000      3.97424     0.669131    0.0515472
1998-06-08/00:28:43      133.130     -20.7400      11.2700      48.0000      4.89541     0.669131    0.0634951
1998-06-08/00:28:45      133.140     -20.6100      11.1800      46.0000      3.16770     0.694658    0.0397700
1998-06-08/00:28:48      133.130     -20.4800      11.0800      55.0000      1.94146     0.573576    0.0277569
1998-06-08/00:28:50      133.140     -20.3500      10.9600      53.0000      4.16535     0.601815    0.0580601
1998-06-08/00:28:53      133.150     -20.2100      10.8300      54.0000      4.97892     0.587785    0.0703024
1998-06-08/00:28:55      133.160     -20.0800      10.7500      55.0000      8.06629     0.573576     0.115323
1998-06-08/00:28:58      133.160     -19.9500      10.6800      54.0000      5.82625     0.587785    0.0822667
1998-06-08/00:29:00      133.170     -19.8200      10.6600      28.0000      8.29685     0.882948    0.0679829
1998-06-08/00:29:03      133.170     -19.7000      10.6600      55.0000      3.97079     0.573576    0.0567700
1998-06-08/00:29:05      133.180     -19.5700      10.8200      28.0000      13.0184     0.882948     0.106670
1998-06-08/00:29:08      133.170     -19.4400      11.0000      36.0000      8.36682     0.809017    0.0858334
1998-06-08/00:29:10      133.180     -19.3000      11.1900      32.0000      9.85431     0.848048    0.0911409
1998-06-08/00:29:13      133.180     -19.1700      12.6000      33.0000      6.86422     0.838671    0.0652495
1998-06-08/00:29:15      133.180     -19.0400      12.8000      34.0000      7.24691     0.829038    0.0707281
1998-06-08/00:29:18      133.180     -18.9100      12.9100      40.0000      9.54998     0.766044     0.107139
1998-06-08/00:29:20      133.170     -18.7700      13.0100      34.0000      9.65466     0.829038    0.0942272
1998-06-08/00:29:23      133.170     -18.6400      13.0500      39.0000      10.2567     0.777146     0.112657
1998-06-08/00:29:28      133.160     -18.3800      13.0900      51.0000      5.62066     0.629320    0.0762373
1998-06-08/00:29:30      133.160     -18.2800      13.1100      50.0000      8.63490     0.642788     0.115449
1998-06-08/00:29:32      133.150     -18.1500      13.1200      48.0000      5.27110     0.669131    0.0683679
1998-06-08/00:29:37      133.150     -17.8800      13.1100      47.0000      3.84916     0.681998    0.0491327
1998-06-08/00:29:40      133.140     -17.7400      13.0900      46.0000      8.10068     0.694658     0.101703
1998-06-08/00:29:42      133.130     -17.6000      13.0700      44.0000      3.60312     0.719340    0.0436845
1998-06-08/00:29:45      133.130     -17.4700      13.0500      44.0000      4.07264     0.719340    0.0493770
1998-06-08/00:29:47      133.120     -17.3200      13.0200      45.0000      2.41209     0.707107    0.0297684
1998-06-08/00:29:50      133.120     -17.1800      12.9900      47.0000      3.42443     0.681998    0.0437112
