1998-07-18T00:00:02.5  199.000029    1.227   3.439  -0.891   -3.631   0.176  -0.953    0.081  -1475.73   805.04   727.52   -362.86 -1628.01   757.01  0
1998-07-18T00:00:07.5  199.000087    1.287   3.466  -0.669   -3.678   0.231  -0.732    0.083  -1478.50   806.73   719.99   -363.55 -1631.32   749.53  0
1998-07-18T00:00:12.5  199.000145    1.294   3.405  -0.695   -3.621   0.254  -0.758    0.062  -1481.25   808.40   712.45   -364.23 -1634.59   742.04  0
1998-07-18T00:00:17.5  199.000203    0.993   3.171  -1.153   -3.304   0.023  -1.206    0.131  -1483.96   810.05   704.89   -364.90 -1637.83   734.54  0
1998-07-18T00:00:22.5  199.000260    0.906   3.022  -1.270   -3.134  -0.020  -1.320    0.137  -1486.65   811.69   697.32   -365.56 -1641.04   727.03  0
1998-07-18T00:00:27.5  199.000318    0.724   2.902  -1.355   -2.966  -0.163  -1.399    0.125  -1489.30   813.31   689.74   -366.22 -1644.21   719.50  0
1998-07-18T00:00:32.5  199.000376    0.205   2.438  -1.312   -2.374  -0.527  -1.339    0.159  -1491.93   814.92   682.14   -366.87 -1647.35   711.96  0
1998-07-18T00:00:37.5  199.000434   -0.179   2.466  -1.484   -2.289  -0.907  -1.501    0.078  -1494.52   816.51   674.54   -367.51 -1650.46   704.41  0
1998-07-18T00:00:42.5  199.000492   -0.223   2.446  -1.473   -2.257  -0.942  -1.490    0.087  -1497.09   818.08   666.92   -368.15 -1653.54   696.85  0
1998-07-18T00:00:47.5  199.000550   -0.178   2.401  -1.330   -2.229  -0.884  -1.347    0.110  -1499.63   819.64   659.29   -368.78 -1656.59   689.27  0
1998-07-18T00:00:52.5  199.000608   -0.363   2.723  -1.269   -2.486  -1.152  -1.284    0.098  -1502.14   821.18   651.64   -369.40 -1659.60   681.67  0
1998-07-18T00:00:57.5  199.000666   -0.592   2.464  -1.339   -2.171  -1.299  -1.346    0.143  -1504.62   822.71   643.99   -370.01 -1662.58   674.07  0
1998-07-18T00:01:02.5  199.000723   -0.360   2.350  -1.510   -2.125  -1.048  -1.522    0.081  -1507.06   824.22   636.31   -370.62 -1665.52   666.45  0
1998-07-18T00:01:07.5  199.000781   -0.184   2.467  -1.653   -2.286  -0.916  -1.671    0.214  -1509.48   825.71   628.63   -371.22 -1668.43   658.81  0
1998-07-18T00:01:12.5  199.000839    0.498   3.021  -1.365   -3.016  -0.414  -1.404    0.109  -1511.86   827.19   620.93   -371.81 -1671.31   651.16  0
1998-07-18T00:01:17.5  199.000897    0.777   2.991  -1.313   -3.067  -0.137  -1.360    0.168  -1514.22   828.65   613.22   -372.39 -1674.15   643.50  0
1998-07-18T00:01:22.5  199.000955    0.675   3.005  -1.430   -3.050  -0.241  -1.474    0.121  -1516.54   830.09   605.49   -372.97 -1676.96   635.82  0
1998-07-18T00:01:27.5  199.001013    0.800   2.913  -1.222   -3.000  -0.090  -1.268    0.098  -1518.84   831.51   597.76   -373.54 -1679.73   628.14  0
1998-07-18T00:01:32.5  199.001071    0.966   2.905  -1.273   -3.039   0.070  -1.323    0.238  -1521.10   832.92   590.01   -374.10 -1682.48   620.43  0
1998-07-18T00:01:37.5  199.001128    1.436   2.937  -1.249   -3.204   0.511  -1.312    0.165  -1523.34   834.32   582.25   -374.65 -1685.19   612.72  0
1998-07-18T00:01:42.5  199.001186    1.056   2.905  -1.385   -3.063   0.153  -1.438    0.093  -1525.54   835.70   574.47   -375.20 -1687.87   605.00  0
1998-07-18T00:01:47.5  199.001244    1.187   2.990  -0.924   -3.189   0.264  -0.981    0.255  -1527.72   837.06   566.69   -375.74 -1690.51   597.26  0
1998-07-18T00:01:52.5  199.001302    1.252   2.451  -1.222   -2.686   0.474  -1.275    0.080  -1529.87   838.40   558.90   -376.27 -1693.13   589.51  0
1998-07-18T00:01:57.5  199.001360    1.131   2.835  -0.900   -3.025   0.255  -0.954    0.242  -1531.98   839.73   551.09   -376.80 -1695.71   581.75  0
