1998-07-25T00:00:02.5  206.000029    2.271  -2.227   1.984   -2.719   1.739   1.908    0.097   -922.27 -1511.82  -458.27    585.98  1662.31  -489.42  0
1998-07-25T00:00:07.5  206.000087    2.310  -1.606   2.656   -2.634   1.139   2.595    0.257   -923.35 -1513.52  -450.30    586.54  1664.39  -481.50  0
1998-07-25T00:00:12.5  206.000145    2.852  -1.653   2.236   -3.168   1.060   2.170    0.274   -924.41 -1515.18  -442.33    587.10  1666.44  -473.56  0
1998-07-25T00:00:17.5  206.000203    2.778  -1.869   2.578   -3.146   1.295   2.507    0.111   -925.46 -1516.82  -434.36    587.65  1668.45  -465.62  0
1998-07-25T00:00:22.5  206.000260    2.991  -1.914   2.146   -3.357   1.283   2.072    0.097   -926.48 -1518.42  -426.37    588.18  1670.43  -457.67  0
1998-07-25T00:00:27.5  206.000318    2.916  -1.753   2.198   -3.251   1.143   2.128    0.100   -927.49 -1519.99  -418.38    588.70  1672.38  -449.72  0
1998-07-25T00:00:32.5  206.000376    2.915  -1.653   2.363   -3.231   1.049   2.296    0.124   -928.48 -1521.54  -410.38    589.21  1674.29  -441.75  0
1998-07-25T00:00:37.5  206.000434    2.915  -1.676   2.325   -3.235   1.071   2.258    0.133   -929.45 -1523.05  -402.37    589.71  1676.17  -433.78  0
1998-07-25T00:00:42.5  206.000492    2.913  -1.455   2.161   -3.185   0.851   2.099    0.059   -930.40 -1524.54  -394.36    590.19  1678.02  -425.80  0
1998-07-25T00:00:47.5  206.000550    2.839  -1.229   2.503   -3.069   0.655   2.448    0.151   -931.33 -1526.00  -386.34    590.67  1679.83  -417.82  0
1998-07-25T00:00:52.5  206.000608    2.798  -1.449   2.247   -3.072   0.872   2.187    0.076   -932.25 -1527.42  -378.31    591.13  1681.62  -409.82  0
1998-07-25T00:00:57.5  206.000666    2.790  -1.165   2.276   -3.004   0.597   2.222    0.089   -933.15 -1528.82  -370.28    591.58  1683.36  -401.82  0
1998-07-25T00:01:02.5  206.000723    2.675  -1.661   2.138   -2.996   1.103   2.073    0.106   -934.02 -1530.18  -362.23    592.02  1685.08  -393.80  0
1998-07-25T00:01:07.5  206.000781    2.407  -1.585   2.405   -2.721   1.091   2.344    0.081   -934.88 -1531.51  -354.18    592.45  1686.75  -385.78  0
1998-07-25T00:01:12.5  206.000839    2.311  -2.089   2.150   -2.731   1.598   2.077    0.030   -935.72 -1532.81  -346.12    592.86  1688.40  -377.75  0
1998-07-25T00:01:17.5  206.000897    2.321  -2.210   2.077   -2.766   1.713   2.000    0.030   -936.54 -1534.07  -338.05    593.27  1690.00  -369.71  0
1998-07-25T00:01:22.5  206.000955    2.482  -2.030   2.035   -2.884   1.502   1.962    0.045   -937.34 -1535.31  -329.98    593.66  1691.58  -361.67  0
1998-07-25T00:01:27.5  206.001013    2.466  -1.577   2.452   -2.777   1.073   2.391    0.049   -938.12 -1536.52  -321.90    594.04  1693.12  -353.61  0
1998-07-25T00:01:32.5  206.001071    2.578  -1.759   2.358   -2.924   1.224   2.291    0.117   -938.89 -1537.69  -313.81    594.40  1694.63  -345.55  0
1998-07-25T00:01:37.5  206.001128    2.620  -1.759   2.453   -2.967   1.217   2.386    0.140   -939.63 -1538.84  -305.71    594.76  1696.10  -337.49  0
