1998-07-03T00:00:02.5  184.000029    2.892  -2.815  -3.934   -1.975  -3.534  -3.921    0.137  -1043.95   234.42  1509.96    -48.88  1094.49  1491.46  0
1998-07-03T00:00:07.5  184.000087    2.914  -3.572  -3.501   -2.716  -3.725  -3.501    0.187  -1037.42   233.18  1514.63    -48.68  1087.94  1496.24  0
1998-07-03T00:00:12.5  184.000145    2.936  -4.225  -3.746   -3.340  -3.903  -3.757    0.540  -1030.88   231.93  1519.27    -48.49  1081.36  1500.99  0
1998-07-03T00:00:17.5  184.000203    3.825  -5.108  -3.966   -3.986  -4.977  -3.974    0.259  -1024.32   230.68  1523.87    -48.29  1074.77  1505.71  0
1998-07-03T00:00:22.5  184.000260    5.068  -4.240  -4.148   -2.848  -5.985  -4.114    0.115  -1017.74   229.42  1528.45    -48.09  1068.15  1510.41  0
1998-07-03T00:00:27.5  184.000318    5.028  -4.041  -4.214   -2.663  -5.902  -4.177    0.141  -1011.15   228.16  1533.00    -47.89  1061.52  1515.07  0
1998-07-03T00:00:32.5  184.000376    4.888  -3.165  -4.180   -1.844  -5.560  -4.131    0.247  -1004.53   226.90  1537.51    -47.68  1054.87  1519.70  0
1998-07-03T00:00:37.5  184.000434    4.337  -2.770  -3.949   -1.594  -4.928  -3.905    0.211   -997.90   225.63  1542.00    -47.48  1048.20  1524.31  0
1998-07-03T00:00:42.5  184.000492    4.266  -3.082  -3.627   -1.920  -4.928  -3.589    0.302   -991.25   224.36  1546.46    -47.28  1041.51  1528.88  0
1998-07-03T00:00:47.5  184.000550    4.915  -3.405  -3.193   -2.093  -5.627  -3.148    0.138   -984.58   223.08  1550.89    -47.07  1034.80  1533.43  0
1998-07-03T00:00:52.5  184.000608    4.959  -3.876  -3.161   -2.541  -5.779  -3.123    0.215   -977.90   221.80  1555.30    -46.87  1028.07  1537.95  0
1998-07-03T00:00:57.5  184.000666    4.535  -4.070  -3.351   -2.824  -5.415  -3.325    0.140   -971.19   220.51  1559.67    -46.66  1021.32  1542.44  0
1998-07-03T00:01:02.5  184.000723    4.187  -3.891  -3.406   -2.730  -5.036  -3.385    0.177   -964.46   219.22  1564.01    -46.45  1014.55  1546.89  0
1998-07-03T00:01:07.5  184.000781    3.565  -4.806  -4.378   -3.744  -4.661  -4.386    0.294   -957.72   217.92  1568.31    -46.25  1007.76  1551.32  0
1998-07-03T00:01:12.5  184.000839    3.807  -3.787  -4.171   -2.701  -4.655  -4.156    0.334   -950.95   216.62  1572.59    -46.04  1000.95  1555.71  0
1998-07-03T00:01:17.5  184.000897    3.132  -4.287  -4.673   -3.334  -4.124  -4.680    0.301   -944.16   215.32  1576.83    -45.83   994.12  1560.08  0
1998-07-03T00:01:22.5  184.000955    2.886  -3.349  -4.018   -2.493  -3.655  -4.014    0.484   -937.36   214.01  1581.05    -45.62   987.27  1564.41  0
1998-07-03T00:01:27.5  184.001013    2.961  -3.640  -2.995   -2.781  -3.779  -2.995    0.410   -930.54   212.70  1585.24    -45.40   980.40  1568.72  0
1998-07-03T00:01:32.5  184.001071    2.870  -4.003  -3.625   -3.141  -3.785  -3.633    0.550   -923.70   211.38  1589.39    -45.19   973.51  1572.99  0
1998-07-03T00:01:37.5  184.001128    1.733  -3.782  -4.355   -3.176  -2.641  -4.384    0.298   -916.84   210.06  1593.52    -44.98   966.60  1577.24  0
1998-07-03T00:01:42.5  184.001186    2.867  -4.029  -2.957   -3.182  -3.778  -2.966    0.593   -909.97   208.73  1597.62    -44.76   959.68  1581.46  0
1998-07-03T00:01:47.5  184.001244    2.169  -5.906  -2.973   -5.169  -3.539  -3.030    0.564   -903.08   207.40  1601.68    -44.55   952.73  1585.64  0
1998-07-03T00:01:52.5  184.001302    2.108  -6.396  -2.976   -5.660  -3.594  -3.042    0.270   -896.17   206.07  1605.72    -44.33   945.77  1589.80  0
1998-07-03T00:01:57.5  184.001360    1.322  -5.617  -3.471   -5.075  -2.656  -3.541    0.433   -889.24   204.73  1609.73    -44.12   938.79  1593.93  0
1998-07-03T00:02:02.5  184.001418    0.533  -6.308  -3.373   -5.934  -2.049  -3.471    0.578   -882.30   203.39  1613.70    -43.90   931.79  1598.02  0
1998-07-03T00:02:07.5  184.001476    0.985  -6.788  -3.599   -6.289  -2.604  -3.696    0.354   -875.34   202.04  1617.64    -43.68   924.78  1602.08  0
1998-07-03T00:02:12.5  184.001534    1.628  -6.315  -3.680   -5.677  -3.121  -3.756    0.458   -868.36   200.69  1621.54    -43.46   917.74  1606.11  0
1998-07-03T00:02:17.5  184.001591    3.881  -5.415  -1.954   -4.315  -5.072  -1.966    1.306   -861.36   199.33  1625.42    -43.24   910.69  1610.11  0
1998-07-03T00:02:22.5  184.001649    5.000  -4.441  -1.759   -3.110  -5.928  -1.731    0.727   -854.35   197.97  1629.26    -43.02   903.61  1614.07  0
1998-07-03T00:02:27.5  184.001707    5.129  -5.065  -0.861   -3.706  -6.185  -0.841    0.661   -847.32   196.61  1633.07    -42.80   896.53  1618.01  0
1998-07-03T00:02:32.5  184.001765    4.293  -5.560  -1.756   -4.363  -5.504  -1.763    1.003   -840.28   195.24  1636.86    -42.57   889.42  1621.91  0
1998-07-03T00:02:37.5  184.001823    3.178  -4.452  -3.884   -3.499  -4.195  -3.894    0.713   -833.22   193.87  1640.61    -42.35   882.30  1625.79  0
1998-07-03T00:02:42.5  184.001881    4.033  -5.854  -1.968   -4.705  -5.322  -1.985    0.826   -826.14   192.50  1644.33    -42.13   875.16  1629.63  0
1998-07-03T00:02:47.5  184.001939    5.337  -6.779  -1.559   -5.308  -6.801  -1.564    0.774   -819.05   191.12  1648.02    -41.90   868.01  1633.45  0
1998-07-03T00:02:52.5  184.001997    6.324  -5.817  -1.245   -4.149  -7.529  -1.213    0.863   -811.95   189.74  1651.68    -41.68   860.83  1637.23  0
1998-07-03T00:02:57.5  184.002054    7.420  -5.437  -1.479   -3.519  -8.509  -1.418    0.481   -804.83   188.35  1655.30    -41.45   853.65  1640.98  0
1998-07-03T00:03:02.5  184.002112    5.773  -5.574  -2.619   -4.011  -6.960  -2.594    1.155   -797.69   186.96  1658.90    -41.22   846.44  1644.70  0
1998-07-03T00:03:07.5  184.002170    6.477  -4.923  -2.116   -3.225  -7.483  -2.065    0.622   -790.53   185.56  1662.46    -40.99   839.22  1648.38  0
1998-07-03T00:03:12.5  184.002228    4.722  -5.721  -2.441   -4.403  -5.970  -2.441    0.678   -783.36   184.17  1665.98    -40.77   831.98  1652.03  0
1998-07-03T00:03:17.5  184.002286    5.120  -5.500  -1.372   -4.119  -6.287  -1.360    0.682   -776.18   182.76  1669.47    -40.54   824.72  1655.65  0
1998-07-03T00:03:22.5  184.002344    5.286  -6.360  -0.717   -4.930  -6.639  -0.716    0.879   -768.98   181.36  1672.93    -40.31   817.45  1659.24  0
1998-07-03T00:03:27.5  184.002402    8.917  -5.982   0.673   -3.746 -10.058   0.756    0.571   -761.76   179.95  1676.36    -40.07   810.16  1662.79  0
1998-07-03T00:03:32.5  184.002459    8.230  -3.705  -1.132   -1.653  -8.886  -1.023    0.529   -754.53   178.54  1679.76    -39.84   802.86  1666.32  0
1998-07-03T00:03:37.5  184.002517    4.726  -5.502  -2.007   -4.199  -5.916  -2.003    1.149   -747.29   177.12  1683.12    -39.61   795.54  1669.81  0
1998-07-03T00:03:42.5  184.002575    7.807  -3.041  -1.545   -1.097  -8.326  -1.433    0.742   -740.03   175.70  1686.46    -39.38   788.21  1673.27  0
1998-07-03T00:03:47.5  184.002633    7.280  -5.135  -2.180   -3.242  -8.315  -2.116    0.728   -732.76   174.27  1689.76    -39.14   780.86  1676.70  0
1998-07-03T00:03:52.5  184.002691    4.087  -4.538  -4.499   -3.356  -5.110  -4.491    1.226   -725.47   172.85  1693.03    -38.91   773.50  1680.10  0
1998-07-03T00:03:57.5  184.002749    3.913  -4.347  -5.024   -3.200  -4.904  -5.015    0.933   -718.17   171.42  1696.27    -38.67   766.12  1683.46  0
1998-07-03T00:04:02.5  184.002807    1.028  -4.675  -4.954   -4.194  -2.176  -5.013    0.764   -710.86   169.98  1699.47    -38.43   758.73  1686.80  0
1998-07-03T00:04:07.5  184.002865    3.886  -6.406  -3.390   -5.244  -5.334  -3.419    0.996   -703.53   168.55  1702.64    -38.20   751.32  1690.09  0
1998-07-03T00:04:12.5  184.002922    2.702  -6.033  -4.557   -5.132  -4.115  -4.605    0.719   -696.19   167.10  1705.78    -37.96   743.90  1693.35  0
1998-07-03T00:04:17.5  184.002980    5.083  -5.757  -1.789   -4.367  -6.319  -1.782    0.995   -688.83   165.66  1708.88    -37.72   736.46  1696.58  0
1998-07-03T00:04:22.5  184.003038    4.979  -5.294  -1.163   -3.956  -6.099  -1.151    0.342   -681.46   164.21  1711.94    -37.48   729.01  1699.78  0
1998-07-03T00:04:27.5  184.003096    4.337  -5.208  -0.998   -4.026  -5.452  -0.998    0.370   -674.08   162.76  1714.98    -37.24   721.54  1702.94  0
1998-07-03T00:04:32.5  184.003154    5.052  -3.803  -2.364   -2.463  -5.841  -2.324    0.343   -666.69   161.30  1717.98    -37.00   714.06  1706.08  0
1998-07-03T00:04:37.5  184.003212    4.475  -4.330  -3.016   -3.095  -5.414  -2.996    0.477   -659.28   159.85  1720.95    -36.76   706.57  1709.18  0
1998-07-03T00:04:42.5  184.003270    3.326  -6.704  -4.344   -5.642  -4.876  -4.390    1.092   -651.86   158.38  1723.89    -36.52   699.07  1712.25  0
1998-07-03T00:04:47.5  184.003328    5.494  -3.550  -2.229   -2.116  -6.209  -2.175    1.340   -644.43   156.92  1726.80    -36.27   691.55  1715.28  0
1998-07-03T00:04:52.5  184.003385    4.903  -3.926  -3.419   -2.594  -5.742  -3.383    0.343   -636.99   155.45  1729.67    -36.03   684.02  1718.29  0
1998-07-03T00:04:57.5  184.003443    6.842  -4.487  -1.831   -2.720  -7.732  -1.764    1.337   -629.53   153.98  1732.51    -35.79   676.47  1721.26  0
1998-07-03T00:05:02.5  184.003501    7.245  -2.110   0.822   -0.374  -7.523   0.938    0.642   -622.06   152.51  1735.32    -35.54   668.91  1724.19  0
1998-07-03T00:05:07.5  184.003559    7.313  -1.949   1.273   -0.212  -7.545   1.393    0.310   -614.58   151.03  1738.09    -35.30   661.34  1727.09  0
1998-07-03T00:05:12.5  184.003617    6.739  -2.761   1.018   -1.129  -7.181   1.112    0.263   -607.08   149.55  1740.82    -35.05   653.75  1729.96  0
1998-07-03T00:05:17.5  184.003675    6.723  -2.662   0.395   -1.023  -7.152   0.490    0.273   -599.58   148.06  1743.52    -34.80   646.15  1732.79  0
1998-07-03T00:05:22.5  184.003733    6.378  -3.205   1.221   -1.650  -6.931   1.299    0.164   -592.06   146.58  1746.18    -34.56   638.54  1735.58  0
1998-07-03T00:05:27.5  184.003791    5.817  -4.940   0.157   -3.444  -6.809   0.193    0.352   -584.53   145.09  1748.82    -34.31   630.92  1738.35  0
1998-07-03T00:05:32.5  184.003848    4.316  -4.506  -1.564   -3.335  -5.277  -1.551    0.520   -576.99   143.59  1751.42    -34.06   623.28  1741.08  0
1998-07-03T00:05:37.5  184.003906    4.628  -4.613  -2.138   -3.353  -5.615  -2.120    0.367   -569.44   142.10  1753.99    -33.81   615.63  1743.78  0
1998-07-03T00:05:42.5  184.003964    6.862  -4.838  -1.134   -3.071  -7.823  -1.073    0.308   -561.88   140.60  1756.52    -33.56   607.97  1746.45  0
1998-07-03T00:05:47.5  184.004022    7.814  -3.691  -0.897   -1.738  -8.475  -0.797    0.241   -554.31   139.10  1759.02    -33.31   600.30  1749.08  0
1998-07-03T00:05:52.5  184.004080    6.541  -4.073  -1.500   -2.395  -7.337  -1.432    0.284   -546.73   137.59  1761.49    -33.06   592.62  1751.68  0
1998-07-03T00:05:57.5  184.004138    7.017  -2.480  -1.331   -0.739  -7.423  -1.225    0.919   -539.14   136.09  1763.92    -32.80   584.93  1754.25  0
