1998-07-12T00:00:02.5  193.000029    9.820  -4.207   0.671   10.503   1.889   0.834    0.031    876.70  1030.35  1255.11    143.63  1366.91  1231.45  0
1998-07-12T00:00:07.5  193.000087    9.954  -4.105   0.836   10.556   2.052   0.996    0.059    873.17  1026.11  1261.09    142.87  1361.55  1237.53  0
1998-07-12T00:00:12.5  193.000145   10.154  -4.139   0.915   10.740   2.135   1.076    0.048    869.63  1021.85  1267.05    142.12  1356.16  1243.58  0
1998-07-12T00:00:17.5  193.000203   10.409  -4.081   0.738   10.925   2.319   0.899    0.041    866.06  1017.58  1272.99    141.36  1350.75  1249.61  0
1998-07-12T00:00:22.5  193.000260   10.536  -4.029   0.617   11.005   2.431   0.778    0.041    862.48  1013.28  1278.89    140.60  1345.31  1255.61  0
1998-07-12T00:00:27.5  193.000318   10.636  -4.072   0.747   11.110   2.453   0.909    0.029    858.89  1008.96  1284.78    139.83  1339.85  1261.59  0
1998-07-12T00:00:32.5  193.000376   10.802  -4.136   0.548   11.287   2.486   0.713    0.042    855.28  1004.63  1290.63    139.06  1334.36  1267.54  0
1998-07-12T00:00:37.5  193.000434   10.749  -4.139   0.272   11.250   2.449   0.437    0.023    851.65  1000.28  1296.47    138.30  1328.85  1273.47  0
1998-07-12T00:00:42.5  193.000492   10.654  -4.232   0.180   11.223   2.317   0.347    0.035    848.01   995.91  1302.27    137.52  1323.32  1279.37  0
1998-07-12T00:00:47.5  193.000550   10.676  -4.219  -0.003   11.238   2.337   0.164    0.026    844.35   991.52  1308.06    136.75  1317.76  1285.25  0
1998-07-12T00:00:52.5  193.000608   10.605  -4.246  -0.075   11.195   2.274   0.093    0.055    840.68   987.11  1313.81    135.97  1312.17  1291.11  0
1998-07-12T00:00:57.5  193.000666   10.528  -4.232  -0.039   11.122   2.244   0.128    0.065    836.99   982.69  1319.55    135.19  1306.56  1296.93  0
1998-07-12T00:01:02.5  193.000723   10.335  -4.225  -0.050   10.957   2.144   0.115    0.095    833.28   978.24  1325.25    134.41  1300.93  1302.74  0
1998-07-12T00:01:07.5  193.000781   10.248  -4.403   0.100   10.979   1.951   0.270    0.044    829.55   973.77  1330.93    133.62  1295.26  1308.51  0
1998-07-12T00:01:12.5  193.000839   10.213  -4.588   0.371   11.046   1.783   0.545    0.049    825.81   969.29  1336.58    132.83  1289.57  1314.26  0
1998-07-12T00:01:17.5  193.000897   10.212  -4.577   0.451   11.038   1.792   0.626    0.061    822.05   964.78  1342.21    132.04  1283.85  1319.99  0
1998-07-12T00:01:22.5  193.000955   10.248  -4.440   0.575   10.991   1.929   0.745    0.021    818.27   960.25  1347.81    131.25  1278.11  1325.69  0
1998-07-12T00:01:27.5  193.001013   10.462  -4.377   0.737   11.132   2.104   0.906    0.037    814.48   955.71  1353.38    130.45  1272.34  1331.36  0
1998-07-12T00:01:32.5  193.001071   10.651  -4.513   0.761   11.363   2.094   0.935    0.082    810.67   951.15  1358.93    129.65  1266.55  1337.01  0
1998-07-12T00:01:37.5  193.001128   10.778  -4.659   0.981   11.545   2.046   1.159    0.049    806.84   946.57  1364.45    128.85  1260.73  1342.64  0
1998-07-12T00:01:42.5  193.001186   10.687  -4.647   0.998   11.463   2.007   1.176    0.051    803.01   941.97  1369.95    128.05  1254.89  1348.24  0
1998-07-12T00:01:47.5  193.001244   10.645  -4.606   1.050   11.404   2.019   1.227    0.034    799.15   937.36  1375.42    127.24  1249.03  1353.81  0
1998-07-12T00:01:52.5  193.001302   10.745  -4.564   1.109   11.464   2.110   1.285    0.027    795.28   932.72  1380.87    126.43  1243.14  1359.36  0
1998-07-12T00:01:57.5  193.001360   10.766  -4.464   1.074   11.427   2.205   1.248    0.056    791.40   928.07  1386.29    125.62  1237.23  1364.88  0
