1999-02-08T03:24:52.5   39.142274   -4.910  -2.609   1.225    2.251  -5.115   1.086    0.269   -843.30   562.28  1463.64   -619.63  -839.56  1442.48  1
1999-02-08T03:24:57.5   39.142332   -3.254  -1.740   0.861    1.502  -3.392   0.769    0.535   -837.52   558.69  1468.34   -615.62  -834.18  1447.32  1
1999-02-08T03:25:02.5   39.142390   -2.489  -3.000   0.756    2.814  -2.717   0.680    0.289   -831.71   555.09  1473.00   -611.60  -828.78  1452.12  1
1999-02-08T03:25:07.5   39.142448   -2.418  -3.691   0.735    3.509  -2.696   0.659    0.249   -825.89   551.48  1477.62   -607.56  -823.37  1456.89  1
1999-02-08T03:25:12.5   39.142506   -1.240  -6.083   1.373    5.980  -1.710   1.321    0.844   -820.05   547.85  1482.22   -603.51  -817.94  1461.62  1
1999-02-08T03:25:17.5   39.142564   -1.642  -7.945   2.034    7.809  -2.261   1.965    0.291   -814.19   544.21  1486.78   -599.45  -812.49  1466.33  1
1999-02-08T03:25:22.5   39.142622   -1.980  -7.068   2.780    6.911  -2.556   2.704    0.383   -808.32   540.56  1491.31   -595.37  -807.02  1471.00  1
1999-02-08T03:25:27.5   39.142679   -0.963  -5.880   3.371    5.800  -1.472   3.326    0.100   -802.42   536.90  1495.81   -591.28  -801.53  1475.64  1
1999-02-08T03:25:32.5   39.142737   -1.681  -5.752   2.771    5.620  -2.163   2.707    0.069   -796.51   533.23  1500.27   -587.18  -796.03  1480.25  1
1999-02-08T03:25:37.5   39.142795   -0.703  -6.249   2.638    6.185  -1.219   2.599    0.128   -790.59   529.54  1504.71   -583.06  -790.51  1484.83  1
1999-02-08T03:25:42.5   39.142853   -0.725  -6.743   2.420    6.676  -1.271   2.378    0.109   -784.65   525.85  1509.11   -578.94  -784.98  1489.38  1
1999-02-08T03:25:47.5   39.142911   -1.824  -7.190   2.016    7.043  -2.388   1.944    0.110   -778.69   522.14  1513.48   -574.80  -779.42  1493.89  1
1999-02-08T03:25:52.5   39.142969   -3.449  -6.078   1.677    5.817  -3.919   1.566    0.331   -772.71   518.42  1517.82   -570.65  -773.86  1498.38  1
1999-02-08T03:25:57.5   39.143027   -3.887  -4.779   1.276    4.490  -4.252   1.158    0.227   -766.72   514.69  1522.13   -566.48  -768.27  1502.83  1
1999-02-08T03:26:02.5   39.143084   -3.181  -5.092   1.485    4.853  -3.576   1.384    0.128   -760.71   510.95  1526.40   -562.31  -762.67  1507.25  1
1999-02-08T03:26:07.5   39.143142   -2.602  -5.677   1.854    5.479  -3.050   1.767    0.067   -754.68   507.20  1530.63   -558.12  -757.05  1511.63  1
1999-02-08T03:26:12.5   39.143200   -2.722  -5.990   2.118    5.782  -3.199   2.026    0.137   -748.64   503.43  1534.83   -553.91  -751.41  1515.98  1
1999-02-08T03:26:17.5   39.143258   -2.364  -6.638   2.404    6.455  -2.896   2.320    0.105   -742.58   499.66  1539.00   -549.70  -745.75  1520.29  1
1999-02-08T03:26:22.5   39.143316   -2.024  -6.552   2.602    6.394  -2.557   2.527    0.097   -736.50   495.87  1543.13   -545.47  -740.08  1524.57  1
1999-02-08T03:26:27.5   39.143374   -1.739  -7.401   3.004    7.261  -2.344   2.933    0.339   -730.41   492.07  1547.24   -541.24  -734.40  1528.82  1
1999-02-08T03:26:32.5   39.143432   -2.032  -7.524   3.164    7.363  -2.649   3.085    0.181   -724.30   488.27  1551.31   -536.99  -728.70  1533.04  1
1999-02-08T03:26:37.5   39.143490   -2.017  -6.924   3.033    6.766  -2.587   2.957    0.052   -718.18   484.45  1555.34   -532.73  -722.98  1537.23  1
1999-02-08T03:26:42.5   39.143547   -2.039  -7.656   2.786    7.493  -2.655   2.707    0.270   -712.04   480.62  1559.35   -528.45  -717.25  1541.38  1
1999-02-08T03:26:47.5   39.143605   -1.684  -7.858   3.224    7.722  -2.327   3.153    0.126   -705.89   476.78  1563.32   -524.17  -711.50  1545.50  1
1999-02-08T03:26:52.5   39.143663   -1.186  -7.463   2.996    7.363  -1.797   2.940    0.106   -699.72   472.93  1567.26   -519.88  -705.74  1549.59  1
1999-02-08T03:26:57.5   39.143721   -1.263  -7.380   2.686    7.274  -1.859   2.629    0.022   -693.54   469.07  1571.16   -515.57  -699.96  1553.64  1
1999-02-08T03:27:02.5   39.143779   -1.531  -7.123   2.736    6.999  -2.108   2.672    0.159   -687.34   465.20  1575.02   -511.25  -694.17  1557.66  1
1999-02-08T03:27:07.5   39.143837   -1.217  -6.575   2.797    6.474  -1.758   2.743    0.147   -681.13   461.32  1578.86   -506.93  -688.36  1561.64  1
1999-02-08T03:27:12.5   39.143895   -1.129  -6.373   2.718    6.280  -1.653   2.667    0.048   -674.90   457.42  1582.65   -502.59  -682.53  1565.59  1
1999-02-08T03:27:17.5   39.143953   -1.335  -6.606   2.705    6.497  -1.876   2.648    0.105   -668.66   453.52  1586.41   -498.23  -676.69  1569.50  1
1999-02-08T03:27:22.5   39.144010   -0.822  -6.273   2.975    6.202  -1.347   2.933    0.132   -662.40   449.61  1590.14   -493.87  -670.84  1573.38  1
1999-02-08T03:27:27.5   39.144068   -0.465  -5.914   2.868    5.870  -0.963   2.837    0.047   -656.13   445.69  1593.83   -489.50  -664.97  1577.22  1
1999-02-08T03:27:32.5   39.144126   -0.347  -6.211   2.903    6.174  -0.867   2.874    0.102   -649.84   441.75  1597.49   -485.12  -659.09  1581.04  1
1999-02-08T03:27:37.5   39.144184   -0.825  -6.288   2.975    6.216  -1.351   2.933    0.059   -643.54   437.81  1601.11   -480.72  -653.19  1584.82  1
1999-02-08T03:27:42.5   39.144242   -0.887  -6.275   3.004    6.200  -1.413   2.960    0.070   -637.23   433.86  1604.71   -476.32  -647.28  1588.56  1
1999-02-08T03:27:47.5   39.144300   -0.955  -6.174   2.903    6.094  -1.470   2.857    0.096   -630.90   429.90  1608.26   -471.91  -641.36  1592.27  1
1999-02-08T03:27:52.5   39.144358   -1.695  -5.600   2.470    5.468  -2.155   2.406    0.108   -624.56   425.93  1611.79   -467.48  -635.42  1595.95  1
1999-02-08T03:27:57.5   39.144416   -2.266  -5.195   2.479    5.023  -2.696   2.402    0.040   -618.21   421.95  1615.28   -463.05  -629.47  1599.60  1
1999-02-08T03:28:02.5   39.144473   -2.769  -4.854   3.067    4.647  -3.189   2.977    0.056   -611.85   417.97  1618.73   -458.60  -623.50  1603.20  1
1999-02-08T03:28:07.5   39.144531   -2.815  -4.080   3.736    3.874  -3.197   3.647    0.117   -605.46   413.97  1622.14   -454.15  -617.52  1606.77  1
1999-02-08T03:28:12.5   39.144589   -2.665  -3.830   3.856    3.634  -3.034   3.771    0.084   -599.07   409.96  1625.52   -449.68  -611.53  1610.30  1
1999-02-08T03:28:17.5   39.144647   -2.869  -4.037   3.653    3.827  -3.246   3.563    0.063   -592.66   405.94  1628.86   -445.21  -605.52  1613.80  1
1999-02-08T03:28:22.5   39.144705   -2.845  -4.441   3.624    4.232  -3.251   3.533    0.103   -586.24   401.92  1632.17   -440.72  -599.50  1617.27  1
1999-02-08T03:28:27.5   39.144763   -3.137  -4.076   3.616    3.846  -3.515   3.519    0.119   -579.81   397.88  1635.44   -436.23  -593.47  1620.69  1
1999-02-08T03:28:32.5   39.144821   -3.065  -2.842   2.179    2.619  -3.317   2.088    0.699   -573.37   393.84  1638.68   -431.73  -587.42  1624.09  1
1999-02-08T03:28:37.5   39.144878   -2.728  -3.486   2.196    3.285  -3.027   2.112    0.155   -566.91   389.79  1641.88   -427.21  -581.36  1627.45  1
1999-02-08T03:28:42.5   39.144936   -2.131  -4.117   2.241    3.957  -2.478   2.171    0.090   -560.44   385.73  1645.05   -422.69  -575.29  1630.78  1
1999-02-08T03:28:47.5   39.144994   -2.988  -2.740   1.432    2.522  -3.213   1.344    0.275   -553.96   381.66  1648.18   -418.16  -569.21  1634.07  1
1999-02-08T03:28:52.5   39.145052   -5.510  -0.144   1.334   -0.248  -5.540   1.187    0.681   -547.47   377.58  1651.28   -413.62  -563.12  1637.33  1
1999-02-08T03:28:57.5   39.145110   -6.430   1.364   0.042   -1.819  -6.315  -0.124    0.633   -540.97   373.50  1654.35   -409.08  -557.01  1640.55  1
1999-02-08T03:29:02.5   39.145168   -2.604  -2.521  -0.334    2.329  -2.767  -0.411    0.351   -534.45   369.40  1657.37   -404.52  -550.89  1643.73  1
1999-02-08T03:29:07.5   39.145226   -1.117  -4.114  -0.236    4.023  -1.401  -0.278    0.331   -527.92   365.30  1660.36   -399.95  -544.76  1646.88  1
1999-02-08T03:29:12.5   39.145284   -2.096  -5.411   0.432    5.248  -2.487   0.359    0.430   -521.38   361.19  1663.30   -395.38  -538.61  1649.99  1
1999-02-08T03:29:17.5   39.145341   -1.997  -5.604   1.306    5.449  -2.425   1.235    0.144   -514.83   357.07  1666.22   -390.79  -532.46  1653.06  1
1999-02-08T03:29:22.5   39.145399   -3.744  -4.349   2.036    4.073  -4.097   1.922    0.121   -508.27   352.94  1669.09   -386.20  -526.29  1656.10  1
1999-02-08T03:29:27.5   39.145457   -4.484  -2.069   1.571    1.746  -4.660   1.445    0.991   -501.70   348.81  1671.93   -381.60  -520.11  1659.10  1
1999-02-08T03:29:32.5   39.145515   -2.680  -2.550   0.778    2.354  -2.875   0.699    0.455   -495.12   344.67  1674.74   -376.99  -513.92  1662.06  1
1999-02-08T03:29:37.5   39.145573   -3.250  -2.418   0.647    2.181  -3.430   0.553    0.126   -488.52   340.52  1677.51   -372.37  -507.72  1665.00  1
1999-02-08T03:29:42.5   39.145631   -2.881  -3.282   0.926    3.070  -3.130   0.839    0.311   -481.92   336.36  1680.25   -367.75  -501.51  1667.89  1
1999-02-08T03:29:47.5   39.145689   -2.833  -3.557   1.248    3.348  -3.111   1.161    0.169   -475.30   332.20  1682.95   -363.11  -495.29  1670.76  1
1999-02-08T03:29:52.5   39.145747   -3.105  -3.065   1.182    2.838  -3.345   1.089    0.088   -468.68   328.03  1685.61   -358.47  -489.05  1673.58  0
1999-02-08T03:29:57.5   39.145804   -3.960  -2.558   1.083    2.271  -4.160   0.970    0.232   -462.05   323.85  1688.24   -353.82  -482.81  1676.37  0
1999-02-08T03:30:02.5   39.145862   -3.884  -2.837   0.889    2.555  -4.098   0.777    0.195   -455.40   319.66  1690.83   -349.17  -476.56  1679.12  0
1999-02-08T03:30:07.5   39.145920   -3.669  -3.072   0.724    2.805  -3.896   0.617    0.256   -448.75   315.47  1693.38   -344.50  -470.29  1681.84  0
1999-02-08T03:30:12.5   39.145978   -2.956  -3.745   0.866    3.527  -3.237   0.776    0.181   -442.08   311.27  1695.89   -339.83  -464.02  1684.51  0
1999-02-08T03:30:17.5   39.146036   -2.887  -3.171   0.641    2.958  -3.121   0.554    0.179   -435.41   307.06  1698.36   -335.15  -457.73  1687.15  0
1999-02-08T03:30:22.5   39.146094   -4.129  -3.273   0.734    2.972  -4.370   0.614    0.577   -428.73   302.84  1700.80   -330.46  -451.43  1689.75  0
1999-02-08T03:30:27.5   39.146152   -4.358  -4.030   0.904    3.711  -4.655   0.775    0.085   -422.03   298.62  1703.20   -325.77  -445.13  1692.31  0
1999-02-08T03:30:32.5   39.146209   -4.395  -2.823   1.324    2.506  -4.618   1.198    0.507   -415.33   294.39  1705.57   -321.07  -438.81  1694.84  0
1999-02-08T03:30:37.5   39.146267   -4.112  -1.272   0.721    0.977  -4.209   0.608    0.417   -408.62   290.16  1707.90   -316.36  -432.49  1697.34  0
1999-02-08T03:30:42.5   39.146325   -1.668  -3.536   0.076    3.409  -1.916   0.020    0.160   -401.91   285.92  1710.20   -311.65  -426.16  1699.80  0
1999-02-08T03:30:47.5   39.146383   -2.784  -4.598   0.419    4.390  -3.113   0.331    0.913   -395.18   281.67  1712.45   -306.93  -419.82  1702.22  0
1999-02-08T03:30:52.5   39.146441   -2.536  -4.532   1.907    4.343  -2.901   1.825    0.604   -388.44   277.42  1714.68   -302.20  -413.47  1704.61  0
1999-02-08T03:30:57.5   39.146499   -3.253  -4.152   1.628    3.912  -3.582   1.528    0.340   -381.70   273.16  1716.86   -297.46  -407.11  1706.96  0
1999-02-08T03:31:02.5   39.146557   -3.298  -4.476   2.216    4.233  -3.665   2.114    0.278   -374.95   268.89  1719.00   -292.72  -400.74  1709.26  0
1999-02-08T03:31:07.5   39.146615   -2.112  -4.942   2.011    4.782  -2.510   1.939    0.527   -368.19   264.62  1721.11   -287.98  -394.36  1711.53  0
1999-02-08T03:31:12.5   39.146672   -2.065  -5.555   3.138    5.398  -2.537   3.064    0.137   -361.42   260.34  1723.17   -283.22  -387.97  1713.77  0
1999-02-08T03:31:17.5   39.146730   -2.998  -4.716   3.146    4.495  -3.408   3.051    0.168   -354.64   256.06  1725.20   -278.46  -381.57  1715.96  0
1999-02-08T03:31:22.5   39.146788   -3.936  -3.701   3.009    3.417  -4.268   2.892    0.190   -347.86   251.77  1727.19   -273.69  -375.17  1718.12  0
1999-02-08T03:31:27.5   39.146846   -4.889  -2.268   2.441    1.919  -5.101   2.303    0.504   -341.07   247.47  1729.15   -268.92  -368.76  1720.24  0
1999-02-08T03:31:32.5   39.146904   -2.862  -2.303   0.608    2.095  -3.033   0.525    0.503   -334.27   243.17  1731.06   -264.14  -362.34  1722.32  0
1999-02-08T03:31:37.5   39.146962   -1.430  -3.278   0.302    3.168  -1.666   0.254    0.465   -327.46   238.87  1732.95   -259.36  -355.91  1724.37  0
1999-02-08T03:31:42.5   39.147020   -3.273  -2.836   0.606    2.598  -3.481   0.510    0.512   -320.65   234.56  1734.79   -254.57  -349.48  1726.38  0
1999-02-08T03:31:47.5   39.147078   -2.331  -2.634   0.364    2.462  -2.520   0.294    0.526   -313.83   230.24  1736.60   -249.78  -343.03  1728.36  0
