1998-09-17T00:00:02.5  260.000029    4.339  -4.498   5.996    0.550   6.375   5.837    0.033    254.31   596.00  1717.01   -594.67  -163.75  1728.46  0
1998-09-17T00:00:07.5  260.000087    4.737  -4.615   5.766    0.370   6.745   5.599    0.063    257.31   603.05  1714.13   -601.96  -166.26  1725.72  1
1998-09-17T00:00:12.5  260.000145    4.566  -5.078   5.661    0.829   6.921   5.485    0.042    260.31   610.08  1711.22   -609.24  -168.77  1722.96  1
1998-09-17T00:00:17.5  260.000203    4.318  -5.201   5.753    1.086   6.820   5.577    0.026    263.30   617.10  1708.28   -616.50  -171.27  1720.16  1
1998-09-17T00:00:22.5  260.000260    4.056  -5.520   5.798    1.499   6.837   5.616    0.072    266.28   624.10  1705.30   -623.75  -173.77  1717.32  1
1998-09-17T00:00:27.5  260.000318    4.126  -4.841   6.047    0.948   6.445   5.881    0.065    269.26   631.09  1702.30   -630.99  -176.27  1714.46  1
1998-09-17T00:00:32.5  260.000376    4.574  -4.710   5.775    0.549   6.686   5.608    0.038    272.23   638.07  1699.25   -638.21  -178.76  1711.56  1
1998-09-17T00:00:37.5  260.000434    4.446  -4.904   5.837    0.780   6.720   5.666    0.033    275.20   645.04  1696.18   -645.43  -181.24  1708.63  1
1998-09-17T00:00:42.5  260.000492    4.329  -5.013   5.893    0.939   6.707   5.721    0.036    278.17   651.99  1693.08   -652.62  -183.73  1705.67  1
1998-09-17T00:00:47.5  260.000550    4.298  -4.971   5.957    0.930   6.657   5.786    0.035    281.12   658.93  1689.94   -659.81  -186.21  1702.67  1
1998-09-17T00:00:52.5  260.000608    4.242  -4.970   6.018    0.966   6.616   5.848    0.038    284.08   665.86  1686.77   -666.98  -188.69  1699.64  1
1998-09-17T00:00:57.5  260.000666    3.907  -5.144   6.098    1.320   6.484   5.928    0.064    287.02   672.77  1683.56   -674.14  -191.16  1696.58  1
1998-09-17T00:01:02.5  260.000723    3.907  -4.690   6.326    0.983   6.188   6.167    0.072    289.97   679.67  1680.32   -681.28  -193.63  1693.48  1
1998-09-17T00:01:07.5  260.000781    4.339  -4.578   6.116    0.610   6.431   5.955    0.065    292.90   686.55  1677.05   -688.42  -196.09  1690.35  1
1998-09-17T00:01:12.5  260.000839    4.382  -4.771   6.102    0.725   6.591   5.936    0.058    295.83   693.42  1673.74   -695.53  -198.55  1687.18  1
1998-09-17T00:01:17.5  260.000897    4.331  -4.722   6.141    0.723   6.521   5.976    0.030    298.76   700.28  1670.39   -702.64  -201.01  1683.97  1
1998-09-17T00:01:22.5  260.000955    4.295  -4.796   6.171    0.803   6.544   6.005    0.031    301.68   707.13  1667.02   -709.73  -203.46  1680.74  1
1998-09-17T00:01:27.5  260.001013    4.225  -4.814   6.227    0.863   6.505   6.061    0.043    304.59   713.96  1663.61   -716.80  -205.91  1677.47  1
1998-09-17T00:01:32.5  260.001071    4.311  -4.699   6.282    0.721   6.495   6.118    0.034    307.50   720.78  1660.17   -723.87  -208.36  1674.16  1
1998-09-17T00:01:37.5  260.001128    4.468  -4.732   6.238    0.641   6.633   6.071    0.035    310.40   727.58  1656.69   -730.92  -210.80  1670.83  1
1998-09-17T00:01:42.5  260.001186    4.469  -4.854   6.203    0.730   6.714   6.033    0.036    313.30   734.37  1653.19   -737.95  -213.24  1667.47  1
1998-09-17T00:01:47.5  260.001244    4.452  -4.893   6.231    0.771   6.728   6.061    0.037    316.19   741.15  1649.65   -744.98  -215.67  1664.07  1
1998-09-17T00:01:52.5  260.001302    4.412  -4.717   6.287    0.667   6.582   6.122    0.075    319.07   747.91  1646.08   -751.98  -218.10  1660.64  1
1998-09-17T00:01:57.5  260.001360    4.349  -4.436   6.296    0.498   6.349   6.138    0.051    321.95   754.65  1642.48   -758.98  -220.52  1657.17  1
1998-09-17T00:02:02.5  260.001418    4.387  -4.410   6.264    0.453   6.360   6.106    0.043    324.82   761.38  1638.85   -765.95  -222.94  1653.68  1
1998-09-17T00:02:07.5  260.001476    4.387  -4.538   6.224    0.548   6.444   6.064    0.045    327.69   768.10  1635.18   -772.91  -225.36  1650.14  1
1998-09-17T00:02:12.5  260.001534    4.415  -4.628   6.221    0.597   6.523   6.058    0.050    330.55   774.79  1631.47   -779.86  -227.77  1646.58  1
1998-09-17T00:02:17.5  260.001591    4.423  -4.623   6.238    0.588   6.527   6.075    0.043    333.40   781.48  1627.74   -786.79  -230.18  1642.98  1
1998-09-17T00:02:22.5  260.001649    4.780  -4.642   6.122    0.364   6.803   5.954    0.034    336.25   788.14  1623.97   -793.70  -232.58  1639.35  1
1998-09-17T00:02:27.5  260.001707    4.971  -4.682   6.034    0.266   6.971   5.863    0.031    339.09   794.80  1620.17   -800.60  -234.97  1635.68  1
1998-09-17T00:02:32.5  260.001765    4.808  -4.975   6.025    0.592   7.043   5.849    0.038    341.92   801.43  1616.34   -807.48  -237.37  1631.99  1
1998-09-17T00:02:37.5  260.001823    4.823  -5.193   5.991    0.745   7.198   5.810    0.051    344.75   808.05  1612.48   -814.35  -239.75  1628.26  1
1998-09-17T00:02:42.5  260.001881    4.576  -5.172   6.126    0.895   7.003   5.948    0.076    347.57   814.66  1608.58   -821.20  -242.14  1624.50  1
1998-09-17T00:02:47.5  260.001939    4.432  -5.091   6.166    0.931   6.842   5.991    0.057    350.38   821.25  1604.66   -828.03  -244.52  1620.72  1
1998-09-17T00:02:52.5  260.001997    4.367  -4.855   6.222    0.798   6.639   6.054    0.054    353.19   827.82  1600.71   -834.85  -246.89  1616.90  1
1998-09-17T00:02:57.5  260.002054    4.347  -4.388   6.266    0.462   6.315   6.110    0.066    355.99   834.38  1596.72   -841.65  -249.26  1613.04  1
1998-09-17T00:03:02.5  260.002112    4.489  -3.886   6.318   -0.006   6.089   6.172    0.047    358.78   840.92  1592.70   -848.44  -251.62  1609.16  1
1998-09-17T00:03:07.5  260.002170    4.615  -3.609   6.310   -0.297   5.999   6.170    0.027    361.57   847.44  1588.65   -855.21  -253.98  1605.24  1
1998-09-17T00:03:12.5  260.002228    4.774  -3.672   6.308   -0.355   6.160   6.165    0.052    364.35   853.94  1584.56   -861.96  -256.33  1601.29  1
