1998-06-22T00:00:02.5  173.000029   -5.204   3.893  -1.041    2.463  -6.035  -0.911    0.224     59.95   -38.17 -1833.60     11.57    41.75 -1834.46  0
1998-06-22T00:00:07.5  173.000087   -4.884   3.935  -1.238    2.172  -5.909  -1.116    0.246     65.56   -44.11 -1833.23      9.83    49.74 -1834.23  0
1998-06-22T00:00:12.5  173.000145   -5.577   3.388  -0.763    3.036  -5.793  -0.622    0.420     71.18   -50.05 -1832.83      8.09    57.73 -1833.96  0
1998-06-22T00:00:17.5  173.000203   -5.501   4.539  -1.302    2.388  -6.745  -1.166    0.437     76.79   -55.99 -1832.39      6.36    65.72 -1833.66  0
1998-06-22T00:00:22.5  173.000260   -4.027   4.555  -1.354    1.120  -5.997  -1.256    0.371     82.39   -61.93 -1831.91      4.62    73.71 -1833.32  0
1998-06-22T00:00:27.5  173.000318   -3.865   3.767  -1.156    1.385  -5.236  -1.061    0.185     88.00   -67.86 -1831.40      2.88    81.69 -1832.95  0
1998-06-22T00:00:32.5  173.000376   -4.104   3.546  -0.793    1.696  -5.167  -0.692    0.138     93.60   -73.80 -1830.85      1.14    89.68 -1832.54  0
1998-06-22T00:00:37.5  173.000434   -4.979   3.330  -0.097    2.539  -5.426   0.028    0.422     99.20   -79.73 -1830.27     -0.60    97.66 -1832.09  0
1998-06-22T00:00:42.5  173.000492   -4.846   3.686  -0.053    2.240  -5.661   0.067    0.259    104.80   -85.66 -1829.66     -2.34   105.63 -1831.61  0
1998-06-22T00:00:47.5  173.000550   -4.867   3.995  -0.026    2.098  -5.936   0.094    0.255    110.40   -91.59 -1829.01     -4.07   113.61 -1831.10  0
1998-06-22T00:00:52.5  173.000608   -5.132   4.234   0.075    2.199  -6.276   0.201    0.124    115.99   -97.51 -1828.32     -5.81   121.58 -1830.55  0
1998-06-22T00:00:57.5  173.000666   -4.807   4.729  -0.299    1.673  -6.536  -0.181    0.206    121.58  -103.44 -1827.59     -7.55   129.55 -1829.96  0
1998-06-22T00:01:02.5  173.000723   -4.647   3.991  -0.043    1.913  -5.819   0.072    0.229    127.17  -109.36 -1826.83     -9.29   137.51 -1829.33  0
