1998-06-16T00:00:02.5  167.000029    3.785  -2.131   7.477    2.825   3.199   7.521    0.086  -1441.68  -916.00   726.87    506.02 -1618.61   754.90  0
1998-06-16T00:00:07.5  167.000087    3.978  -1.889   7.352    2.643   3.445   7.389    0.056  -1444.38  -917.56   719.41    507.05 -1621.68   747.48  0
1998-06-16T00:00:12.5  167.000145    3.757  -2.144   7.456    2.831   3.168   7.501    0.101  -1447.05  -919.10   711.92    508.08 -1624.72   740.05  0
1998-06-16T00:00:17.5  167.000203    3.759  -2.060   7.583    2.747   3.192   7.625    0.170  -1449.69  -920.62   704.43    509.10 -1627.72   732.61  0
1998-06-16T00:00:22.5  167.000260    3.653  -2.446   7.582    3.093   2.993   7.635    0.073  -1452.31  -922.12   696.92    510.11 -1630.69   725.15  0
1998-06-16T00:00:27.5  167.000318    3.543  -2.245   7.716    2.869   2.938   7.763    0.048  -1454.89  -923.61   689.41    511.10 -1633.63   717.68  0
1998-06-16T00:00:32.5  167.000376    3.610  -1.962   7.623    2.614   3.073   7.662    0.072  -1457.45  -925.08   681.88    512.09 -1636.54   710.20  0
1998-06-16T00:00:37.5  167.000434    3.599  -1.815   7.643    2.468   3.100   7.678    0.175  -1459.98  -926.53   674.34    513.07 -1639.42   702.71  0
1998-06-16T00:00:42.5  167.000492    3.329  -2.642   7.640    3.201   2.631   7.699    0.109  -1462.49  -927.96   666.78    514.04 -1642.27   695.21  0
1998-06-16T00:00:47.5  167.000550    3.173  -3.020   7.727    3.525   2.386   7.796    0.072  -1464.97  -929.38   659.22    515.00 -1645.08   687.69  0
1998-06-16T00:00:52.5  167.000608    3.145  -2.711   7.793    3.217   2.437   7.853    0.124  -1467.42  -930.78   651.64    515.95 -1647.87   680.16  0
1998-06-16T00:00:57.5  167.000666    3.241  -2.604   7.804    3.137   2.556   7.862    0.152  -1469.84  -932.16   644.05    516.89 -1650.62   672.61  0
1998-06-16T00:01:02.5  167.000723    2.460  -2.859   8.213    3.179   1.741   8.279    0.206  -1472.23  -933.52   636.44    517.82 -1653.35   665.06  0
1998-06-16T00:01:07.5  167.000781    2.700  -2.878   7.890    3.265   1.965   7.957    0.145  -1474.59  -934.87   628.83    518.73 -1656.03   657.48  0
1998-06-16T00:01:12.5  167.000839    2.829  -2.747   7.805    3.172   2.122   7.867    0.116  -1476.92  -936.19   621.20    519.64 -1658.69   649.90  0
