1999-07-21T00:00:02.5  202.000029   -5.995  -6.392  -1.820   -6.695   5.589  -2.012    0.057  -1262.94   454.97  1150.58    376.87  1314.55  1120.61  0
1999-07-21T00:00:07.5  202.000087   -5.814  -6.641  -2.067   -6.932   5.389  -2.256    0.178  -1257.80   453.27  1156.92    375.39  1309.50  1127.07  0
1999-07-21T00:00:12.5  202.000145   -6.294  -6.821  -1.799   -7.140   5.865  -2.001    0.077  -1252.64   451.57  1163.24    373.91  1304.42  1133.50  0
1999-07-21T00:00:17.5  202.000203   -6.394  -6.810  -1.205   -7.140   5.980  -1.410    0.042  -1247.45   449.86  1169.53    372.42  1299.31  1139.91  0
1999-07-21T00:00:22.5  202.000260   -6.458  -6.733  -0.879   -7.068   6.056  -1.085    0.114  -1242.23   448.14  1175.79    370.93  1294.17  1146.29  0
1999-07-21T00:00:27.5  202.000318   -6.149  -6.438  -0.773   -6.758   5.766  -0.970    0.076  -1236.99   446.41  1182.02    369.42  1289.00  1152.65  0
1999-07-21T00:00:32.5  202.000376   -5.901  -6.499  -1.201   -6.802   5.505  -1.392    0.046  -1231.72   444.67  1188.23    367.91  1283.81  1158.98  0
1999-07-21T00:00:37.5  202.000434   -5.948  -6.298  -1.845   -6.599   5.546  -2.035    0.130  -1226.43   442.92  1194.41    366.39  1278.59  1165.28  0
1999-07-21T00:00:42.5  202.000492   -6.301  -6.520  -2.307   -6.837   5.874  -2.508    0.159  -1221.11   441.16  1200.57    364.86  1273.35  1171.56  0
1999-07-21T00:00:47.5  202.000550   -6.794  -6.619  -2.048   -6.964   6.367  -2.262    0.055  -1215.77   439.39  1206.69    363.33  1268.08  1177.81  0
1999-07-21T00:00:52.5  202.000608   -6.829  -6.786  -1.621   -7.137   6.404  -1.837    0.076  -1210.40   437.61  1212.80    361.78  1262.78  1184.04  0
1999-07-21T00:00:57.5  202.000666   -6.732  -6.899  -1.345   -7.246   6.308  -1.559    0.107  -1205.00   435.83  1218.87    360.23  1257.45  1190.24  0
1999-07-21T00:01:02.5  202.000723   -6.501  -6.858  -1.600   -7.190   6.073  -1.808    0.106  -1199.57   434.03  1224.92    358.67  1252.09  1196.41  0
1999-07-21T00:01:07.5  202.000781   -6.829  -6.736  -3.151   -7.075   6.368  -3.366    0.333  -1194.12   432.22  1230.94    357.10  1246.70  1202.56  0
1999-07-21T00:01:12.5  202.000839   -8.094  -7.406  -3.998   -7.807   7.572  -4.250    0.717  -1188.63   430.40  1236.93    355.53  1241.29  1208.68  0
1999-07-21T00:01:17.5  202.000897  -10.035  -8.058  -3.876   -8.565   9.477  -4.181    0.268  -1183.12   428.57  1242.89    353.94  1235.84  1214.77  0
1999-07-21T00:01:22.5  202.000955  -10.449  -8.249  -2.406   -8.789   9.917  -2.724    0.130  -1177.59   426.73  1248.83    352.35  1230.37  1220.83  0
1999-07-21T00:01:27.5  202.001013   -9.734  -8.286  -1.023   -8.798   9.236  -1.323    0.252  -1172.02   424.88  1254.74    350.75  1224.87  1226.87  0
1999-07-21T00:01:32.5  202.001071   -8.581  -8.427  -0.280   -8.881   8.096  -0.552    0.204  -1166.44   423.03  1260.62    349.14  1219.34  1232.88  0
1999-07-21T00:01:37.5  202.001128   -7.793  -8.192  -0.101   -8.605   7.326  -0.351    0.176  -1160.83   421.16  1266.48    347.52  1213.79  1238.87  0
