1999-07-24T00:00:02.5  205.000029   -7.139   0.077  15.489   -4.607   5.933  15.312    0.774   -901.56  1460.17  -395.74    548.54  1616.28  -433.88  0
1999-07-24T00:00:07.5  205.000087   -6.547   0.814  15.801   -3.664   5.957  15.629    0.983   -902.52  1461.76  -387.58    549.07  1618.26  -425.76  0
1999-07-24T00:00:12.5  205.000145   -7.448   0.572  13.920   -4.414   6.446  13.730    0.680   -903.46  1463.33  -379.41    549.60  1620.20  -417.64  0
1999-07-24T00:00:17.5  205.000203   -6.330   1.025  15.456   -3.361   5.916  15.287    0.439   -904.38  1464.86  -371.24    550.11  1622.10  -409.51  0
1999-07-24T00:00:22.5  205.000260   -7.736  -0.862  12.543   -5.692   5.715  12.363    1.295   -905.29  1466.35  -363.07    550.61  1623.97  -401.38  0
1999-07-24T00:00:27.5  205.000318   -7.982  -3.039   9.116   -7.500   4.424   8.956    1.445   -906.17  1467.81  -354.88    551.10  1625.80  -393.24  0
1999-07-24T00:00:32.5  205.000376   -7.547  -4.326   7.818   -8.203   3.234   7.684    0.749   -907.03  1469.25  -346.69    551.57  1627.59  -385.09  0
1999-07-24T00:00:37.5  205.000434   -7.942  -4.409   8.159   -8.522   3.492   8.017    0.466   -907.87  1470.65  -338.49    552.04  1629.35  -376.93  0
1999-07-24T00:00:42.5  205.000492   -8.793  -5.331   7.406   -9.770   3.538   7.254    0.819   -908.70  1472.01  -330.29    552.49  1631.08  -368.76  0
1999-07-24T00:00:47.5  205.000550   -8.337  -5.310   7.435   -9.463   3.200   7.293    0.623   -909.50  1473.35  -322.08    552.93  1632.77  -360.59  0
1999-07-24T00:00:52.5  205.000608   -8.309  -3.480   7.958   -8.041   4.364   7.796    0.582   -910.28  1474.65  -313.86    553.35  1634.42  -352.41  0
1999-07-24T00:00:57.5  205.000666   -8.406  -1.674   8.748   -6.720   5.612   8.563    0.803   -911.04  1475.92  -305.64    553.77  1636.04  -344.22  0
1999-07-24T00:01:02.5  205.000723   -9.449  -2.228   8.235   -7.810   6.046   8.031    0.961   -911.78  1477.16  -297.40    554.17  1637.61  -336.02  0
1999-07-24T00:01:07.5  205.000781   -9.376  -2.365  10.028   -7.881   5.949   9.828    1.560   -912.50  1478.36  -289.16    554.56  1639.15  -327.82  0
1999-07-24T00:01:12.5  205.000839   -9.922  -2.068   9.444   -7.998   6.543   9.227    1.148   -913.20  1479.52  -280.92    554.93  1640.65  -319.60  0
1999-07-24T00:01:17.5  205.000897   -9.017  -0.887  10.483   -6.518   6.630  10.274    0.604   -913.88  1480.65  -272.66    555.30  1642.11  -311.38  0
1999-07-24T00:01:22.5  205.000955   -9.287  -0.382  11.255   -6.308   7.180  11.033    1.880   -914.53  1481.75  -264.40    555.65  1643.54  -303.15  0
1999-07-24T00:01:27.5  205.001013   -9.309  -0.334  12.160   -6.291   7.251  11.937    0.964   -915.17  1482.82  -256.13    555.99  1644.93  -294.91  0
1999-07-24T00:01:32.5  205.001071  -10.484   0.139  12.629   -6.682   8.469  12.372    0.626   -915.79  1483.85  -247.86    556.31  1646.28  -286.67  0
1999-07-24T00:03:07.5  205.002170   -1.401   2.006  17.468    0.531   2.808  17.405    0.281   -923.59  1497.17   -89.82    560.14  1665.00  -129.04  0
1999-07-24T00:03:12.5  205.002228   -2.870   1.313  17.432   -0.941   3.492  17.342    1.647   -923.80  1497.54   -81.48    560.21  1665.61  -120.70  0
1999-07-24T00:03:17.5  205.002286   -1.835   0.313  16.994   -1.045   2.046  16.940    0.721   -923.98  1497.87   -73.13    560.27  1666.18  -112.36  0
1999-07-24T00:03:22.5  205.002344    0.043   0.876  15.738    0.598   0.932  15.723    0.901   -924.14  1498.16   -64.77    560.32  1666.71  -104.02  0
1999-07-24T00:03:27.5  205.002402   -2.685   0.507  16.445   -1.436   2.810  16.369    1.293   -924.28  1498.42   -56.42    560.36  1667.21   -95.67  0
1999-07-24T00:03:32.5  205.002459   -7.292  -0.577  15.960   -5.214   5.642  15.786    1.144   -924.40  1498.65   -48.06    560.38  1667.67   -87.33  0
1999-07-24T00:03:37.5  205.002517   -9.079  -1.326  14.797   -6.926   6.505  14.590    0.727   -924.50  1498.85   -39.71    560.40  1668.10   -78.98  0
1999-07-24T00:03:42.5  205.002575   -6.415  -1.033  16.397   -5.006   4.688  16.250    1.380   -924.58  1499.02   -31.35    560.40  1668.49   -70.63  0
1999-07-24T00:03:47.5  205.002633   -8.874  -1.421  15.826   -6.874   6.313  15.624    1.449   -924.64  1499.15   -22.99    560.39  1668.84   -62.28  0
1999-07-24T00:03:52.5  205.002691   -8.843  -1.976  15.795   -7.280   5.934  15.600    0.693   -924.68  1499.25   -14.64    560.36  1669.16   -53.93  0
1999-07-24T00:03:57.5  205.002749   -7.320  -2.471  14.838   -6.680   4.422  14.686    1.643   -924.70  1499.32    -6.28    560.33  1669.43   -45.57  0
1999-07-24T00:04:02.5  205.002807   -6.902  -1.157  14.293   -5.399   4.928  14.136    1.376   -924.69  1499.35     2.08    560.28  1669.67   -37.22  0
1999-07-24T00:04:07.5  205.002865   -2.190  -0.175  13.900   -1.627   1.928  13.845    0.612   -924.67  1499.34    10.44    560.21  1669.87   -28.86  0
1999-07-24T00:04:12.5  205.002922   -3.437  -0.145  15.873   -2.414   2.955  15.787    1.179   -924.62  1499.30    18.80    560.14  1670.03   -20.50  0
1999-07-24T00:04:17.5  205.002980   -2.993  -0.327  15.782   -2.269   2.495  15.709    0.490   -924.56  1499.23    27.16    560.05  1670.15   -12.15  0
1999-07-24T00:04:22.5  205.003038   -4.299  -1.008  16.468   -3.634   3.080  16.371    0.651   -924.47  1499.12    35.51    559.95  1670.24    -3.79  0
1999-07-24T00:04:27.5  205.003096   -5.091  -1.250  16.095   -4.323   3.524  15.981    1.092   -924.36  1498.98    43.87    559.83  1670.29     4.57  0
1999-07-24T00:04:32.5  205.003154   -5.872  -1.875  15.324   -5.299   3.704  15.199    0.349   -924.23  1498.80    52.23    559.71  1670.30    12.92  0
1999-07-24T00:04:37.5  205.003212   -8.837  -2.181  13.507   -7.420   5.738  13.316    0.941   -924.08  1498.60    60.58    559.57  1670.28    21.28  0
1999-07-24T00:04:42.5  205.003270   -9.831  -1.583  11.774   -7.585   6.839  11.553    0.908   -923.91  1498.36    68.93    559.42  1670.22    29.64  0
1999-07-24T00:04:47.5  205.003328   -7.967  -0.605  11.756   -5.641   6.034  11.568    2.059   -923.73  1498.09    77.28    559.26  1670.12    37.99  0
1999-07-24T00:04:52.5  205.003385   -7.241   0.284  12.481   -4.498   6.064  12.300    2.021   -923.52  1497.79    85.63    559.08  1669.99    46.35  0
1999-07-24T00:04:57.5  205.003443   -9.531   0.855  13.964   -5.535   8.226  13.721    1.074   -923.29  1497.45    93.98    558.89  1669.82    54.70  0
1999-07-24T00:05:02.5  205.003501   -9.431   2.288  14.258   -4.372   9.073  14.001    0.372   -923.04  1497.07   102.33    558.69  1669.61    63.05  0
1999-07-24T00:05:07.5  205.003559   -7.645   0.743  13.537   -4.411   6.694  13.341    0.391   -922.76  1496.67   110.67    558.48  1669.36    71.41  0
1999-07-24T00:05:12.5  205.003617   -6.246   1.252  14.661   -3.132   5.975  14.492    0.379   -922.47  1496.22   119.01    558.25  1669.07    79.75  0
1999-07-24T00:05:17.5  205.003675   -5.628   0.086  15.501   -3.637   4.776  15.359    0.368   -922.15  1495.74   127.35    558.01  1668.74    88.10  0
1999-07-24T00:05:22.5  205.003733   -3.907   1.096  15.708   -1.761   4.106  15.597    0.385   -921.81  1495.23   135.68    557.76  1668.37    96.45  0
1999-07-24T00:05:27.5  205.003791   -5.549  -0.198  16.326   -3.811   4.554  16.190    0.447   -921.46  1494.69   144.01    557.50  1667.97   104.79  0
1999-07-24T00:05:32.5  205.003848   -8.977  -0.325  14.379   -6.090   7.055  14.162    0.933   -921.08  1494.11   152.34    557.22  1667.53   113.13  0
1999-07-24T00:05:37.5  205.003906   -8.815  -1.385  13.466   -6.794   6.228  13.266    0.580   -920.68  1493.50   160.67    556.93  1667.06   121.47  0
1999-07-24T00:05:42.5  205.003964   -7.595  -2.510  13.108   -6.876   4.563  12.951    0.827   -920.27  1492.86   168.99    556.63  1666.55   129.81  0
1999-07-24T00:05:47.5  205.004022   -7.553  -2.598  12.924   -6.915   4.469  12.768    0.853   -919.83  1492.19   177.31    556.32  1666.01   138.14  0
1999-07-24T00:05:52.5  205.004080   -8.121  -3.451  12.793   -7.933   4.355  12.634    1.005   -919.37  1491.48   185.62    555.99  1665.42   146.47  0
1999-07-24T00:05:57.5  205.004138   -7.550  -3.104  12.061   -7.297   4.121  11.911    1.299   -918.89  1490.74   193.93    555.66  1664.80   154.80  0
1999-07-24T00:06:02.5  205.004196   -5.183  -3.189  12.344   -5.848   2.256  12.252    0.438   -918.40  1489.96   202.24    555.30  1664.14   163.12  0
1999-07-24T00:06:07.5  205.004253   -4.782  -2.092  11.867   -4.746   2.638  11.772    0.550   -917.87  1489.15   210.54    554.94  1663.44   171.44  0
1999-07-24T00:06:12.5  205.004311   -4.864  -0.708  11.455   -3.732   3.576  11.342    0.459   -917.33  1488.31   218.84    554.56  1662.71   179.76  0
1999-07-24T00:06:17.5  205.004369   -4.856   0.081  11.521   -3.121   4.076  11.399    0.465   -916.77  1487.43   227.13    554.17  1661.93   188.07  0
1999-07-24T00:06:22.5  205.004427   -5.669   1.167  11.968   -2.812   5.408  11.814    1.686   -916.19  1486.51   235.42    553.77  1661.12   196.38  0
1999-07-24T00:06:27.5  205.004485   -6.479   1.624  13.130   -2.986   6.352  12.952    0.691   -915.58  1485.57   243.70    553.36  1660.27   204.68  0
1999-07-24T00:06:32.5  205.004543   -6.764   1.793  14.616   -3.049   6.717  14.429    0.489   -914.96  1484.59   251.97    552.93  1659.39   212.98  0
1999-07-24T00:06:37.5  205.004601   -6.574   1.606  14.613   -3.070   6.451  14.432    0.648   -914.32  1483.58   260.24    552.49  1658.47   221.27  0
1999-07-24T00:06:42.5  205.004659   -6.528  -0.126  14.238   -4.369   5.298  14.079    1.028   -913.65  1482.54   268.51    552.04  1657.51   229.56  0
1999-07-24T00:06:47.5  205.004716   -8.692  -0.923  13.908   -6.365   6.440  13.705    0.272   -912.97  1481.47   276.77    551.58  1656.52   237.85  0
1999-07-24T00:06:52.5  205.004774   -9.176  -1.139  13.527   -6.838   6.663  13.316    0.158   -912.27  1480.36   285.02    551.10  1655.49   246.13  0
1999-07-24T00:06:57.5  205.004832  -10.475  -1.957  13.999   -8.302   7.149  13.766    0.685   -911.55  1479.22   293.27    550.62  1654.42   254.40  0
1999-07-24T00:07:02.5  205.004890  -10.968  -0.834  13.668   -7.753   8.239  13.411    0.383   -910.80  1478.04   301.51    550.12  1653.32   262.67  0
1999-07-24T00:07:07.5  205.004948  -10.744  -1.955  12.447   -8.462   7.316  12.208    0.320   -910.04  1476.83   309.74    549.60  1652.17   270.93  0
1999-07-24T00:07:12.5  205.005006  -10.864  -2.962  11.757   -9.308   6.746  11.527    0.286   -909.25  1475.59   317.96    549.08  1650.99   279.18  0
1999-07-24T00:07:17.5  205.005064  -10.462  -3.343  11.981   -9.345   6.200  11.765    0.570   -908.44  1474.31   326.18    548.54  1649.77   287.43  0
1999-07-24T00:07:22.5  205.005122   -9.972  -4.237  12.137   -9.719   5.255  11.943    0.461   -907.61  1473.00   334.39    547.99  1648.51   295.67  0
1999-07-24T00:07:57.5  205.005527   -6.727  -1.532  12.141   -5.564   4.495  11.993    0.066   -901.26  1462.93   391.64    543.81  1638.70   353.16  0
1999-07-24T00:08:02.5  205.005584   -6.766  -1.048  11.623   -5.214   4.822  11.469    0.387   -900.27  1461.36   399.78    543.16  1637.16   361.35  0
1999-07-24T00:08:07.5  205.005642   -6.127  -1.598  10.532   -5.220   3.951  10.400    0.257   -899.26  1459.75   407.92    542.50  1635.57   369.53  0
1999-07-24T00:08:12.5  205.005700   -6.574  -1.738  10.623   -5.615   4.207  10.482    0.478   -898.23  1458.11   416.05    541.83  1633.95   377.69  0
1999-07-24T00:08:17.5  205.005758   -6.305  -1.047  10.550   -4.911   4.440  10.407    0.132   -897.18  1456.44   424.17    541.14  1632.28   385.85  0
1999-07-24T00:08:22.5  205.005816   -5.919  -1.361  10.010   -4.901   3.929   9.880    0.380   -896.11  1454.73   432.28    540.44  1630.59   394.00  0
1999-07-24T00:08:27.5  205.005874   -6.583  -2.380  10.374   -6.112   3.795  10.240    0.489   -895.03  1452.99   440.37    539.73  1628.85   402.15  0
1999-07-24T00:08:32.5  205.005932   -8.355  -2.054   9.476   -6.990   5.341   9.296    0.789   -893.92  1451.23   448.46    539.01  1627.08   410.28  0
