1999-07-14T00:00:02.5  195.000029   -0.749  -2.826   1.144    0.365   2.926   1.078    0.072    509.45  1652.49   376.36   -294.69 -1695.17   414.10  0
1999-07-14T00:00:07.5  195.000087   -0.658  -2.760   0.929    0.285   2.843   0.864    0.048    509.94  1654.20   368.23   -294.85 -1697.12   406.00  0
1999-07-14T00:00:12.5  195.000145   -0.507  -2.580   0.665    0.162   2.639   0.603    0.116    510.41  1655.86   360.08   -295.00 -1699.03   397.90  0
1999-07-14T00:00:17.5  195.000203   -0.408  -2.466   0.578    0.079   2.511   0.519    0.084    510.88  1657.49   351.94   -295.15 -1700.90   389.80  0
1999-07-14T00:00:22.5  195.000260   -0.220  -2.312   0.727   -0.089   2.337   0.670    0.070    511.33  1659.08   343.78   -295.29 -1702.74   381.68  0
1999-07-14T00:00:27.5  195.000318    0.145  -2.293   1.097   -0.452   2.280   1.038    0.064    511.77  1660.64   335.62   -295.42 -1704.54   373.56  0
1999-07-14T00:00:32.5  195.000376    0.421  -1.933   1.184   -0.680   1.890   1.132    0.068    512.20  1662.16   327.45   -295.55 -1706.30   365.43  0
1999-07-14T00:00:37.5  195.000434    0.855  -1.788   0.945   -1.089   1.684   0.894    0.071    512.62  1663.64   319.28   -295.67 -1708.02   357.30  0
1999-07-14T00:00:42.5  195.000492    1.157  -1.709   0.270   -1.371   1.550   0.219    0.037    513.03  1665.09   311.10   -295.79 -1709.71   349.16  0
1999-07-14T00:00:47.5  195.000550    1.124  -1.936  -0.277   -1.363   1.766  -0.333    0.131    513.43  1666.50   302.92   -295.89 -1711.36   341.01  0
1999-07-14T00:00:52.5  195.000608    0.837  -2.714  -0.522   -1.177   2.569  -0.595    0.143    513.81  1667.88   294.73   -296.00 -1712.97   332.85  0
1999-07-14T00:00:57.5  195.000666    0.082  -3.002  -0.671   -0.464   2.949  -0.746    0.082    514.19  1669.22   286.53   -296.09 -1714.55   324.69  0
1999-07-14T00:01:02.5  195.000723   -0.405  -3.400  -0.866   -0.031   3.403  -0.948    0.110    514.55  1670.52   278.32   -296.18 -1716.08   316.51  0
1999-07-14T00:01:07.5  195.000781   -0.554  -3.313  -1.015    0.130   3.332  -1.093    0.103    514.90  1671.78   270.11   -296.26 -1717.58   308.33  0
1999-07-14T00:01:12.5  195.000839   -0.307  -3.063  -0.974   -0.083   3.053  -1.048    0.059    515.24  1673.00   261.89   -296.34 -1719.04   300.15  0
1999-07-14T00:01:17.5  195.000897   -0.056  -3.058  -0.773   -0.334   3.020  -0.848    0.042    515.57  1674.18   253.67   -296.41 -1720.45   291.95  0
1999-07-14T00:01:22.5  195.000955    0.123  -3.104  -0.553   -0.519   3.048  -0.631    0.065    515.88  1675.33   245.44   -296.47 -1721.83   283.75  0
1999-07-14T00:01:27.5  195.001013    0.239  -3.183  -0.389   -0.647   3.115  -0.470    0.066    516.19  1676.45   237.20   -296.52 -1723.18   275.54  0
1999-07-14T00:01:32.5  195.001071    0.223  -3.588  -0.125   -0.686   3.525  -0.216    0.151    516.48  1677.52   228.96   -296.57 -1724.48   267.33  0
1999-07-14T00:01:37.5  195.001128    0.172  -4.131  -0.006   -0.706   4.072  -0.110    0.198    516.77  1678.56   220.71   -296.62 -1725.75   259.11  0
1999-07-14T00:01:42.5  195.001186   -0.077  -4.111  -0.717   -0.450   4.068  -0.819    0.179    517.04  1679.57   212.46   -296.65 -1726.99   250.88  0
1999-07-14T00:01:47.5  195.001244    0.124  -3.507  -1.154   -0.567   3.433  -1.242    0.102    517.30  1680.54   204.20   -296.68 -1728.18   242.65  0
1999-07-14T00:01:52.5  195.001302    0.322  -3.013  -1.449   -0.697   2.910  -1.526    0.102    517.55  1681.47   195.94   -296.71 -1729.34   234.41  0
1999-07-14T00:01:57.5  195.001360    0.402  -2.554  -1.480   -0.716   2.444  -1.546    0.124    517.79  1682.37   187.67   -296.72 -1730.46   226.17  0
1999-07-14T00:02:02.5  195.001418    0.928  -2.150  -1.296   -1.187   1.980  -1.356    0.076    518.01  1683.22   179.40   -296.74 -1731.54   217.92  0
1999-07-14T00:02:07.5  195.001476    1.514  -2.557  -1.147   -1.822   2.311  -1.221    0.189    518.23  1684.04   171.13   -296.74 -1732.58   209.67  0
1999-07-14T00:02:12.5  195.001534    1.649  -2.957  -0.955   -2.010   2.693  -1.039    0.064    518.43  1684.82   162.85   -296.73 -1733.57   201.41  0
1999-07-14T00:02:17.5  195.001591    1.862  -2.953  -0.950   -2.221   2.662  -1.036    0.110    518.62  1685.56   154.57   -296.72 -1734.53   193.15  0
1999-07-14T00:02:22.5  195.001649    1.637  -3.269  -0.965   -2.038   3.004  -1.057    0.048    518.80  1686.26   146.28   -296.71 -1735.45   184.89  0
