1999-07-25T00:00:02.5  206.000029   -3.505  -2.962  -5.525   -4.552  -0.316  -5.547    0.097   -470.62  1412.68  -941.23    505.67  1377.86  -974.10  0
1999-07-25T00:00:07.5  206.000087   -3.237  -3.204  -5.860   -4.488  -0.681  -5.872    0.188   -472.06  1416.89  -934.15    507.07  1382.25  -967.12  0
1999-07-25T00:00:12.5  206.000145   -3.486  -3.149  -6.198   -4.647  -0.493  -6.216    0.055   -473.48  1421.07  -927.04    508.46  1386.61  -960.12  0
1999-07-25T00:00:17.5  206.000203   -3.723  -2.869  -6.428   -4.660  -0.132  -6.455    0.141   -474.90  1425.21  -919.92    509.83  1390.93  -953.09  0
1999-07-25T00:00:22.5  206.000260   -3.388  -2.158  -6.102   -3.961   0.229  -6.134    0.394   -476.30  1429.32  -912.78    511.20  1395.22  -946.05  0
1999-07-25T00:00:27.5  206.000318   -3.002  -2.238  -5.157   -3.711  -0.047  -5.181    0.131   -477.70  1433.40  -905.62    512.55  1399.48  -938.99  0
1999-07-25T00:00:32.5  206.000376   -2.809  -2.901  -5.047   -3.969  -0.685  -5.055    0.148   -479.08  1437.44  -898.44    513.89  1403.71  -931.91  0
1999-07-25T00:00:37.5  206.000434   -2.980  -3.284  -5.731   -4.336  -0.899  -5.736    0.346   -480.45  1441.46  -891.24    515.22  1407.91  -924.81  0
1999-07-25T00:00:42.5  206.000492   -3.417  -3.309  -6.689   -4.689  -0.674  -6.703    0.158   -481.82  1445.44  -884.02    516.54  1412.08  -917.69  0
1999-07-25T00:00:47.5  206.000550   -3.464  -2.862  -6.581   -4.452  -0.290  -6.603    0.204   -483.17  1449.39  -876.79    517.85  1416.22  -910.55  0
1999-07-25T00:00:52.5  206.000608   -3.598  -2.424  -6.431   -4.288   0.141  -6.463    0.072   -484.51  1453.31  -869.53    519.15  1420.33  -903.39  0
1999-07-25T00:00:57.5  206.000666   -4.043  -2.563  -6.282   -4.725   0.308  -6.322    0.152   -485.84  1457.20  -862.26    520.43  1424.40  -896.21  0
1999-07-25T00:01:02.5  206.000723   -3.826  -2.325  -6.454   -4.406   0.358  -6.493    0.166   -487.16  1461.05  -854.96    521.71  1428.44  -889.01  0
