1998-10-11T00:00:02.5  284.000029    4.981   2.673   0.760   -0.228   5.660   0.667    0.076    644.03 -1697.75  -185.68   1804.80  -161.18  -219.79  0
1998-10-11T00:00:07.5  284.000087    5.039   2.577   0.733   -0.117   5.670   0.638    0.066    644.31 -1698.52  -177.50   1805.79  -161.10  -211.62  0
1998-10-11T00:00:12.5  284.000145    4.869   2.769   0.493   -0.369   5.596   0.404    0.089    644.58 -1699.25  -169.31   1806.73  -161.01  -203.46  0
1998-10-11T00:00:17.5  284.000203    5.030   2.056   0.954    0.353   5.439   0.853    0.131    644.83 -1699.95  -161.12   1807.64  -160.92  -195.28  0
1998-10-11T00:00:22.5  284.000260    4.724   2.296   0.794   -0.001   5.265   0.703    0.111    645.08 -1700.62  -152.93   1808.52  -160.83  -187.11  0
1998-10-11T00:00:27.5  284.000318    4.332   2.869   0.351   -0.696   5.153   0.276    0.091    645.31 -1701.25  -144.74   1809.36  -160.73  -178.93  0
1998-10-11T00:00:32.5  284.000376    4.030   2.978  -1.209   -0.956   4.902  -1.275    0.116    645.52 -1701.85  -136.54   1810.16  -160.63  -170.75  0
1998-10-11T00:00:37.5  284.000434    4.688   2.425  -0.506   -0.158   5.266  -0.594    0.125    645.73 -1702.42  -128.35   1810.93  -160.53  -162.57  0
1998-10-11T00:00:42.5  284.000492    4.945   2.232  -0.354    0.130   5.417  -0.451    0.063    645.92 -1702.95  -120.15   1811.66  -160.42  -154.39  0
1998-10-11T00:00:47.5  284.000550    5.045   2.381  -0.318    0.040   5.572  -0.415    0.161    646.10 -1703.45  -111.95   1812.36  -160.32  -146.20  0
1998-10-11T00:00:52.5  284.000608    4.860   2.699  -0.762   -0.337   5.536  -0.851    0.090    646.27 -1703.92  -103.75   1813.02  -160.20  -138.01  0
1998-10-11T00:00:57.5  284.000666    4.738   2.780  -1.697   -0.481   5.445  -1.782    0.052    646.42 -1704.35   -95.55   1813.65  -160.09  -129.82  0
1998-10-11T00:01:02.5  284.000723    4.972   3.362  -0.863   -0.887   5.923  -0.947    0.171    646.56 -1704.75   -87.34   1814.23  -159.97  -121.63  0
1998-10-11T00:01:07.5  284.000781    5.139   3.326  -0.830   -0.781   6.058  -0.919    0.085    646.69 -1705.11   -79.13   1814.78  -159.85  -113.43  0
1998-10-11T00:01:12.5  284.000839    5.328   2.975  -0.315   -0.373   6.085  -0.413    0.084    646.80 -1705.43   -70.92   1815.29  -159.72  -105.23  0
1998-10-11T00:01:17.5  284.000897    5.029   3.270   0.033   -0.761   5.949  -0.055    0.153    646.90 -1705.72   -62.71   1815.76  -159.60   -97.02  0
1998-10-11T00:01:22.5  284.000955    4.545   3.821   0.001   -1.469   5.753  -0.068    0.050    646.98 -1705.97   -54.49   1816.20  -159.46   -88.82  0
1998-10-11T00:01:27.5  284.001013    4.735   3.597   0.422   -1.176   5.834   0.345    0.083    647.06 -1706.19   -46.28   1816.60  -159.33   -80.61  0
1998-10-11T00:01:32.5  284.001071    4.011   4.093   1.239   -1.920   5.411   1.185    0.120    647.12 -1706.38   -38.06   1816.96  -159.19   -72.40  0
1998-10-11T00:01:37.5  284.001128    4.301   3.913   0.588   -1.645   5.583   0.525    0.099    647.17 -1706.53   -29.84   1817.29  -159.05   -64.19  0
1998-10-11T00:01:42.5  284.001186    4.142   3.914  -0.320   -1.734   5.425  -0.379    0.089    647.20 -1706.66   -21.62   1817.59  -158.91   -55.97  0
1998-10-11T00:01:47.5  284.001244    3.668   3.969  -1.026   -2.004   5.010  -1.072    0.215    647.23 -1706.74   -13.40   1817.85  -158.76   -47.76  0
1998-10-11T00:01:52.5  284.001302    3.596   3.879  -0.936   -1.952   4.907  -0.981    0.250    647.24 -1706.80    -5.18   1818.07  -158.61   -39.54  0
1998-10-11T00:01:57.5  284.001360    4.431   3.421  -0.023   -1.159   5.476  -0.094    0.098    647.23 -1706.82     3.04   1818.26  -158.46   -31.33  0
1998-10-11T00:02:02.5  284.001418    4.223   3.334  -0.749   -1.186   5.239  -0.816    0.144    647.22 -1706.80    11.26   1818.40  -158.30   -23.11  0
1998-10-11T00:02:07.5  284.001476    4.287   3.333  -0.852   -1.159   5.293  -0.920    0.120    647.19 -1706.75    19.48   1818.51  -158.14   -14.89  0
1998-10-11T00:02:12.5  284.001534    4.622   3.277  -0.970   -0.966   5.569  -1.047    0.067    647.14 -1706.66    27.69   1818.58  -157.97    -6.68  0
1998-10-11T00:02:17.5  284.001591    4.644   3.067  -1.190   -0.771   5.493  -1.270    0.111    647.08 -1706.53    35.91   1818.61  -157.81     1.54  0
1998-10-11T00:02:22.5  284.001649    4.749   2.673  -0.164   -0.350   5.435  -0.251    0.101    647.01 -1706.37    44.13   1818.61  -157.64     9.76  0
1998-10-11T00:02:27.5  284.001707    4.963   2.422  -0.108   -0.030   5.520  -0.203    0.086    646.93 -1706.18    52.34   1818.57  -157.46    17.97  0
1998-10-11T00:02:32.5  284.001765    4.855   2.301  -0.711    0.019   5.359  -0.804    0.081    646.84 -1705.96    60.56   1818.50  -157.29    26.19  0
1998-10-11T00:02:37.5  284.001823    4.628   2.611  -0.741   -0.359   5.289  -0.826    0.068    646.73 -1705.70    68.77   1818.39  -157.11    34.41  0
1998-10-11T00:02:42.5  284.001881    4.473   2.879  -0.808   -0.669   5.265  -0.885    0.073    646.61 -1705.41    76.99   1818.24  -156.93    42.62  0
1998-10-11T00:02:47.5  284.001939    4.421   3.031  -0.793   -0.828   5.284  -0.867    0.082    646.47 -1705.08    85.20   1818.06  -156.74    50.84  0
1998-10-11T00:02:52.5  284.001997    4.245   3.134  -0.850   -0.998   5.170  -0.920    0.077    646.33 -1704.72    93.41   1817.84  -156.55    59.05  0
1998-10-11T00:02:57.5  284.002054    4.429   3.062  -0.885   -0.854   5.303  -0.959    0.058    646.17 -1704.33   101.61   1817.59  -156.36    67.26  0
1998-10-11T00:03:02.5  284.002112    4.381   3.108  -0.823   -0.916   5.282  -0.896    0.082    645.99 -1703.90   109.82   1817.30  -156.17    75.47  0
1998-10-11T00:03:07.5  284.002170    4.437   2.786  -1.272   -0.610   5.183  -1.349    0.110    645.81 -1703.44   118.02   1816.96  -155.97    83.68  0
1998-10-11T00:03:12.5  284.002228    4.723   2.635  -1.114   -0.347   5.378  -1.201    0.100    645.61 -1702.93   126.22   1816.60  -155.77    91.89  0
1998-10-11T00:03:17.5  284.002286    4.879   2.515  -1.202   -0.173   5.466  -1.293    0.108    645.39 -1702.40   134.42   1816.19  -155.56   100.09  0
1998-10-11T00:03:22.5  284.002344    4.826   2.697  -1.098   -0.358   5.499  -1.186    0.057    645.17 -1701.83   142.61   1815.75  -155.35   108.30  0
1998-10-11T00:03:27.5  284.002402    5.129   2.329  -0.854    0.110   5.616  -0.954    0.131    644.93 -1701.22   150.81   1815.27  -155.14   116.50  0
1998-10-11T00:03:32.5  284.002459    4.919   2.680  -1.017   -0.301   5.576  -1.108    0.068    644.68 -1700.59   159.00   1814.75  -154.93   124.70  0
1998-10-11T00:03:37.5  284.002517    4.882   2.804  -0.865   -0.426   5.599  -0.954    0.059    644.41 -1699.92   167.18   1814.20  -154.71   132.89  0
1998-10-11T00:03:42.5  284.002575    4.764   2.877  -1.115   -0.548   5.520  -1.200    0.062    644.14 -1699.21   175.36   1813.62  -154.49   141.09  0
1998-10-11T00:03:47.5  284.002633    4.673   2.922  -1.188   -0.629   5.457  -1.270    0.143    643.85 -1698.48   183.54   1813.00  -154.27   149.28  0
1998-10-11T00:03:52.5  284.002691    4.755   2.925  -0.972   -0.592   5.536  -1.056    0.060    643.55 -1697.71   191.72   1812.34  -154.04   157.47  0
1998-10-11T00:03:57.5  284.002749    4.709   3.029  -1.099   -0.709   5.538  -1.180    0.061    643.23 -1696.90   199.89   1811.65  -153.81   165.65  0
1998-10-11T00:04:02.5  284.002807    4.694   2.756  -1.579   -0.479   5.397  -1.664    0.054    642.90 -1696.06   208.06   1810.92  -153.58   173.83  0
1998-10-11T00:04:07.5  284.002865    4.596   2.772  -1.566   -0.535   5.316  -1.647    0.111    642.56 -1695.18   216.22   1810.15  -153.35   182.01  0
1998-10-11T00:04:12.5  284.002922    4.614   2.908  -1.642   -0.652   5.390  -1.722    0.085    642.20 -1694.27   224.38   1809.34  -153.11   190.19  0
1998-10-11T00:04:17.5  284.002980    4.549   2.438  -2.272   -0.270   5.116  -2.356    0.108    641.83 -1693.32   232.54   1808.50  -152.87   198.36  0
