1998-10-23T00:01:32.5  296.001071   -0.999  -4.048   2.018   -1.159   4.016   1.996    0.135    641.24  -710.77 -1549.72   -950.87   264.75 -1530.94  1
1998-10-23T00:01:37.5  296.001128   -0.071  -4.143   2.187   -2.001   3.626   2.190    0.082    636.44  -705.67 -1554.07   -944.25   262.76 -1535.42  1
1998-10-23T00:01:42.5  296.001186   -0.384  -4.208   2.280   -1.764   3.843   2.275    0.062    631.62  -700.56 -1558.38   -937.61   260.75 -1539.86  1
1998-10-23T00:01:47.5  296.001244   -0.569  -4.154   2.274   -1.576   3.891   2.264    0.025    626.80  -695.44 -1562.66   -930.95   258.74 -1544.28  1
1998-10-23T00:01:52.5  296.001302   -0.751  -4.104   2.240   -1.395   3.941   2.225    0.018    621.96  -690.30 -1566.91   -924.27   256.73 -1548.67  1
1998-10-23T00:01:57.5  296.001360   -0.523  -4.116   2.187   -1.599   3.834   2.178    0.060    617.10  -685.15 -1571.13   -917.57   254.71 -1553.02  1
1998-10-23T00:02:02.5  296.001418    1.274  -3.992   2.171   -3.081   2.810   2.210    0.071    612.24  -679.98 -1575.31   -910.85   252.69 -1557.34  1
1998-10-23T00:02:07.5  296.001476    1.687  -3.887   2.282   -3.380   2.511   2.332    0.061    607.36  -674.80 -1579.46   -904.12   250.66 -1561.63  1
1998-10-23T00:02:12.5  296.001534    1.336  -3.874   2.360   -3.069   2.680   2.401    0.025    602.47  -669.60 -1583.58   -897.36   248.63 -1565.88  1
1998-10-23T00:02:17.5  296.001591    0.739  -3.863   2.509   -2.547   2.976   2.534    0.055    597.56  -664.39 -1587.66   -890.59   246.59 -1570.10  1
1998-10-23T00:02:22.5  296.001649    0.565  -3.785   2.585   -2.356   2.998   2.604    0.050    592.65  -659.17 -1591.72   -883.80   244.54 -1574.29  1
1998-10-23T00:02:27.5  296.001707    0.320  -3.833   2.563   -2.170   3.165   2.576    0.056    587.72  -653.94 -1595.74   -876.99   242.49 -1578.45  1
1998-10-23T00:02:32.5  296.001765    0.599  -3.897   2.382   -2.447   3.076   2.402    0.079    582.78  -648.69 -1599.73   -870.16   240.44 -1582.58  1
1998-10-23T00:02:37.5  296.001823    0.802  -3.878   2.505   -2.609   2.957   2.532    0.057    577.83  -643.43 -1603.69   -863.32   238.38 -1586.68  1
1998-10-23T00:02:42.5  296.001881    0.336  -3.968   2.480   -2.255   3.272   2.494    0.090    572.87  -638.15 -1607.61   -856.46   236.32 -1590.74  1
1998-10-23T00:02:47.5  296.001939    0.951  -3.956   2.534   -2.776   2.948   2.564    0.062    567.90  -632.86 -1611.51   -849.59   234.25 -1594.78  1
1998-10-23T00:02:52.5  296.001997    0.637  -3.993   2.485   -2.527   3.140   2.507    0.024    562.92  -627.56 -1615.37   -842.69   232.18 -1598.78  1
1998-10-23T00:02:57.5  296.002054    0.154  -3.959   2.550   -2.092   3.357   2.559    0.035    557.92  -622.25 -1619.20   -835.78   230.10 -1602.75  1
1998-10-23T00:03:02.5  296.002112    0.199  -3.984   2.541   -2.144   3.356   2.551    0.055    552.92  -616.93 -1623.00   -828.85   228.02 -1606.69  1
1998-10-23T00:03:07.5  296.002170    0.265  -4.036   2.591   -2.227   3.368   2.603    0.019    547.90  -611.59 -1626.76   -821.91   225.93 -1610.59  1
1998-10-23T00:03:12.5  296.002228   -0.477  -4.057   2.429   -1.603   3.762   2.421    0.124    542.87  -606.23 -1630.48   -814.94   223.84 -1614.46  1
1998-10-23T00:03:17.5  296.002286    1.446  -3.711   2.382   -3.081   2.483   2.425    0.198    537.83  -600.87 -1634.18   -807.96   221.74 -1618.29  1
1998-10-23T00:03:22.5  296.002344    1.679  -3.350   2.933   -3.084   2.060   2.982    0.068    532.78  -595.49 -1637.84   -800.97   219.64 -1622.09  1
1998-10-23T00:03:27.5  296.002402    1.701  -3.306   3.021   -3.078   2.013   3.071    0.049    527.72  -590.10 -1641.46   -793.95   217.53 -1625.86  1
1998-10-23T00:03:32.5  296.002459    0.343  -3.436   3.145   -1.974   2.819   3.158    0.052    522.64  -584.70 -1645.06   -786.93   215.42 -1629.60  1
1998-10-23T00:03:37.5  296.002517   -2.253  -3.886   2.141    0.004   4.518   2.085    0.261    517.56  -579.29 -1648.62   -779.88   213.31 -1633.31  1
1998-10-23T00:03:42.5  296.002575   -1.187  -4.442   1.723   -1.206   4.447   1.697    0.093    512.47  -573.86 -1652.16   -772.82   211.19 -1636.98  1
1998-10-23T00:03:47.5  296.002633   -1.522  -4.343   1.984   -0.862   4.536   1.949    0.023    507.37  -568.43 -1655.65   -765.75   209.07 -1640.62  1
1998-10-23T00:03:52.5  296.002691   -1.448  -4.340   2.025   -0.924   4.496   1.992    0.035    502.26  -562.98 -1659.12   -758.66   206.94 -1644.23  1
1998-10-23T00:03:57.5  296.002749   -1.494  -4.395   1.878   -0.915   4.565   1.843    0.044    497.14  -557.52 -1662.55   -751.56   204.81 -1647.81  1
1998-10-23T00:04:02.5  296.002807   -1.388  -4.499   1.663   -1.065   4.598   1.632    0.060    492.00  -552.05 -1665.95   -744.44   202.68 -1651.35  1
1998-10-23T00:04:07.5  296.002865   -1.300  -4.449   1.816   -1.111   4.511   1.787    0.027    486.86  -546.57 -1669.31   -737.30   200.54 -1654.85  1
1998-10-23T00:04:12.5  296.002922   -1.571  -4.509   1.617   -0.914   4.699   1.581    0.042    481.71  -541.08 -1672.63   -730.15   198.39 -1658.32  1
1998-10-23T00:04:17.5  296.002980   -1.173  -4.572   1.551   -1.289   4.549   1.526    0.059    476.55  -535.57 -1675.92   -722.98   196.25 -1661.76  1
1998-10-23T00:04:22.5  296.003038   -1.275  -4.553   1.597   -1.191   4.586   1.568    0.038    471.38  -530.05 -1679.18   -715.80   194.09 -1665.16  1
1998-10-23T00:04:27.5  296.003096   -1.635  -4.387   1.533   -0.799   4.626   1.495    0.020    466.19  -524.53 -1682.41   -708.60   191.94 -1668.53  1
1998-10-23T00:04:32.5  296.003154   -1.808  -4.372   1.471   -0.644   4.700   1.428    0.062    461.00  -518.99 -1685.60   -701.39   189.78 -1671.87  1
1998-10-23T00:04:37.5  296.003212   -1.876  -4.400   1.546   -0.598   4.760   1.501    0.059    455.81  -513.44 -1688.76   -694.17   187.62 -1675.17  1
1998-10-23T00:04:42.5  296.003270   -2.250  -4.254   1.447   -0.204   4.824   1.392    0.046    450.60  -507.88 -1691.88   -686.93   185.45 -1678.45  1
1998-10-23T00:04:47.5  296.003328   -2.464  -4.213   1.457    0.000   4.898   1.396    0.038    445.38  -502.32 -1694.97   -679.68   183.28 -1681.69  1
1998-10-23T00:04:52.5  296.003385   -2.484  -4.224   1.318    0.009   4.916   1.256    0.025    440.16  -496.74 -1698.03   -672.42   181.10 -1684.89  1
1998-10-23T00:04:57.5  296.003443   -2.569  -4.190   1.200    0.097   4.930   1.137    0.081    434.92  -491.15 -1701.06   -665.14   178.93 -1688.06  1
1998-10-23T00:05:02.5  296.003501   -2.390  -4.181   1.339   -0.049   4.831   1.281    0.042    429.68  -485.55 -1704.04   -657.85   176.75 -1691.20  1
1998-10-23T00:05:07.5  296.003559   -2.327  -4.189   1.353   -0.108   4.806   1.296    0.019    424.43  -479.94 -1706.99   -650.54   174.56 -1694.30  1
1998-10-23T00:05:12.5  296.003617   -2.492  -4.095   1.461    0.084   4.811   1.400    0.051    419.17  -474.32 -1709.91   -643.22   172.37 -1697.36  1
1998-10-23T00:05:17.5  296.003675   -2.628  -4.038   1.473    0.231   4.832   1.407    0.046    413.90  -468.69 -1712.79   -635.89   170.18 -1700.39  1
1998-10-23T00:05:22.5  296.003733   -2.513  -4.007   1.554    0.150   4.747   1.492    0.062    408.62  -463.05 -1715.63   -628.55   167.98 -1703.38  1
1998-10-23T00:05:27.5  296.003791   -2.770  -3.594   1.711    0.586   4.525   1.641    0.051    403.34  -457.41 -1718.45   -621.19   165.78 -1706.34  1
1998-10-23T00:05:32.5  296.003848   -2.957  -3.516   1.614    0.783   4.553   1.539    0.033    398.04  -451.75 -1721.22   -613.82   163.58 -1709.27  1
1998-10-23T00:05:37.5  296.003906   -2.803  -3.504   1.668    0.659   4.465   1.597    0.038    392.74  -446.08 -1723.97   -606.44   161.37 -1712.16  1
1998-10-23T00:05:42.5  296.003964   -3.011  -3.419   1.549    0.878   4.497   1.472    0.106    387.43  -440.41 -1726.68   -599.04   159.16 -1715.02  1
1998-10-23T00:05:47.5  296.004022   -3.304  -3.300   1.291    1.184   4.541   1.207    0.086    382.12  -434.72 -1729.36   -591.64   156.95 -1717.85  1
1998-10-23T00:05:52.5  296.004080   -2.936  -3.548   1.457    0.745   4.568   1.383    0.026    376.80  -429.03 -1732.00   -584.22   154.74 -1720.64  1
1998-10-23T00:05:57.5  296.004138   -2.825  -3.526   1.565    0.663   4.494   1.493    0.073    371.46  -423.33 -1734.61   -576.79   152.52 -1723.40  1
1998-10-23T00:06:02.5  296.004196   -2.989  -3.451   1.506    0.841   4.512   1.430    0.063    366.13  -417.62 -1737.18   -569.35   150.30 -1726.12  1
1998-10-23T00:06:07.5  296.004253   -2.960  -3.558   1.436    0.760   4.588   1.361    0.134    360.78  -411.90 -1739.71   -561.90   148.07 -1728.80  1
1998-10-23T00:06:12.5  296.004311   -3.215  -3.483   1.273    1.013   4.652   1.191    0.113    355.43  -406.17 -1742.21   -554.43   145.84 -1731.45  0
1998-10-23T00:06:17.5  296.004369   -2.690  -3.704   1.210    0.448   4.573   1.143    0.078    350.07  -400.43 -1744.67   -546.95   143.61 -1734.06  0
1998-10-23T00:06:22.5  296.004427   -2.533  -3.780   1.353    0.277   4.560   1.290    0.072    344.70  -394.69 -1747.09   -539.47   141.38 -1736.64  0
1998-10-23T00:06:27.5  296.004485   -2.646  -3.755   1.420    0.389   4.597   1.354    0.063    339.33  -388.93 -1749.48   -531.97   139.14 -1739.18  0
1998-10-23T00:06:32.5  296.004543   -2.907  -3.543   1.542    0.724   4.550   1.468    0.116    333.94  -383.17 -1751.84   -524.46   136.90 -1741.69  0
1998-10-23T00:06:37.5  296.004601   -2.897  -3.491   1.455    0.741   4.499   1.382    0.183    328.56  -377.40 -1754.17   -516.94   134.66 -1744.17  0
1998-10-23T00:06:42.5  296.004659   -2.725  -3.452   1.547    0.615   4.378   1.478    0.150    323.16  -371.63 -1756.45   -509.41   132.42 -1746.61  0
1998-10-23T00:06:47.5  296.004716   -2.678  -3.248   1.142    0.669   4.174   1.074    0.214    317.77  -365.84 -1758.71   -501.87   130.17 -1749.02  0
1998-10-23T00:06:52.5  296.004774   -2.515  -3.410   1.238    0.449   4.231   1.175    0.104    312.36  -360.05 -1760.93   -494.32   127.92 -1751.39  0
1998-10-23T00:06:57.5  296.004832   -2.941  -3.120   1.474    0.968   4.202   1.399    0.190    306.95  -354.25 -1763.11   -486.76   125.66 -1753.72  0
1998-10-23T00:07:02.5  296.004890   -3.347  -2.892   1.441    1.433   4.214   1.354    0.153    301.53  -348.45 -1765.26   -479.19   123.41 -1756.02  0
1998-10-23T00:07:07.5  296.004948   -2.404  -3.133   1.489    0.500   3.940   1.429    0.173    296.11  -342.64 -1767.37   -471.62   121.15 -1758.28  0
1998-10-23T00:07:12.5  296.005006   -2.147  -3.244   1.894    0.232   3.909   1.841    0.124    290.68  -336.81 -1769.44   -464.03   118.89 -1760.51  0
1998-10-23T00:07:17.5  296.005064   -2.526  -2.828   1.769    0.768   3.743   1.704    0.090    285.24  -330.99 -1771.47   -456.43   116.63 -1762.70  0
1998-10-23T00:07:22.5  296.005122   -2.133  -3.127   2.127    0.285   3.804   2.073    0.131    279.80  -325.15 -1773.47   -448.82   114.36 -1764.85  0
1998-10-23T00:07:27.5  296.005179   -2.340  -2.812   2.062    0.623   3.638   2.002    0.179    274.35  -319.31 -1775.44   -441.20   112.09 -1766.97  0
1998-10-23T00:07:32.5  296.005237   -2.752  -2.546   1.666    1.103   3.615   1.595    0.218    268.90  -313.46 -1777.37   -433.58   109.82 -1769.05  0
1998-10-23T00:07:37.5  296.005295   -2.719  -2.157   1.411    1.267   3.261   1.341    0.556    263.44  -307.61 -1779.26   -425.94   107.55 -1771.10  0
1998-10-23T00:07:42.5  296.005353   -2.212  -2.705   1.422    0.552   3.473   1.366    0.532    257.98  -301.75 -1781.12   -418.30   105.28 -1773.12  0
1998-10-23T00:07:47.5  296.005411   -1.176  -3.806   1.897   -0.890   3.896   1.870    0.186    252.51  -295.88 -1782.95   -410.65   103.00 -1775.10  0
1998-10-23T00:07:52.5  296.005469   -1.105  -3.667   2.230   -0.871   3.744   2.205    0.086    247.04  -290.01 -1784.74   -402.99   100.72 -1777.04  0
1998-10-23T00:07:57.5  296.005527   -1.214  -3.417   2.459   -0.645   3.588   2.430    0.184    241.56  -284.13 -1786.49   -395.32    98.44 -1778.95  0
1998-10-23T00:08:02.5  296.005584   -1.218  -2.675   2.284   -0.266   2.950   2.254    0.273    236.08  -278.25 -1788.21   -387.65    96.16 -1780.82  0
1998-10-23T00:08:07.5  296.005642   -1.167  -2.962   2.371   -0.455   3.172   2.343    0.143    230.59  -272.36 -1789.89   -379.96    93.88 -1782.65  0
1998-10-23T00:08:12.5  296.005700   -2.279  -2.134   1.844    0.912   3.022   1.785    0.163    225.10  -266.46 -1791.53   -372.27    91.59 -1784.45  0
1998-10-23T00:08:17.5  296.005758   -1.966  -2.498   1.684    0.452   3.173   1.634    0.211    219.61  -260.56 -1793.13   -364.57    89.30 -1786.21  0
1998-10-23T00:08:22.5  296.005816   -1.006  -2.572   1.267   -0.420   2.741   1.243    0.342    214.11  -254.65 -1794.70   -356.87    87.01 -1787.93  0
1998-10-23T00:08:27.5  296.005874    0.609  -3.607   1.592   -2.329   2.809   1.613    0.302    208.60  -248.74 -1796.23   -349.15    84.72 -1789.62  0
1998-10-23T00:08:32.5  296.005932    0.774  -3.085   1.563   -2.205   2.275   1.587    0.164    203.09  -242.82 -1797.73   -341.43    82.43 -1791.27  0
1998-10-23T00:08:37.5  296.005990    1.347  -3.054   1.125   -2.692   1.950   1.165    0.347    197.58  -236.90 -1799.19   -333.71    80.13 -1792.89  0
1998-10-23T00:08:42.5  296.006047    0.824  -3.582   1.948   -2.492   2.682   1.975    0.206    192.07  -230.97 -1800.62   -325.98    77.83 -1794.47  0
1998-10-23T00:08:47.5  296.006105    1.263  -3.727   2.244   -2.937   2.585   2.283    0.412    186.55  -225.04 -1802.01   -318.24    75.53 -1796.02  0
1998-10-23T00:08:52.5  296.006163    0.328  -3.197   2.175   -1.865   2.607   2.187    0.564    181.03  -219.10 -1803.37   -310.49    73.23 -1797.54  0
1998-10-23T00:08:57.5  296.006221   -1.049  -3.166   2.310   -0.662   3.286   2.286    0.468    175.50  -213.16 -1804.69   -302.74    70.93 -1799.01  0
1998-10-23T00:09:02.5  296.006279   -0.615  -2.983   1.588   -0.959   2.898   1.575    0.587    169.97  -207.22 -1805.97   -294.98    68.63 -1800.45  0
1998-10-23T00:09:07.5  296.006337   -0.443  -3.581   1.565   -1.413   3.324   1.558    0.191    164.44  -201.27 -1807.21   -287.21    66.33 -1801.85  0
1998-10-23T00:09:12.5  296.006395   -0.852  -3.309   1.998   -0.912   3.304   1.979    0.246    158.90  -195.31 -1808.41   -279.44    64.02 -1803.21  0
1998-10-23T00:09:17.5  296.006453   -1.283  -3.135   2.293   -0.446   3.379   2.262    0.304    153.36  -189.35 -1809.58   -271.67    61.71 -1804.54  0
1998-10-23T00:09:22.5  296.006510   -0.402  -2.553   1.944   -0.914   2.423   1.937    0.380    147.82  -183.39 -1810.71   -263.89    59.40 -1805.82  0
1998-10-23T00:09:27.5  296.006568    0.125  -2.915   2.179   -1.546   2.468   2.186    0.208    142.27  -177.42 -1811.81   -256.10    57.09 -1807.08  0
1998-10-23T00:09:32.5  296.006626    0.365  -2.837   2.019   -1.716   2.277   2.032    0.147    136.73  -171.45 -1812.87   -248.31    54.78 -1808.30  0
1998-10-23T00:09:37.5  296.006684    0.484  -3.133   1.435   -1.984   2.463   1.452    0.120    131.18  -165.48 -1813.90   -240.51    52.47 -1809.48  0
1998-10-23T00:09:42.5  296.006742    0.398  -3.481   1.268   -2.091   2.804   1.283    0.316    125.62  -159.50 -1814.89   -232.71    50.16 -1810.63  0
1998-10-23T00:09:47.5  296.006800    0.698  -3.668   1.336   -2.444   2.812   1.360    0.410    120.07  -153.52 -1815.84   -224.90    47.85 -1811.74  0
1998-10-23T00:09:52.5  296.006858    0.313  -3.432   1.883   -1.979   2.813   1.896    0.356    114.51  -147.54 -1816.76   -217.09    45.53 -1812.82  0
1998-10-23T00:09:57.5  296.006916    0.494  -3.705   1.728   -2.278   2.952   1.746    0.505    108.95  -141.55 -1817.65   -209.28    43.21 -1813.86  0
1998-10-23T00:10:02.5  296.006973   -0.408  -4.142   2.294   -1.713   3.797   2.288    1.005    103.39  -135.56 -1818.49   -201.46    40.90 -1814.86  0
1998-10-23T00:10:07.5  296.007031    0.030  -4.622   1.210   -2.361   3.972   1.217    0.382     97.83  -129.57 -1819.30   -193.63    38.58 -1815.82  0
1998-10-23T00:10:12.5  296.007089    0.490  -4.187   1.814   -2.519   3.371   1.832    0.306     92.26  -123.58 -1820.06   -185.81    36.26 -1816.75  0
1998-10-23T00:10:17.5  296.007147    0.165  -3.662   1.754   -1.973   3.085   1.763    0.344     86.70  -117.58 -1820.79   -177.97    33.94 -1817.63  0
1998-10-23T00:10:22.5  296.007205    0.584  -3.744   1.583   -2.379   2.938   1.603    0.306     81.13  -111.58 -1821.49   -170.14    31.62 -1818.49  0
1998-10-23T00:10:27.5  296.007263    0.487  -3.734   1.365   -2.295   2.977   1.383    0.327     75.56  -105.57 -1822.14   -162.30    29.30 -1819.30  0
1998-10-23T00:10:32.5  296.007321   -0.546  -4.030   1.139   -1.565   3.756   1.130    0.220     69.99   -99.57 -1822.77   -154.46    26.98 -1820.08  0
1998-10-23T00:10:37.5  296.007378   -0.461  -4.381   1.108   -1.818   4.014   1.102    0.471     64.41   -93.56 -1823.35   -146.62    24.66 -1820.83  0
1998-10-23T00:10:42.5  296.007436   -0.248  -4.488   0.887   -2.061   3.994   0.887    0.326     58.84   -87.55 -1823.90   -138.77    22.34 -1821.54  0
1998-10-23T00:10:47.5  296.007494   -0.783  -4.720   1.108   -1.715   4.470   1.094    0.226     53.27   -81.54 -1824.42   -130.92    20.01 -1822.21  0
1998-10-23T00:10:52.5  296.007552   -0.369  -3.715   1.314   -1.551   3.397   1.309    0.468     47.69   -75.53 -1824.90   -123.07    17.69 -1822.85  0
1998-10-23T00:10:57.5  296.007610   -0.646  -3.667   1.479   -1.285   3.499   1.467    0.410     42.11   -69.51 -1825.34   -115.21    15.37 -1823.45  0
1998-10-23T00:11:02.5  296.007668   -0.558  -2.193   1.496   -0.607   2.188   1.483    0.778     36.54   -63.50 -1825.75   -107.35    13.04 -1824.01  0
1998-10-23T00:11:07.5  296.007726    0.541  -2.838   1.239   -1.887   2.177   1.257    0.696     30.96   -57.48 -1826.11    -99.49    10.72 -1824.54  0
1998-10-23T00:11:12.5  296.007784    1.046  -3.071   1.360   -2.437   2.121   1.392    0.599     25.38   -51.46 -1826.44    -91.63     8.40 -1825.02  0
1998-10-23T00:11:17.5  296.007841    0.440  -2.744   1.641   -1.742   2.153   1.656    0.643     19.80   -45.44 -1826.73    -83.77     6.07 -1825.47  0
1998-10-23T00:11:22.5  296.007899    1.119  -3.151   0.583   -2.559   2.143   0.618    0.510     14.23   -39.42 -1826.98    -75.90     3.75 -1825.88  0
1998-10-23T00:11:27.5  296.007957    1.169  -3.688   0.129   -2.888   2.572   0.166    0.420      8.65   -33.40 -1827.20    -68.04     1.42 -1826.26  0
1998-10-23T00:11:32.5  296.008015    1.004  -5.154   0.085   -3.497   3.916   0.119    0.433      3.07   -27.37 -1827.38    -60.17    -0.90 -1826.60  0
1998-10-23T00:11:37.5  296.008073    1.424  -3.358  -0.341   -2.949   2.153  -0.298    0.187     -2.51   -21.35 -1827.53    -52.30    -3.23 -1826.91  0
1998-10-23T00:11:42.5  296.008131    1.529  -3.650  -0.085   -3.182   2.353  -0.038    0.863     -8.09   -15.32 -1827.64    -44.43    -5.55 -1827.18  0
1998-10-23T00:11:47.5  296.008189    0.246  -3.573   0.669   -2.023   2.952   0.681    0.417    -13.67    -9.30 -1827.72    -36.56    -7.88 -1827.41  0
1998-10-23T00:11:52.5  296.008247   -0.408  -3.413   1.392   -1.363   3.159   1.386    0.319    -19.24    -3.28 -1827.76    -28.69   -10.20 -1827.61  0
1998-10-23T00:11:57.5  296.008304   -0.472  -3.778   1.465   -1.493   3.506   1.457    0.484    -24.82     2.75 -1827.76    -20.81   -12.53 -1827.77  0
1998-10-23T00:12:02.5  296.008362   -1.133  -4.380   0.990   -1.244   4.355   0.966    0.516    -30.40     8.78 -1827.73    -12.94   -14.85 -1827.89  0
1998-10-23T00:12:07.5  296.008420   -0.894  -4.818   0.878   -1.676   4.608   0.860    0.464    -35.97    14.80 -1827.65     -5.07   -17.17 -1827.98  0
1998-10-23T00:12:12.5  296.008478    0.432  -4.892   0.438   -2.864   3.988   0.457    0.722    -41.55    20.83 -1827.54      2.81   -19.50 -1828.02  0
1998-10-23T00:12:17.5  296.008536   -0.849  -5.576   0.401   -2.114   5.230   0.386    0.299    -47.12    26.85 -1827.39     10.68   -21.82 -1828.03  0
1998-10-23T00:12:22.5  296.008594   -0.325  -5.747   0.427   -2.652   5.109   0.426    0.252    -52.69    32.88 -1827.20     18.55   -24.14 -1828.00  0
1998-10-23T00:12:27.5  296.008652   -0.325  -5.157   1.141   -2.332   4.611   1.139    0.278    -58.26    38.90 -1826.98     26.42   -26.47 -1827.94  0
1998-10-23T00:12:32.5  296.008709   -0.756  -5.375   0.998   -2.077   5.017   0.985    0.386    -63.83    44.92 -1826.72     34.30   -28.79 -1827.84  0
1998-10-23T00:12:37.5  296.008767   -1.062  -5.287   1.586   -1.755   5.105   1.565    0.356    -69.40    50.95 -1826.43     42.17   -31.11 -1827.70  0
1998-10-23T00:12:42.5  296.008825   -0.769  -5.139   1.400   -1.936   4.826   1.386    0.448    -74.97    56.97 -1826.10     50.04   -33.43 -1827.54  0
1998-10-23T00:12:47.5  296.008883   -0.265  -4.644   1.580   -2.111   4.145   1.579    0.651    -80.54    62.99 -1825.74     57.91   -35.75 -1827.33  0
1998-10-23T00:12:52.5  296.008941   -0.589  -4.748   1.528   -1.888   4.400   1.519    0.262    -86.10    69.01 -1825.34     65.77   -38.07 -1827.09  0
1998-10-23T00:12:57.5  296.008999   -1.412  -5.228   1.822   -1.420   5.236   1.791    0.321    -91.66    75.03 -1824.90     73.64   -40.39 -1826.81  0
1998-10-23T00:13:02.5  296.009057   -1.509  -5.070   1.869   -1.254   5.151   1.835    0.560    -97.22    81.04 -1824.42     81.51   -42.71 -1826.49  0
1998-10-23T00:13:07.5  296.009115    0.966  -5.355   1.892   -3.525   4.130   1.925    0.202   -102.78    87.06 -1823.91     89.37   -45.02 -1826.14  0
1998-10-23T00:13:12.5  296.009172    1.174  -5.700   1.672   -3.885   4.317   1.711    0.207   -108.33    93.07 -1823.36     97.23   -47.34 -1825.74  0
1998-10-23T00:13:17.5  296.009230    0.437  -6.115   1.745   -3.464   5.052   1.765    0.510   -113.88    99.08 -1822.77    105.09   -49.65 -1825.31  0
1998-10-23T00:13:22.5  296.009288    4.548  -3.611   0.278   -5.748   0.779   0.405    0.708   -119.44   105.09 -1822.14    112.95   -51.97 -1824.84  0
1998-10-23T00:13:27.5  296.009346    3.989  -3.852   0.618   -5.382   1.276   0.731    0.510   -124.98   111.10 -1821.48    120.80   -54.28 -1824.34  0
1998-10-23T00:13:32.5  296.009404    2.694  -4.582   1.139   -4.631   2.572   1.218    0.442   -130.53   117.11 -1820.79    128.66   -56.59 -1823.80  0
1998-10-23T00:13:37.5  296.009462    0.240  -3.403   2.426   -1.890   2.831   2.436    1.042   -136.07   123.11 -1820.05    136.51   -58.90 -1823.23  0
1998-10-23T00:13:42.5  296.009520    0.545  -2.517   1.523   -1.720   1.903   1.540    0.388   -141.61   129.12 -1819.29    144.36   -61.21 -1822.62  0
1998-10-23T00:13:47.5  296.009578    0.384  -3.782   0.865   -2.245   3.064   0.880    0.720   -147.15   135.12 -1818.49    152.20   -63.52 -1821.98  0
1998-10-23T00:13:52.5  296.009635   -0.347  -4.973   0.592   -2.234   4.457   0.590    0.341   -152.68   141.11 -1817.65    160.04   -65.83 -1821.30  0
1998-10-23T00:13:57.5  296.009693    0.552  -4.153   0.860   -2.579   3.297   0.881    0.972   -158.21   147.11 -1816.77    167.88   -68.13 -1820.58  0
1998-10-23T00:14:02.5  296.009751   -0.052  -4.681   0.847   -2.332   4.058   0.852    0.577   -163.74   153.10 -1815.86    175.72   -70.44 -1819.83  0
