1998-01-20T00:00:02.5   20.000029   -4.704  -6.394   3.793    5.884  -5.478   3.574    0.118   1232.73  -212.54  1352.69    376.67  1172.50  1370.37  0
1998-01-20T00:00:07.5   20.000087   -5.616  -6.120   2.879    5.491  -6.334   2.649    0.165   1238.54  -213.75  1347.11    378.43  1178.26  1364.87  0
1998-01-20T00:00:12.5   20.000145   -5.451  -5.811   2.784    5.201  -6.132   2.564    0.095   1244.34  -214.97  1341.50    380.18  1183.99  1359.35  0
1998-01-20T00:00:17.5   20.000203   -5.362  -5.522   3.394    4.935  -6.024   3.181    0.035   1250.10  -216.18  1335.87    381.92  1189.70  1353.80  0
1998-01-20T00:00:22.5   20.000260   -5.154  -5.905   3.248    5.337  -5.858   3.031    0.067   1255.84  -217.38  1330.21    383.65  1195.39  1348.22  0
1998-01-20T00:00:27.5   20.000318   -4.507  -6.325   3.404    5.831  -5.266   3.190    0.054   1261.56  -218.58  1324.53    385.37  1201.05  1342.62  0
1998-01-20T00:00:32.5   20.000376   -4.600  -6.477   3.075    5.966  -5.368   2.857    0.152   1267.25  -219.78  1318.82    387.09  1206.69  1337.00  0
1998-01-20T00:00:37.5   20.000434   -5.409  -5.658   2.276    5.045  -6.062   2.060    0.213   1272.92  -220.97  1313.09    388.80  1212.31  1331.35  0
1998-01-20T00:02:17.5   20.001591   -5.394  -6.838   1.611    6.208  -6.167   1.371    0.105   1380.87  -243.91  1193.18    421.37  1319.49  1213.00  0
1998-01-20T00:02:22.5   20.001649   -5.952  -6.172   1.697    5.484  -6.648   1.461    0.126   1385.99  -245.01  1186.92    422.91  1324.58  1206.82  0
1998-01-20T00:02:27.5   20.001707   -5.977  -5.988   2.323    5.311  -6.664   2.089    0.087   1391.08  -246.10  1180.65    424.45  1329.65  1200.62  0
1998-01-20T00:02:32.5   20.001765   -5.900  -6.196   1.741    5.516  -6.599   1.504    0.081   1396.15  -247.19  1174.35    425.97  1334.69  1194.39  0
1998-01-20T00:02:37.5   20.001823   -6.285  -5.815   1.288    5.085  -6.929   1.053    0.088   1401.19  -248.28  1168.03    427.49  1339.71  1188.15  0
1998-01-20T00:02:42.5   20.001881   -6.436  -5.854   1.517    5.111  -7.088   1.278    0.159   1406.20  -249.36  1161.69    429.00  1344.70  1181.88  0
1998-01-20T00:02:47.5   20.001939   -5.935  -6.406   2.123    5.728  -6.665   1.882    0.109   1411.18  -250.44  1155.32    430.51  1349.66  1175.58  0
1998-01-20T00:02:52.5   20.001997   -5.896  -6.411   2.160    5.738  -6.627   1.920    0.136   1416.14  -251.51  1148.94    432.00  1354.60  1169.27  0
1998-01-20T00:02:57.5   20.002054   -6.375  -5.926   1.983    5.198  -7.045   1.743    0.068   1421.07  -252.57  1142.53    433.49  1359.52  1162.93  0
1998-01-20T00:03:02.5   20.002112   -6.523  -5.708   1.207    4.951  -7.151   0.969    0.187   1425.97  -253.64  1136.10    434.96  1364.40  1156.57  0
1998-01-20T00:03:07.5   20.002170   -6.361  -6.112   0.892    5.364  -7.030   0.649    0.150   1430.84  -254.69  1129.64    436.43  1369.25  1150.18  0
1998-01-20T00:03:12.5   20.002228   -5.966  -6.300   1.197    5.602  -6.664   0.957    0.103   1435.68  -255.75  1123.16    437.89  1374.08  1143.77  0
