1998-01-25T00:00:02.5   25.000029   -4.791   5.224  -1.069    0.824  -7.013  -1.237    0.199    411.05 -1701.30   557.90    668.12  1609.02   582.47  0
1998-01-25T00:00:07.5   25.000087   -2.725   5.976  -0.017   -1.274  -6.442  -0.138    0.282    411.59 -1703.65   550.08    668.92  1611.43   574.70  0
1998-01-25T00:00:12.5   25.000145   -2.688   5.218   0.556   -0.852  -5.817   0.443    0.676    412.11 -1705.98   542.26    669.70  1613.80   566.91  0
1998-01-25T00:00:17.5   25.000203   -3.798   4.674  -0.141    0.354  -6.007  -0.280    0.291    412.63 -1708.27   534.43    670.46  1616.14   559.12  0
1998-01-25T00:00:22.5   25.000260   -3.997   3.907  -1.197    0.947  -5.477  -1.333    0.401    413.14 -1710.52   526.59    671.22  1618.45   551.31  0
1998-01-25T00:00:27.5   25.000318   -4.425   3.533  -1.796    1.502  -5.410  -1.940    0.211    413.64 -1712.74   518.74    671.96  1620.73   543.50  0
1998-01-25T00:00:32.5   25.000376   -4.877   3.419  -1.910    1.934  -5.578  -2.066    0.255    414.13 -1714.93   510.88    672.68  1622.97   535.67  0
1998-01-25T00:00:37.5   25.000434   -6.026   3.888  -2.270    2.588  -6.621  -2.459    0.266    414.61 -1717.08   503.02    673.40  1625.18   527.84  0
1998-01-25T00:00:42.5   25.000492   -6.334   4.308  -1.771    2.601  -7.153  -1.972    0.338    415.09 -1719.21   495.14    674.10  1627.37   520.00  0
1998-01-25T00:00:47.5   25.000550   -6.944   4.294  -1.288    3.112  -7.508  -1.505    0.320    415.55 -1721.30   487.25    674.79  1629.52   512.15  0
1998-01-25T00:00:52.5   25.000608   -6.191   5.654  -0.192    1.726  -8.197  -0.401    0.562    416.01 -1723.35   479.36    675.46  1631.64   504.28  0
1998-01-25T00:00:57.5   25.000666   -5.162   5.355   0.292    1.073  -7.365   0.112    0.115    416.47 -1725.37   471.45    676.12  1633.72   496.41  0
1998-01-25T00:01:02.5   25.000723   -4.739   5.593   0.782    0.599  -7.323   0.611    0.180    416.91 -1727.36   463.54    676.77  1635.78   488.53  0
1998-01-25T00:01:07.5   25.000781   -4.280   6.242   1.639   -0.139  -7.601   1.474    0.369    417.34 -1729.31   455.61    677.41  1637.80   480.63  0
1998-01-25T00:01:12.5   25.000839   -4.307   5.824   1.968    0.133  -7.284   1.806    0.414    417.77 -1731.22   447.68    678.03  1639.78   472.73  0
1998-01-25T00:01:17.5   25.000897   -4.070   5.687   1.968    0.021  -7.035   1.814    0.481    418.18 -1733.10   439.74    678.63  1641.73   464.81  0
1998-01-25T00:01:22.5   25.000955   -2.323   5.502   1.236   -1.302  -5.850   1.130    0.475    418.59 -1734.95   431.78    679.22  1643.65   456.89  0
1998-01-25T00:01:27.5   25.001013   -0.976   5.180   0.352   -2.223  -4.784   0.284    0.475    418.99 -1736.76   423.82    679.80  1645.54   448.96  0
1998-01-25T00:01:32.5   25.001071   -0.893   3.329  -0.953   -1.233  -3.203  -1.004    0.607    419.38 -1738.54   415.85    680.37  1647.40   441.02  0
