1998-07-08/00:12:07      281.090      53.9200      9.46000      84.0000      5.22462     0.104528    0.0906873
1998-07-08/00:12:27      282.020      52.5500      10.6800      91.0000      2.91384    0.0174525    0.0508484
1998-07-08/00:12:47      282.360      51.0600      10.1600      65.0000      3.55449     0.422618    0.0562251
1998-07-08/00:13:07      282.880      49.5700      8.23000      59.0000      3.24624     0.515038    0.0485650
1998-07-08/00:13:27      283.070      48.7700      8.75000      69.0000      3.07254     0.358368    0.0500641
1998-07-08/00:13:47      283.410      48.0300      11.5000      76.0000      2.80807     0.241922    0.0475543
1998-07-08/00:14:07      283.270      47.3100      11.9700      80.0000      3.10816     0.173648    0.0534235
1998-07-08/00:14:27      282.680      46.4600      9.00000      74.0000      5.24147     0.275637    0.0879371
1998-07-08/00:14:47      282.310      44.9900      6.28000      88.0000      2.30558    0.0348994    0.0402154
1998-07-08/00:15:07      282.600      43.9100      9.87000      91.0000      20.6698    0.0174525     0.360701
1998-07-08/00:15:27      282.360      42.5900      11.3300      91.0000      2.60639    0.0174525    0.0454832
1998-07-08/00:15:47      282.220      41.5200      10.4600      76.0000      2.99630     0.241922    0.0507419
1998-07-08/00:16:07      281.330      40.1700      9.06000      81.0000      4.26953     0.156434    0.0735999
1998-07-08/00:16:27      281.680      38.6700      9.15000      85.0000      3.20026    0.0871558    0.0556425
1998-07-08/00:16:47      281.860      37.8400      9.02000      79.0000      2.37992     0.190809    0.0407743
1998-07-08/00:20:06      275.380      30.0400      9.64000      119.000      3.07917     0.484810    0.0470035
1998-07-08/00:20:26      273.570      28.1900      8.95000      130.000      4.70593     0.642788    0.0629183
1998-07-08/00:20:46      273.910      27.6200      9.04000      125.000      2.41496     0.573576    0.0345264
1998-07-08/00:21:06      275.000      26.1500      9.87000      131.000      3.97424     0.656059    0.0523494
1998-07-08/00:21:27      274.850      25.3200      9.69000      121.000      3.31091     0.515038    0.0495325
1998-07-08/00:21:47      273.380      24.4200      8.13000      119.000      2.80616     0.484810    0.0428360
1998-07-08/00:22:07      272.820      23.6600      9.33000      117.000      3.04900     0.453991    0.0474150
1998-07-08/00:22:27      271.090      23.0600      9.30000      105.000      2.34766     0.258819    0.0395782
1998-07-08/00:22:46      269.890      23.2400      9.70000      112.000      1.33425     0.374607    0.0215914
1998-07-08/00:23:06      269.100      22.5500      11.6400      109.000      2.90309     0.325568    0.0479080
1998-07-08/00:23:26      271.950      21.8100      10.1200      107.000      3.13206     0.292372    0.0522762
1998-07-08/00:23:46      272.650      20.8400      11.6400      112.000      1.74712     0.374607    0.0282726
1998-07-08/00:24:07      270.920      19.8700      10.7900      117.000      3.38384     0.453991    0.0526221
1998-07-08/00:24:27      270.350      19.1900      7.69000      121.000      2.42035     0.515038    0.0362094
1998-07-08/00:25:07      269.790      16.0700      9.45000      142.000      5.45848     0.788011    0.0586531
1998-07-08/00:25:26      274.890      14.3800      11.2300      117.000      3.38384     0.453991    0.0526221
1998-07-08/00:25:46      275.900      14.2300      9.41000      121.000      2.56239     0.515038    0.0383344
1998-07-08/00:26:06      273.150      11.9200      7.50000      113.000      1.58863     0.390731    0.0255227
1998-07-08/00:26:47      276.490      7.80000      8.16000      135.000      3.37755     0.707107    0.0416835
