1998-02-28T08:48:22.5   59.366927    0.580   4.639   2.406    1.244  -4.570   2.283    0.133   -212.39   -71.55  1834.75    169.94    98.07  1837.95  0
1998-02-28T08:48:27.5   59.366985    0.559   4.521   2.305    1.219  -4.450   2.185    0.246   -220.33   -72.96  1833.82    176.74   102.44  1837.12  0
1998-02-28T08:48:32.5   59.367043    0.451   4.695   1.888    1.384  -4.559   1.765    0.210   -228.27   -74.36  1832.85    183.53   106.81  1836.27  0
1998-02-28T08:48:37.5   59.367101    0.317   4.763   1.853    1.534  -4.569   1.730    0.164   -236.20   -75.77  1831.84    190.32   111.17  1835.37  0
1998-02-28T08:48:42.5   59.367159    0.450   4.367   2.142    1.260  -4.262   2.027    0.061   -244.13   -77.17  1830.80    197.10   115.53  1834.45  0
1998-02-28T08:48:47.5   59.367216    0.402   4.455   2.133    1.338  -4.325   2.016    0.069   -252.06   -78.56  1829.73    203.88   119.90  1833.49  0
1998-02-28T08:48:52.5   59.367274    0.400   4.410   2.149    1.323  -4.283   2.034    0.126   -259.98   -79.96  1828.62    210.66   124.25  1832.49  0
1998-02-28T08:48:57.5   59.367332    0.198   4.314   1.954    1.473  -4.111   1.843    0.054   -267.89   -81.36  1827.48    217.43   128.61  1831.46  0
1998-02-28T08:49:02.5   59.367390    0.227   3.701   1.968    1.211  -3.557   1.873    0.245   -275.80   -82.75  1826.29    224.20   132.96  1830.39  0
1998-02-28T08:49:07.5   59.367448    0.233   3.537   1.866    1.142  -3.405   1.774    0.514   -283.71   -84.14  1825.07    230.96   137.31  1829.28  0
1998-02-28T08:49:12.5   59.367506    0.346   3.968   2.005    1.204  -3.849   1.902    0.380   -291.60   -85.53  1823.82    237.72   141.66  1828.13  0
1998-02-28T08:49:17.5   59.367564    0.326   4.019   1.999    1.241  -3.889   1.895    0.126   -299.50   -86.92  1822.52    244.47   146.00  1826.95  0
1998-02-28T08:49:22.5   59.367622    0.418   3.817   1.934    1.079  -3.737   1.833    0.085   -307.38   -88.30  1821.20    251.22   150.34  1825.74  0
1998-02-28T08:49:27.5   59.367679    0.421   3.712   1.838    1.036  -3.638   1.740    0.052   -315.27   -89.69  1819.84    257.96   154.68  1824.49  0
1998-02-28T08:49:32.5   59.367737    0.523   3.706   1.864    0.940  -3.672   1.766    0.099   -323.14   -91.07  1818.44    264.70   159.02  1823.21  0
1998-02-28T08:49:37.5   59.367795    0.543   3.696   1.795    0.917  -3.669   1.696    0.127   -331.01   -92.45  1817.01    271.44   163.35  1821.89  0
1998-02-28T08:49:42.5   59.367853    0.314   3.010   1.391    0.866  -2.937   1.311    0.444   -338.87   -93.83  1815.55    278.17   167.68  1820.54  0
1998-02-28T08:49:47.5   59.367911    0.230   3.503   1.675    1.132  -3.367   1.584    0.727   -346.73   -95.21  1814.05    284.89   172.01  1819.15  0
1998-02-28T08:49:52.5   59.367969    0.071   2.122   1.450    0.749  -2.025   1.396    0.321   -354.58   -96.58  1812.52    291.61   176.33  1817.73  0
1998-02-28T08:49:57.5   59.368027    0.061   1.970   1.355    0.700  -1.878   1.304    0.328   -362.42   -97.95  1810.95    298.32   180.65  1816.28  0
1998-02-28T08:50:02.5   59.368084    0.046   2.939   1.770    1.086  -2.779   1.695    0.087   -370.26   -99.32  1809.35    305.03   184.97  1814.78  0
1998-02-28T08:50:07.5   59.368142    0.075   2.450   1.450    0.872  -2.329   1.387    0.264   -378.09  -100.69  1807.70    311.73   189.28  1813.25  0
1998-02-28T08:50:12.5   59.368200    0.197   2.260   1.215    0.686  -2.195   1.156    0.288   -385.91  -102.05  1806.02    318.43   193.59  1811.68  0
1998-02-28T08:50:17.5   59.368258   -0.612   2.491   2.067    1.522  -2.120   2.009    0.693   -393.72  -103.42  1804.31    325.12   197.89  1810.08  0
1998-02-28T08:50:22.5   59.368316   -1.115   2.846   3.071    2.124  -2.282   3.009    0.162   -401.53  -104.78  1802.56    331.80   202.20  1808.44  0
1998-02-28T08:50:27.5   59.368374   -0.845   2.903   2.768    1.896  -2.430   2.702    0.216   -409.32  -106.14  1800.78    338.47   206.49  1806.77  0
1998-02-28T08:50:32.5   59.368432   -0.939   3.453   3.334    2.194  -2.917   3.255    0.166   -417.12  -107.49  1798.96    345.14   210.79  1805.06  0
1998-02-28T08:50:37.5   59.368490   -1.208   3.800   3.351    2.575  -3.134   3.266    0.203   -424.90  -108.85  1797.12    351.81   215.08  1803.33  0
1998-02-28T08:50:42.5   59.368547   -0.749   3.881   3.455    2.183  -3.388   3.364    0.250   -432.67  -110.20  1795.23    358.46   219.36  1801.55  0
1998-02-28T08:50:47.5   59.368605    0.093   4.224   3.344    1.537  -4.025   3.236    0.164   -440.44  -111.55  1793.32    365.11   223.64  1799.75  0
1998-02-28T08:50:52.5   59.368663   -0.261   3.991   3.348    1.775  -3.674   3.249    0.183   -448.20  -112.90  1791.36    371.76   227.92  1797.91  0
1998-02-28T08:50:57.5   59.368721   -1.089   3.832   3.193    2.478  -3.205   3.106    0.185   -455.95  -114.24  1789.38    378.39   232.19  1796.03  0
1998-02-28T08:51:02.5   59.368779   -2.156   3.225   3.274    3.231  -2.238   3.213    0.119   -463.69  -115.59  1787.35    385.02   236.46  1794.11  0
1998-02-28T08:51:07.5   59.368837   -1.517   3.698   3.420    2.822  -2.924   3.341    0.135   -471.42  -116.93  1785.29    391.64   240.72  1792.16  0
1998-02-28T08:51:12.5   59.368895   -1.285   3.676   3.562    2.600  -2.996   3.481    0.102   -479.14  -118.26  1783.20    398.25   244.98  1790.18  0
1998-02-28T08:51:17.5   59.368953   -1.225   3.571   3.454    2.504  -2.919   3.375    0.119   -486.85  -119.60  1781.07    404.85   249.23  1788.16  0
1998-02-28T08:51:22.5   59.369010   -1.313   3.442   3.463    2.536  -2.767   3.389    0.080   -494.56  -120.93  1778.90    411.45   253.48  1786.10  0
1998-02-28T08:51:27.5   59.369068   -1.277   3.699   3.432    2.601  -3.017   3.350    0.252   -502.25  -122.26  1776.70    418.04   257.73  1784.01  0
1998-02-28T08:51:32.5   59.369126   -0.902   4.117   2.790    2.415  -3.530   2.695    0.114   -509.93  -123.59  1774.47    424.62   261.96  1781.89  0
1998-02-28T08:51:37.5   59.369184   -1.129   4.075   2.726    2.608  -3.402   2.633    0.109   -517.61  -124.91  1772.21    431.19   266.20  1779.74  0
1998-02-28T08:51:42.5   59.369242   -1.572   3.656   3.030    2.857  -2.853   2.952    0.151   -525.27  -126.24  1769.91    437.76   270.43  1777.55  0
1998-02-28T08:51:47.5   59.369300   -1.594   3.258   3.494    2.725  -2.490   3.426    0.119   -532.93  -127.56  1767.58    444.32   274.65  1775.33  0
1998-02-28T08:51:52.5   59.369358   -1.012   3.560   3.328    2.303  -2.987   3.248    0.177   -540.57  -128.87  1765.22    450.86   278.87  1773.07  0
1998-02-28T08:51:57.5   59.369416    0.321   4.720   2.206    1.516  -4.539   2.084    0.201   -548.21  -130.19  1762.82    457.40   283.08  1770.78  0
1998-02-28T08:52:02.5   59.369473   -2.060   3.618   3.153    3.293  -2.634   3.081    0.207   -555.83  -131.50  1760.38    463.93   287.29  1768.45  0
1998-02-28T08:52:07.5   59.369531   -1.861  -0.798   3.998    1.415   1.343   4.034    0.805   -563.44  -132.81  1757.91    470.45   291.49  1766.09  0
