1998-02-17T00:00:02.5   48.000029    0.025  -4.988   1.695    4.505  -2.206   1.611    0.282   1480.81  -515.21   984.47   1117.67  1079.28  1006.66  0
1998-02-17T00:00:07.5   48.000087   -0.854  -4.458   2.797    3.650  -2.793   2.703    0.397   1484.78  -516.78   977.57   1120.77  1082.35   999.82  0
1998-02-17T00:00:12.5   48.000145   -1.074  -4.435   2.699    3.533  -2.978   2.600    0.236   1488.71  -518.35   970.64   1123.85  1085.40   992.96  0
1998-02-17T00:00:17.5   48.000203    0.150  -4.774   3.140    4.376  -2.038   3.061    1.104   1492.62  -519.90   963.71   1126.90  1088.43   986.08  0
1998-02-17T00:00:22.5   48.000260    1.083  -6.930   0.054    6.704  -2.062  -0.040    0.584   1496.50  -521.45   956.75   1129.93  1091.44   979.18  0
1998-02-17T00:00:27.5   48.000318   -0.317  -5.076   0.692    4.428  -2.525   0.599    0.617   1500.35  -522.98   949.78   1132.94  1094.42   972.27  0
1998-02-17T00:00:32.5   48.000376   -1.049  -4.974   0.294    4.014  -3.128   0.188    0.266   1504.17  -524.51   942.79   1135.93  1097.38   965.34  0
1998-02-17T00:00:37.5   48.000434    0.358  -4.528   1.655    4.237  -1.703   1.586    0.533   1507.96  -526.02   935.78   1138.90  1100.33   958.39  0
1998-02-17T00:00:42.5   48.000492    1.202  -3.463   3.407    3.660  -0.525   3.373    0.465   1511.72  -527.53   928.76   1141.85  1103.25   951.42  0
1998-02-17T00:00:47.5   48.000550    0.577  -5.103   2.350    4.854  -1.777   2.276    0.582   1515.46  -529.02   921.72   1144.77  1106.15   944.44  0
1998-02-17T00:00:52.5   48.000608    0.103  -4.140   2.432    3.781  -1.783   2.363    0.514   1519.16  -530.51   914.66   1147.67  1109.03   937.44  0
1998-02-17T00:00:57.5   48.000666    0.376  -5.523   2.261    5.143  -2.139   2.175    0.841   1522.84  -531.98   907.58   1150.55  1111.89   930.42  0
1998-02-17T00:01:02.5   48.000723   -0.334  -5.456   1.534    4.768  -2.729   1.434    1.033   1526.48  -533.45   900.49   1153.41  1114.73   923.38  0
1998-02-17T00:01:07.5   48.000781   -0.395  -5.001   1.538    4.332  -2.584   1.445    0.167   1530.10  -534.90   893.38   1156.24  1117.54   916.32  0
1998-02-17T00:01:12.5   48.000839    0.130  -4.655   1.763    4.252  -1.967   1.687    0.107   1533.68  -536.34   886.24   1159.05  1120.33   909.24  0
1998-02-17T00:01:17.5   48.000897   -0.476  -5.135   1.142    4.415  -2.705   1.045    0.274   1537.23  -537.78   879.09   1161.84  1123.10   902.14  0
1998-02-17T00:01:22.5   48.000955    0.388  -4.522   0.419    4.238  -1.641   0.351    0.567   1540.76  -539.20   871.93   1164.60  1125.85   895.03  0
1998-02-17T00:01:27.5   48.001013    0.537  -3.909   0.698    3.753  -1.246   0.643    0.123   1544.25  -540.61   864.74   1167.35  1128.58   887.90  0
1998-02-17T00:01:32.5   48.001071    0.550  -4.030   1.915    3.876  -1.320   1.858    0.321   1547.72  -542.01   857.54   1170.07  1131.28   880.75  0
1998-02-17T00:01:37.5   48.001128   -0.704  -4.415   2.537    3.676  -2.632   2.447    0.283   1551.15  -543.41   850.33   1172.77  1133.97   873.59  0
1998-02-17T00:01:42.5   48.001186    0.024  -3.947   2.127    3.572  -1.762   2.060    0.411   1554.56  -544.79   843.09   1175.45  1136.63   866.41  0
1998-02-17T00:01:47.5   48.001244   -0.081  -4.543   0.515    4.052  -2.074   0.437    0.498   1557.94  -546.16   835.84   1178.10  1139.27   859.21  0
1998-02-17T00:01:52.5   48.001302   -0.972  -4.862   0.995    3.952  -3.028   0.892    0.152   1561.29  -547.52   828.58   1180.74  1141.89   852.00  0
1998-02-17T00:01:57.5   48.001360   -0.568  -5.290   0.769    4.512  -2.845   0.667    0.140   1564.61  -548.87   821.30   1183.35  1144.49   844.77  0
1998-02-17T00:02:02.5   48.001418   -0.246  -5.488   0.439    4.829  -2.633   0.341    0.302   1567.90  -550.21   814.00   1185.93  1147.07   837.52  0
1998-02-17T00:02:07.5   48.001476    0.017  -6.103   0.653    5.498  -2.671   0.550    0.385   1571.15  -551.54   806.69   1188.50  1149.62   830.25  0
1998-02-17T00:02:12.5   48.001534    0.507  -4.872   2.024    4.614  -1.729   1.952    0.205   1574.37  -552.86   799.36   1191.03  1152.14   822.97  0
1998-02-17T00:02:17.5   48.001591    0.596  -5.193   1.967    4.941  -1.788   1.891    0.148   1577.57  -554.17   792.01   1193.55  1154.65   815.68  0
1998-02-17T00:02:22.5   48.001649    0.600  -5.001   1.782    4.769  -1.695   1.710    0.306   1580.73  -555.46   784.65   1196.04  1157.13   808.36  0
1998-02-17T00:02:27.5   48.001707    0.523  -4.604   1.024    4.375  -1.571   0.957    0.271   1583.86  -556.75   777.28   1198.51  1159.59   801.04  0
1998-02-17T00:02:32.5   48.001765    0.374  -4.317   2.401    4.059  -1.616   2.335    0.292   1586.96  -558.03   769.89   1200.95  1162.03   793.69  0
1998-02-17T00:02:37.5   48.001823    0.487  -5.241   1.689    4.936  -1.900   1.610    0.126   1590.03  -559.29   762.48   1203.38  1164.45   786.34  0
1998-02-17T00:02:42.5   48.001881   -0.222  -4.224   1.699    3.710  -2.092   1.623    0.200   1593.07  -560.55   755.06   1205.78  1166.85   778.96  0
1998-02-17T00:02:47.5   48.001939   -0.269  -4.385   2.288    3.838  -2.220   2.207    0.143   1596.09  -561.79   747.63   1208.16  1169.22   771.58  0
1998-02-17T00:02:52.5   48.001997   -0.063  -4.681   2.400    4.195  -2.167   2.319    0.122   1599.07  -563.02   740.18   1210.51  1171.57   764.17  0
1998-02-17T00:02:57.5   48.002054   -0.163  -4.771   1.349    4.227  -2.269   1.265    0.353   1602.02  -564.25   732.72   1212.85  1173.90   756.76  0
1998-02-17T00:03:02.5   48.002112   -0.293  -5.033   0.845    4.402  -2.487   0.754    0.272   1604.93  -565.46   725.25   1215.15  1176.20   749.33  0
1998-02-17T00:03:07.5   48.002170   -0.155  -5.006   1.062    4.440  -2.357   0.974    0.231   1607.82  -566.66   717.76   1217.44  1178.48   741.88  0
1998-02-17T00:03:12.5   48.002228    0.194  -4.306   2.358    3.970  -1.771   2.289    0.269   1610.67  -567.85   710.25   1219.69  1180.74   734.42  0
1998-02-17T00:03:17.5   48.002286    0.211  -5.195   1.685    4.773  -2.127   1.601    0.431   1613.49  -569.03   702.73   1221.93  1182.97   726.94  0
1998-02-17T00:03:22.5   48.002344    0.504  -4.277   1.868    4.078  -1.467   1.806    0.235   1616.28  -570.19   695.20   1224.14  1185.18   719.45  0
1998-02-17T00:03:27.5   48.002402    0.349  -4.722   1.952    4.410  -1.803   1.879    0.305   1619.04  -571.35   687.65   1226.32  1187.37   711.94  0
1998-02-17T00:03:32.5   48.002459   -0.372  -4.723   1.254    4.091  -2.433   1.166    0.313   1621.77  -572.49   680.09   1228.49  1189.54   704.43  0
1998-02-17T00:03:37.5   48.002517   -0.330  -4.898   0.873    4.265  -2.461   0.783    0.188   1624.47  -573.63   672.52   1230.63  1191.68   696.90  0
1998-02-17T00:03:42.5   48.002575    0.493  -4.343   0.795    4.125  -1.477   0.731    0.272   1627.13  -574.75   664.93   1232.75  1193.80   689.35  0
1998-02-17T00:03:47.5   48.002633   -0.441  -4.630   1.181    3.977  -2.452   1.093    0.383   1629.77  -575.87   657.34   1234.84  1195.90   681.79  0
