1998-08-09T00:00:07.5  221.000087    8.415  -1.527   1.347    8.506   0.814   1.392    0.017     48.66    24.17  1850.22     26.19    84.51  1848.90  0
1998-08-09T00:00:12.5  221.000145    8.408  -1.491   1.355    8.490   0.847   1.399    0.021     42.52    18.88  1850.49     21.69    77.78  1849.32  0
1998-08-09T00:00:17.5  221.000203    8.464  -1.450   1.359    8.533   0.902   1.402    0.042     36.38    13.58  1850.73     17.18    71.04  1849.70  0
1998-08-09T00:00:22.5  221.000260    8.395  -1.479   1.417    8.474   0.857   1.461    0.043     30.24     8.29  1850.94     12.68    64.31  1850.04  0
1998-08-09T00:00:27.5  221.000318    8.347  -1.487   1.462    8.430   0.838   1.506    0.128     24.10     3.00  1851.10      8.18    57.57  1850.35  0
1998-08-09T00:00:32.5  221.000376    8.444  -1.630   1.465    8.561   0.726   1.512    0.039     17.96    -2.29  1851.24      3.68    50.84  1850.63  0
1998-08-09T00:00:37.5  221.000434    8.351  -1.702   1.519    8.490   0.633   1.569    0.256     11.83    -7.58  1851.34     -0.82    44.11  1850.87  0
1998-08-09T00:00:42.5  221.000492    8.409  -1.765   1.548    8.563   0.589   1.600    0.024      5.69   -12.87  1851.40     -5.33    37.37  1851.07  0
1998-08-09T00:00:47.5  221.000550    8.426  -1.834   1.503    8.598   0.526   1.557    0.085     -0.45   -18.16  1851.43     -9.83    30.63  1851.24  0
1998-08-09T00:00:52.5  221.000608    8.426  -1.669   1.490    8.554   0.684   1.538    0.137     -6.59   -23.45  1851.43    -14.33    23.90  1851.38  0
1998-08-09T00:00:57.5  221.000666    8.480  -1.718   1.473    8.620   0.651   1.523    0.034    -12.73   -28.74  1851.39    -18.83    17.16  1851.48  0
1998-08-09T00:01:02.5  221.000723    8.418  -1.751   1.489    8.568   0.604   1.540    0.060    -18.87   -34.03  1851.31    -23.33    10.42  1851.54  0
1998-08-09T00:01:07.5  221.000781    8.365  -1.664   1.427    8.494   0.672   1.475    0.026    -25.00   -39.32  1851.19    -27.83     3.69  1851.57  0
1998-08-09T00:01:12.5  221.000839    8.392  -1.693   1.471    8.527   0.653   1.521    0.035    -31.14   -44.60  1851.04    -32.33    -3.05  1851.56  0
1998-08-09T00:01:17.5  221.000897    8.386  -1.570   1.516    8.489   0.770   1.562    0.023    -37.28   -49.89  1850.85    -36.83    -9.79  1851.51  0
1998-08-09T00:01:22.5  221.000955    8.486  -1.723   1.397    8.627   0.647   1.448    0.034    -43.42   -55.17  1850.63    -41.33   -16.53  1851.42  0
1998-08-09T00:01:27.5  221.001013    8.374  -1.882   1.295    8.562   0.461   1.349    0.049    -49.56   -60.46  1850.37    -45.82   -23.27  1851.30  0
1998-08-09T00:01:32.5  221.001071    8.407  -1.857   1.386    8.586   0.497   1.440    0.044    -55.70   -65.74  1850.07    -50.32   -30.01  1851.15  0
1998-08-09T00:01:37.5  221.001128    8.351  -1.819   1.586    8.521   0.524   1.638    0.049    -61.83   -71.02  1849.74    -54.82   -36.74  1850.96  0
1998-08-09T00:01:42.5  221.001186    8.319  -1.729   1.676    8.466   0.604   1.726    0.029    -67.97   -76.30  1849.38    -59.31   -43.48  1850.74  0
1998-08-09T00:01:47.5  221.001244    8.339  -1.693   1.637    8.475   0.644   1.686    0.025    -74.10   -81.58  1848.98    -63.81   -50.22  1850.48  0
1998-08-09T00:01:52.5  221.001302    8.360  -1.706   1.599    8.500   0.635   1.648    0.022    -80.23   -86.86  1848.55    -68.30   -56.96  1850.19  0
1998-08-09T00:01:57.5  221.001360    8.402  -1.714   1.564    8.542   0.638   1.614    0.022    -86.37   -92.13  1848.08    -72.79   -63.69  1849.86  0
