1998-08-20T00:00:02.5  232.000029   10.425  -3.060   5.267   -7.483   8.022   5.042    0.307    163.01   667.26 -1698.20   -473.67  -540.45 -1685.01  0
1998-08-20T00:00:07.5  232.000087   10.352  -3.036   5.165   -7.432   7.963   4.942    0.166    161.16   659.90 -1701.29   -468.36  -535.11 -1688.24  0
1998-08-20T00:00:12.5  232.000145   10.113  -3.649   5.059   -6.918   8.369   4.825    0.543    159.30   652.53 -1704.35   -463.04  -529.76 -1691.43  0
1998-08-20T00:00:17.5  232.000203    9.600  -4.652   5.149   -5.971   8.981   4.900    0.425    157.44   645.15 -1707.38   -457.71  -524.40 -1694.59  0
1998-08-20T00:00:22.5  232.000260    9.217  -4.874   4.753   -5.527   8.970   4.505    0.238    155.58   637.76 -1710.37   -452.37  -519.04 -1697.72  0
1998-08-20T00:00:27.5  232.000318    8.951  -5.263   4.583   -5.101   9.168   4.331    0.377    153.71   630.35 -1713.32   -447.03  -513.66 -1700.81  0
1998-08-20T00:00:32.5  232.000376    8.184  -6.098   4.530   -4.019   9.502   4.270    0.303    151.85   622.94 -1716.24   -441.68  -508.27 -1703.87  0
1998-08-20T00:00:37.5  232.000434    7.847  -7.104   3.417   -3.221  10.173   3.140    0.341    149.98   615.51 -1719.13   -436.32  -502.87 -1706.90  0
1998-08-20T00:00:42.5  232.000492    7.011  -7.886   3.085   -2.105  10.420   2.803    0.279    148.10   608.07 -1721.99   -430.95  -497.47 -1709.90  0
1998-08-20T00:00:47.5  232.000550    3.962 -11.507   3.315    2.351  12.025   2.997    1.330    146.22   600.62 -1724.81   -425.57  -492.05 -1712.86  0
1998-08-20T00:00:52.5  232.000608    5.819  -6.140   0.669   -1.947   8.247   0.445    2.544    144.34   593.16 -1727.60   -420.19  -486.63 -1715.78  0
1998-08-20T00:00:57.5  232.000666   11.106  -4.587   0.024   -7.299   9.542  -0.244    0.595    142.46   585.69 -1730.35   -414.80  -481.19 -1718.68  0
1998-08-20T00:01:02.5  232.000723   11.036  -4.652  -0.825   -7.203   9.541  -1.093    0.139    140.57   578.20 -1733.07   -409.40  -475.75 -1721.53  0
1998-08-20T00:01:07.5  232.000781   11.442  -4.717  -0.547   -7.523   9.808  -0.822    0.335    138.69   570.70 -1735.75   -403.99  -470.29 -1724.35  0
1998-08-20T00:01:12.5  232.000839   11.842  -4.820  -0.579   -7.817  10.097  -0.863    0.152    136.79   563.19 -1738.40   -398.57  -464.83 -1727.14  0
1998-08-20T00:01:17.5  232.000897   11.956  -4.739  -0.284   -7.956  10.092  -0.568    0.262    134.90   555.67 -1741.01   -393.14  -459.35 -1729.89  0
1998-08-20T00:01:22.5  232.000955   11.947  -4.478  -0.383   -8.080   9.860  -0.661    0.139    133.00   548.13 -1743.59   -387.70  -453.87 -1732.61  0
1998-08-20T00:01:27.5  232.001013   11.938  -4.191   0.248   -8.217   9.624  -0.024    0.179    131.10   540.59 -1746.13   -382.26  -448.37 -1735.29  0
1998-08-20T00:01:32.5  232.001071   12.109  -3.687   0.432   -8.619   9.279   0.170    0.146    129.19   533.03 -1748.64   -376.81  -442.87 -1737.94  0
1998-08-20T00:01:37.5  232.001128   11.834  -3.711  -0.005   -8.368   9.150  -0.264    0.231    127.28   525.47 -1751.11   -371.35  -437.36 -1740.55  0
1998-08-20T00:01:42.5  232.001186   11.326  -3.710  -0.582   -7.929   8.878  -0.833    0.240    125.37   517.89 -1753.55   -365.88  -431.84 -1743.14  0
1998-08-20T00:01:47.5  232.001244   11.822  -3.869   0.016   -8.280   9.280  -0.246    0.238    123.46   510.30 -1755.96   -360.41  -426.31 -1745.69  0
1998-08-20T00:01:52.5  232.001302   12.176  -3.698   0.216   -8.671   9.315  -0.048    0.085    121.55   502.71 -1758.34   -354.93  -420.77 -1748.20  0
1998-08-20T00:01:57.5  232.001360   12.195  -3.332   0.319   -8.872   9.011   0.064    0.165    119.63   495.10 -1760.67   -349.44  -415.23 -1750.68  0
1998-08-20T00:02:02.5  232.001418   12.390  -3.023   0.509   -9.196   8.847   0.257    0.151    117.71   487.48 -1762.98   -343.95  -409.68 -1753.12  0
1998-08-20T00:02:07.5  232.001476   12.544  -2.225  -0.554   -9.728   8.206  -0.789    0.162    115.78   479.86 -1765.24   -338.45  -404.11 -1755.53  0
1998-08-20T00:02:12.5  232.001534   12.663  -1.632  -0.645  -10.129   7.751  -0.869    0.197    113.86   472.22 -1767.47   -332.94  -398.54 -1757.90  0
1998-08-20T00:02:17.5  232.001591   12.935  -1.332  -1.326  -10.514   7.610  -1.547    0.179    111.93   464.58 -1769.66   -327.43  -392.97 -1760.23  0
1998-08-20T00:02:22.5  232.001649   13.152  -1.527  -1.847  -10.603   7.873  -2.075    0.131    110.00   456.92 -1771.81   -321.90  -387.38 -1762.53  0
1998-08-20T00:02:27.5  232.001707   13.185  -1.784  -1.976  -10.502   8.108  -2.211    0.154    108.07   449.26 -1773.94   -316.38  -381.79 -1764.80  0
1998-08-20T00:02:32.5  232.001765   13.339  -1.825  -1.830  -10.616   8.225  -2.068    0.252    106.13   441.59 -1776.02   -310.84  -376.19 -1767.03  0
1998-08-20T00:02:37.5  232.001823   13.369  -2.788  -2.814  -10.157   9.045  -3.073    0.208    104.19   433.91 -1778.08   -305.30  -370.58 -1769.22  0
1998-08-20T00:02:42.5  232.001881   13.034  -2.504  -3.028  -10.009   8.626  -3.276    0.161    102.26   426.22 -1780.10   -299.76  -364.96 -1771.39  0
1998-08-20T00:02:47.5  232.001939   12.355  -3.164  -3.399   -9.090   8.846  -3.652    0.143    100.31   418.52 -1782.08   -294.21  -359.34 -1773.52  0
1998-08-20T00:02:52.5  232.001997   12.043  -3.612  -3.483   -8.595   9.074  -3.741    0.123     98.37   410.82 -1784.04   -288.65  -353.71 -1775.61  0
1998-08-20T00:02:57.5  232.002054   12.006  -3.686  -3.342   -8.526   9.123  -3.601    0.126     96.42   403.10 -1785.95   -283.09  -348.08 -1777.67  0
1998-08-20T00:03:02.5  232.002112   12.013  -3.370  -2.985   -8.692   8.862  -3.238    0.110     94.48   395.38 -1787.83   -277.52  -342.43 -1779.69  0
1998-08-20T00:03:07.5  232.002170   11.670  -3.761  -3.198   -8.199   9.022  -3.454    0.147     92.53   387.65 -1789.67   -271.95  -336.78 -1781.67  0
1998-08-20T00:03:12.5  232.002228   11.440  -3.953  -3.192   -7.903   9.074  -3.449    0.119     90.57   379.91 -1791.47   -266.37  -331.12 -1783.62  0
1998-08-20T00:03:17.5  232.002286   11.551  -4.202  -3.191   -7.875   9.345  -3.455    0.099     88.62   372.17 -1793.24   -260.78  -325.46 -1785.53  0
1998-08-20T00:03:22.5  232.002344   11.603  -4.331  -3.098   -7.855   9.484  -3.366    0.152     86.66   364.42 -1794.97   -255.19  -319.79 -1787.41  0
1998-08-20T00:03:27.5  232.002402   11.780  -4.284  -3.043   -8.032   9.534  -3.313    0.090     84.70   356.66 -1796.66   -249.59  -314.11 -1789.25  0
1998-08-20T00:03:32.5  232.002459   12.041  -4.242  -3.123   -8.279   9.627  -3.396    0.097     82.74   348.89 -1798.32   -243.99  -308.43 -1791.05  0
1998-08-20T00:03:37.5  232.002517   12.318  -4.227  -3.016   -8.527   9.755  -3.293    0.106     80.78   341.12 -1799.95   -238.39  -302.74 -1792.83  0
1998-08-20T00:03:42.5  232.002575   12.389  -4.379  -2.985   -8.512   9.923  -3.265    0.098     78.82   333.34 -1801.54   -232.78  -297.05 -1794.57  0
1998-08-20T00:03:47.5  232.002633   12.463  -4.362  -2.985   -8.584   9.945  -3.267    0.068     76.85   325.55 -1803.10   -227.16  -291.35 -1796.27  0
1998-08-20T00:03:52.5  232.002691   12.529  -4.342  -2.893   -8.652   9.964  -3.175    0.084     74.88   317.76 -1804.63   -221.55  -285.64 -1797.94  0
1998-08-20T00:03:57.5  232.002749   12.658  -4.214  -2.908   -8.827   9.917  -3.189    0.157     72.92   309.96 -1806.11   -215.92  -279.93 -1799.57  0
1998-08-20T00:04:02.5  232.002807   12.686  -4.216  -3.314   -8.850   9.922  -3.596    0.127     70.94   302.15 -1807.56   -210.29  -274.21 -1801.16  0
1998-08-20T00:04:07.5  232.002865   12.676  -4.202  -3.662   -8.848   9.895  -3.942    0.135     68.97   294.34 -1808.97   -204.66  -268.49 -1802.72  0
1998-08-20T00:04:12.5  232.002922   12.659  -4.277  -3.742   -8.796   9.950  -4.025    0.103     67.00   286.52 -1810.34   -199.03  -262.76 -1804.24  0
1998-08-20T00:04:17.5  232.002980   12.556  -4.128  -3.141   -8.783   9.784  -3.419    0.163     65.02   278.70 -1811.68   -193.39  -257.02 -1805.72  0
1998-08-20T00:04:22.5  232.003038   12.576  -4.267  -3.310   -8.730   9.910  -3.591    0.205     63.05   270.87 -1812.98   -187.74  -251.28 -1807.17  0
1998-08-20T00:04:27.5  232.003096   12.315  -3.888  -2.818   -8.695   9.465  -3.086    0.144     61.07   263.04 -1814.25   -182.09  -245.54 -1808.58  0
1998-08-20T00:04:32.5  232.003154   12.075  -3.831  -2.580   -8.517   9.301  -2.844    0.096     59.09   255.20 -1815.48   -176.44  -239.79 -1809.96  0
1998-08-20T00:04:37.5  232.003212   12.133  -3.893  -2.470   -8.536   9.387  -2.737    0.101     57.11   247.36 -1816.67   -170.79  -234.04 -1811.30  0
1998-08-20T00:04:42.5  232.003270   12.151  -4.063  -2.529   -8.466   9.541  -2.799    0.100     55.12   239.51 -1817.84   -165.13  -228.28 -1812.61  0
1998-08-20T00:04:47.5  232.003328   12.134  -4.040  -2.389   -8.464   9.516  -2.659    0.259     53.14   231.65 -1818.96   -159.47  -222.52 -1813.88  0
1998-08-20T00:04:52.5  232.003385   12.065  -4.020  -2.097   -8.415   9.472  -2.365    0.518     51.16   223.80 -1820.05   -153.81  -216.75 -1815.12  0
1998-08-20T00:04:57.5  232.003443   12.264  -3.693  -2.036   -8.751   9.291  -2.300    0.194     49.17   215.94 -1821.11   -148.14  -210.98 -1816.32  0
1998-08-20T00:05:02.5  232.003501   12.407  -3.683  -1.937   -8.880   9.357  -2.203    0.102     47.18   208.07 -1822.12   -142.47  -205.20 -1817.48  0
1998-08-20T00:05:07.5  232.003559   12.507  -3.682  -2.125   -8.967   9.401  -2.393    0.164     45.19   200.20 -1823.10   -136.79  -199.43 -1818.61  0
