1999-04-07T00:00:02.5   97.000029   -4.311  -2.979  -1.217    1.392  -5.039  -1.268    0.080    404.19 -1483.06   872.00   1512.20  -130.47   905.24  0
1999-04-07T00:00:07.5   97.000087   -4.052  -2.643  -1.284    1.164  -4.681  -1.335    0.200    405.28 -1486.99   864.73   1516.44  -130.62   898.06  0
1999-04-07T00:00:12.5   97.000145   -3.062  -2.848  -0.927    1.680  -3.824  -0.951    0.295    406.36 -1490.89   857.44   1520.64  -130.77   890.86  0
1999-04-07T00:00:17.5   97.000203   -2.971  -2.947  -0.414    1.792  -3.779  -0.435    0.404    407.43 -1494.75   850.13   1524.80  -130.92   883.64  0
1999-04-07T00:00:22.5   97.000260   -3.677  -2.614  -1.259    1.262  -4.319  -1.302    0.072    408.48 -1498.58   842.81   1528.93  -131.06   876.41  0
1999-04-07T00:00:27.5   97.000318   -3.300  -3.005  -1.547    1.763  -4.090  -1.574    0.098    409.53 -1502.37   835.47   1533.03  -131.21   869.16  0
1999-04-07T00:00:32.5   97.000376   -2.763  -3.240  -1.473    2.162  -3.665  -1.483    0.896    410.57 -1506.13   828.11   1537.10  -131.35   861.89  0
1999-04-07T00:00:37.5   97.000434   -3.038  -3.411  -1.812    2.239  -3.974  -1.826    0.281    411.61 -1509.86   820.73   1541.13  -131.48   854.60  0
1999-04-07T00:00:42.5   97.000492   -3.378  -3.384  -1.647    2.096  -4.288  -1.669    0.157    412.63 -1513.56   813.34   1545.13  -131.62   847.30  0
1999-04-07T00:00:47.5   97.000550   -3.601  -3.432  -2.279    2.081  -4.505  -2.306    0.097    413.64 -1517.22   805.93   1549.09  -131.75   839.97  0
1999-04-07T00:00:52.5   97.000608   -3.899  -3.305  -2.132    1.859  -4.745  -2.168    0.063    414.65 -1520.86   798.50   1553.02  -131.88   832.63  0
1999-04-07T00:00:57.5   97.000666   -4.693  -3.167  -1.589    1.450  -5.455  -1.646    0.130    415.64 -1524.45   791.06   1556.92  -132.00   825.27  0
1999-04-07T00:01:02.5   97.000723   -4.884  -2.913  -0.780    1.129  -5.564  -0.846    0.149    416.63 -1528.01   783.60   1560.77  -132.12   817.89  0
1999-04-07T00:01:07.5   97.000781   -4.716  -2.886  -0.883    1.162  -5.395  -0.946    0.106    417.60 -1531.54   776.11   1564.60  -132.24   810.49  0
1999-04-07T00:01:12.5   97.000839   -4.319  -2.570  -1.515    1.012  -4.904  -1.573    0.121    418.57 -1535.03   768.61   1568.38  -132.36   803.08  0
1999-04-07T00:01:17.5   97.000897   -4.109  -2.281  -1.661    0.813  -4.608  -1.718    0.055    419.52 -1538.49   761.09   1572.13  -132.47   795.64  0
1999-04-07T00:01:22.5   97.000955   -4.032  -2.388  -1.414    0.934  -4.575  -1.468    0.155    420.47 -1541.91   753.56   1575.85  -132.58   788.18  0
1999-04-07T00:01:27.5   97.001013   -3.764  -2.728  -0.964    1.333  -4.444  -1.006    0.096    421.41 -1545.30   746.00   1579.54  -132.69   780.71  0
1999-04-07T00:01:32.5   97.001071   -3.914  -3.117  -0.443    1.638  -4.724  -0.484    0.102    422.33 -1548.65   738.43   1583.18  -132.80   773.22  0
1999-04-07T00:01:37.5   97.001128   -3.678  -3.735  -0.794    2.308  -4.703  -0.818    0.123    423.25 -1551.98   730.85   1586.80  -132.90   765.71  0
1999-04-07T00:01:42.5   97.001186   -3.799  -3.837  -1.553    2.381  -4.838  -1.578    0.071    424.16 -1555.27   723.25   1590.38  -133.00   758.19  0
1999-04-07T00:01:47.5   97.001244   -3.728  -3.210  -1.919    1.822  -4.556  -1.953    0.160    425.07 -1558.52   715.63   1593.93  -133.09   750.65  0
1999-04-07T00:01:52.5   97.001302   -3.477  -2.855  -2.309    1.581  -4.194  -2.343    0.096    425.96 -1561.75   708.00   1597.44  -133.19   743.10  0
1999-04-07T00:01:57.5   97.001360   -4.038  -3.470  -2.735    1.983  -4.921  -2.771    0.487    426.84 -1564.93   700.35   1600.92  -133.28   735.52  0
1999-04-07T00:02:02.5   97.001418   -3.727  -3.603  -3.955    2.240  -4.653  -3.982    0.258    427.71 -1568.09   692.68   1604.36  -133.36   727.93  0
1999-04-07T00:02:07.5   97.001476   -3.978  -2.673  -1.913    1.233  -4.612  -1.961    0.374    428.57 -1571.20   685.00   1607.76  -133.45   720.33  0
1999-04-07T00:02:12.5   97.001534   -4.580  -2.898  -0.944    1.221  -5.269  -1.002    0.210    429.42 -1574.28   677.31   1611.12  -133.53   712.70  0
1999-04-07T00:02:17.5   97.001591   -4.451  -2.970  -0.600    1.325  -5.178  -0.655    0.201    430.27 -1577.32   669.59   1614.45  -133.61   705.06  0
