1999-05-07T00:28:17.5  127.019647   -6.261   2.189   0.400   -3.581  -5.590   0.284    0.028    333.30   911.71  1489.24   -850.61   529.40  1468.45  1
1999-05-07T00:28:22.5  127.019705   -6.195   2.205   0.546   -3.585  -5.522   0.431    0.047    330.88   905.18  1493.72   -844.95   525.51  1473.07  1
1999-05-07T00:28:27.5  127.019763   -5.930   3.200   0.315   -4.486  -5.035   0.177    0.128    328.45   898.64  1498.18   -839.27   521.61  1477.67  1
1999-05-07T00:28:32.5  127.019821   -5.887   3.482   0.028   -4.742  -4.927  -0.117    0.062    326.01   892.08  1502.60   -833.58   517.71  1482.24  1
1999-05-07T00:28:37.5  127.019878   -5.786   3.728  -0.010   -4.958  -4.772  -0.161    0.100    323.56   885.50  1506.99   -827.86   513.79  1486.77  1
1999-05-07T00:28:42.5  127.019936   -6.139   1.411   0.494   -2.798  -5.651   0.399    0.152    321.11   878.90  1511.35   -822.13   509.86  1491.28  1
1999-05-07T00:28:47.5  127.019994   -6.036   1.662   0.749   -3.025  -5.494   0.649    0.043    318.65   872.28  1515.68   -816.39   505.91  1495.75  1
1999-05-07T00:28:52.5  127.020052   -6.065   0.679   1.060   -2.085  -5.749   0.985    0.082    316.18   865.65  1519.98   -810.62   501.96  1500.19  1
1999-05-07T00:28:57.5  127.020110   -6.035   1.131   1.100   -2.518  -5.616   1.014    0.082    313.71   858.99  1524.24   -804.84   498.00  1504.60  1
1999-05-07T00:29:02.5  127.020168   -5.978   1.604   1.015   -2.963  -5.452   0.917    0.128    311.23   852.32  1528.46   -799.04   494.03  1508.97  1
1999-05-07T00:29:07.5  127.020226   -6.052   2.029   0.838   -3.389  -5.425   0.729    0.109    308.74   845.62  1532.66   -793.22   490.04  1513.31  1
1999-05-07T00:29:12.5  127.020284   -6.068   2.119   0.753   -3.477  -5.420   0.641    0.073    306.24   838.91  1536.81   -787.38   486.04  1517.61  1
1999-05-07T00:29:17.5  127.020341   -5.828   1.958   0.940   -3.271  -5.224   0.834    0.041    303.74   832.18  1540.94   -781.52   482.03  1521.88  1
1999-05-07T00:29:22.5  127.020399   -5.352   2.511   0.974   -3.699  -4.634   0.859    0.051    301.23   825.43  1545.02   -775.65   478.02  1526.12  1
1999-05-07T00:29:27.5  127.020457   -5.113   3.785   0.506   -4.872  -4.107   0.361    0.350    298.71   818.66  1549.08   -769.76   473.99  1530.32  1
1999-05-07T00:29:32.5  127.020515   -5.748   2.937   0.254   -4.186  -4.919   0.124    0.051    296.19   811.88  1553.11   -763.86   469.95  1534.50  1
1999-05-07T00:29:37.5  127.020573   -5.725   3.427   0.303   -4.659  -4.783   0.161    0.056    293.66   805.08  1557.10   -757.94   465.90  1538.64  1
1999-05-07T00:29:42.5  127.020631   -5.975   1.912   0.376   -3.244  -5.377   0.270    0.144    291.12   798.26  1561.06   -752.00   461.84  1542.74  1
1999-05-07T00:29:47.5  127.020689   -6.309   0.622   0.226   -2.062  -5.997   0.150    0.348    288.58   791.42  1564.98   -746.05   457.77  1546.82  1
1999-05-07T00:29:52.5  127.020747   -6.297   1.071   0.719   -2.509  -5.884   0.632    0.263    286.03   784.57  1568.87   -740.08   453.69  1550.86  1
1999-05-07T00:29:57.5  127.020804   -6.309   2.940  -0.042   -4.309  -5.463  -0.176    0.173    283.48   777.70  1572.73   -734.09   449.61  1554.87  1
1999-05-07T00:30:02.5  127.020862   -6.399   1.350   0.482   -2.797  -5.918   0.387    0.089    280.91   770.81  1576.55   -728.09   445.51  1558.84  1
1999-05-07T00:30:07.5  127.020920   -6.319   0.956   0.721   -2.402  -5.932   0.637    0.129    278.35   763.91  1580.34   -722.07   441.40  1562.78  1
1999-05-07T00:30:12.5  127.020978   -6.487   1.204   0.537   -2.677  -6.037   0.445    0.094    275.77   756.99  1584.08   -716.04   437.28  1566.68  1
1999-05-07T00:30:17.5  127.021036   -6.525   1.607   0.325   -3.072  -5.982   0.223    0.120    273.19   750.05  1587.80   -709.99   433.15  1570.54  1
1999-05-07T00:30:22.5  127.021094   -6.454   1.929   0.187   -3.365  -5.838   0.077    0.087    270.60   743.09  1591.48   -703.92   429.02  1574.37  1
1999-05-07T00:30:27.5  127.021152   -6.660   0.876   0.295   -2.390  -6.282   0.210    0.132    268.01   736.12  1595.12   -697.84   424.87  1578.17  1
1999-05-07T00:30:32.5  127.021209   -6.683  -0.187   0.603   -1.371  -6.549   0.544    0.096    265.41   729.13  1598.73   -691.74   420.71  1581.93  1
1999-05-07T00:30:37.5  127.021267   -6.752   0.694   0.549   -2.241  -6.413   0.467    0.160    262.81   722.13  1602.31   -685.63   416.55  1585.67  1
1999-05-07T00:30:42.5  127.021325   -6.642  -0.570   0.902   -0.996  -6.598   0.853    0.071    260.20   715.12  1605.85   -679.51   412.37  1589.36  1
1999-05-07T00:30:47.5  127.021383   -6.593  -0.560   1.041   -0.998  -6.549   0.993    0.060    257.58   708.08  1609.36   -673.37   408.19  1593.03  1
1999-05-07T00:30:52.5  127.021441   -6.705  -0.429   0.990   -1.150  -6.627   0.937    0.068    254.96   701.04  1612.84   -667.21   404.00  1596.66  1
1999-05-07T00:30:57.5  127.021499   -6.772  -0.647   0.915   -0.951  -6.742   0.868    0.070    252.33   693.97  1616.28   -661.04   399.80  1600.25  1
1999-05-07T00:31:02.5  127.021557   -6.677  -0.480   0.913   -1.092  -6.612   0.862    0.069    249.70   686.90  1619.68   -654.86   395.59  1603.81  1
1999-05-07T00:31:07.5  127.021615   -6.646   1.936   0.373   -3.421  -6.025   0.260    0.169    247.06   679.80  1623.05   -648.66   391.37  1607.33  1
1999-05-07T00:31:12.5  127.021672   -6.750   2.590  -0.227   -4.064  -5.973  -0.357    0.128    244.41   672.69  1626.37   -642.45   387.15  1610.82  1
1999-05-07T00:31:17.5  127.021730   -6.966   0.777  -0.257   -2.349  -6.600  -0.343    0.066    241.76   665.57  1629.67   -636.22   382.91  1614.26  1
1999-05-07T00:31:22.5  127.021788   -6.845  -0.979   0.353   -0.629  -6.888   0.313    0.111    239.10   658.43  1632.92   -629.98   378.67  1617.68  1
1999-05-07T00:31:27.5  127.021846   -6.687  -1.163   0.661   -0.422  -6.778   0.627    0.127    236.44   651.28  1636.15   -623.72   374.42  1621.06  1
1999-05-07T00:31:32.5  127.021904   -6.565  -1.748   0.947    0.167  -6.794   0.930    0.111    233.78   644.11  1639.33   -617.45   370.16  1624.40  1
1999-05-07T00:31:37.5  127.021962   -6.618   0.931   0.811   -2.448  -6.229   0.724    0.246    231.10   636.93  1642.49   -611.17   365.89  1627.71  1
1999-05-07T00:31:42.5  127.022020   -6.825   1.994   0.361   -3.517  -6.185   0.245    0.119    228.43   629.74  1645.61   -604.88   361.61  1630.99  1
1999-05-07T00:31:47.5  127.022078   -6.702   0.295   0.622   -1.843  -6.457   0.550    0.084    225.75   622.53  1648.69   -598.57   357.33  1634.23  1
