1998-11-23T00:00:02.5  327.000029   -0.213  -5.118   1.593   -3.621   3.574   1.698    0.041   -171.10 -1781.83   453.48  -1198.80  1316.84   488.49  1
1998-11-23T00:00:07.5  327.000087    0.136  -5.021   2.102   -3.769   3.249   2.210    0.025   -171.28 -1783.77   445.58  -1200.36  1318.27   480.63  1
1998-11-23T00:00:12.5  327.000145    0.622  -4.933   2.832   -4.008   2.827   2.946    0.073   -171.45 -1785.68   437.68  -1201.89  1319.68   472.77  1
1998-11-23T00:00:17.5  327.000203    1.030  -4.949   3.031   -4.287   2.534   3.152    0.035   -171.62 -1787.55   429.77  -1203.40  1321.05   464.89  1
1998-11-23T00:00:22.5  327.000260    0.784  -5.322   1.572   -4.440   2.968   1.698    0.052   -171.79 -1789.39   421.85  -1204.88  1322.41   457.02  1
1998-11-23T00:00:27.5  327.000318   -0.008  -5.365  -1.282   -4.020   3.593  -1.167    0.164   -171.95 -1791.19   413.92  -1206.35  1323.73   449.13  1
1998-11-23T00:00:32.5  327.000376   -1.400  -4.902  -1.869   -2.762   4.319  -1.787    0.263   -172.11 -1792.96   405.99  -1207.78  1325.03   441.24  1
1998-11-23T00:00:37.5  327.000434   -1.367  -4.782   0.436   -2.633   4.211   0.515    0.117   -172.27 -1794.69   398.05  -1209.20  1326.31   433.34  1
1998-11-23T00:00:42.5  327.000492   -0.393  -4.998   1.987   -3.402   3.627   2.087    0.129   -172.43 -1796.39   390.11  -1210.59  1327.56   425.43  1
1998-11-23T00:00:47.5  327.000550    0.079  -4.924   2.958   -3.636   3.225   3.063    0.071   -172.58 -1798.06   382.15  -1211.96  1328.79   417.51  1
1998-11-23T00:00:52.5  327.000608    0.053  -4.987   3.160   -3.660   3.285   3.266    0.034   -172.73 -1799.69   374.19  -1213.31  1329.99   409.59  1
1998-11-23T00:00:57.5  327.000666    0.216  -5.126   2.995   -3.876   3.257   3.107    0.036   -172.87 -1801.29   366.22  -1214.63  1331.16   401.65  1
1998-11-23T00:01:02.5  327.000723    0.316  -5.223   2.802   -4.021   3.249   2.917    0.022   -173.01 -1802.85   358.25  -1215.93  1332.31   393.71  1
1998-11-23T00:01:07.5  327.000781    0.374  -5.276   2.749   -4.101   3.240   2.867    0.026   -173.15 -1804.37   350.27  -1217.20  1333.43   385.76  1
1998-11-23T00:01:12.5  327.000839    0.437  -5.322   2.704   -4.178   3.224   2.824    0.035   -173.28 -1805.86   342.27  -1218.45  1334.52   377.80  1
1998-11-23T00:01:17.5  327.000897    0.495  -5.370   2.679   -4.253   3.213   2.801    0.026   -173.41 -1807.31   334.28  -1219.68  1335.59   369.84  1
1998-11-23T00:01:22.5  327.000955    0.590  -5.448   2.650   -4.376   3.195   2.775    0.037   -173.54 -1808.73   326.27  -1220.88  1336.63   361.86  1
1998-11-23T00:01:27.5  327.001013    0.640  -5.442   2.629   -4.405   3.154   2.755    0.033   -173.66 -1810.11   318.26  -1222.05  1337.64   353.88  1
1998-11-23T00:01:32.5  327.001071    0.575  -5.487   2.617   -4.396   3.231   2.743    0.039   -173.78 -1811.46   310.24  -1223.21  1338.63   345.90  1
1998-11-23T00:01:37.5  327.001128    0.552  -5.517   2.549   -4.404   3.269   2.675    0.019   -173.90 -1812.77   302.22  -1224.34  1339.60   337.90  1
1998-11-23T00:01:42.5  327.001186    0.835  -5.639   2.497   -4.685   3.141   2.630    0.038   -174.02 -1814.05   294.19  -1225.45  1340.54   329.90  1
1998-11-23T00:01:47.5  327.001244    1.115  -5.609   2.548   -4.849   2.912   2.685    0.031   -174.13 -1815.29   286.15  -1226.54  1341.45   321.89  1
1998-11-23T00:01:52.5  327.001302    1.127  -5.577   2.693   -4.829   2.880   2.830    0.021   -174.24 -1816.50   278.11  -1227.60  1342.34   313.88  1
1998-11-23T00:01:57.5  327.001360    1.167  -5.606   2.665   -4.878   2.870   2.803    0.020   -174.34 -1817.68   270.07  -1228.64  1343.20   305.86  1
1998-11-23T00:02:02.5  327.001418    1.195  -5.642   2.572   -4.926   2.873   2.712    0.022   -174.44 -1818.82   262.01  -1229.65  1344.04   297.83  1
1998-11-23T00:02:07.5  327.001476    1.089  -5.676   2.520   -4.882   2.975   2.658    0.024   -174.54 -1819.92   253.96  -1230.64  1344.84   289.80  1
1998-11-23T00:02:12.5  327.001534    1.001  -5.720   2.446   -4.858   3.071   2.583    0.017   -174.63 -1820.98   245.89  -1231.60  1345.62   281.76  1
1998-11-23T00:02:17.5  327.001591    1.054  -5.769   2.261   -4.935   3.064   2.401    0.023   -174.72 -1822.01   237.83  -1232.53  1346.38   273.72  1
1998-11-23T00:02:22.5  327.001649    1.190  -5.797   2.154   -5.050   2.981   2.296    0.016   -174.81 -1823.00   229.76  -1233.45  1347.10   265.67  1
1998-11-23T00:02:27.5  327.001707    1.248  -5.808   2.200   -5.095   2.945   2.344    0.023   -174.89 -1823.95   221.68  -1234.34  1347.80   257.62  1
1998-11-23T00:02:32.5  327.001765    1.215  -5.812   2.257   -5.075   2.973   2.400    0.028   -174.97 -1824.88   213.60  -1235.21  1348.48   249.56  1
1998-11-23T00:02:37.5  327.001823    1.144  -5.800   2.236   -5.019   3.017   2.378    0.024   -175.05 -1825.76   205.52  -1236.05  1349.13   241.50  1
1998-11-23T00:02:42.5  327.001881    1.144  -5.818   2.249   -5.032   3.030   2.391    0.030   -175.12 -1826.62   197.43  -1236.87  1349.76   233.43  1
1998-11-23T00:02:47.5  327.001939    1.122  -5.832   2.243   -5.028   3.054   2.385    0.033   -175.19 -1827.44   189.34  -1237.67  1350.36   225.36  1
1998-11-23T00:02:52.5  327.001997    1.126  -5.825   2.239   -5.025   3.047   2.381    0.026   -175.26 -1828.22   181.24  -1238.44  1350.93   217.28  1
1998-11-23T00:02:57.5  327.002054    1.069  -5.821   2.326   -4.982   3.087   2.467    0.022   -175.33 -1828.97   173.14  -1239.19  1351.48   209.20  1
1998-11-23T00:03:02.5  327.002112    1.063  -5.833   2.527   -4.982   3.098   2.668    0.026   -175.39 -1829.68   165.04  -1239.91  1351.99   201.12  1
1998-11-23T00:03:07.5  327.002170    1.038  -5.794   2.512   -4.936   3.092   2.652    0.039   -175.44 -1830.35   156.94  -1240.61  1352.49   193.03  1
1998-11-23T00:03:12.5  327.002228    1.004  -5.810   2.186   -4.934   3.128   2.326    0.047   -175.50 -1830.99   148.83  -1241.28  1352.95   184.94  1
1998-11-23T00:03:17.5  327.002286    1.066  -5.885   1.971   -5.037   3.132   2.113    0.017   -175.55 -1831.58   140.72  -1241.93  1353.39   176.84  1
1998-11-23T00:03:22.5  327.002344    1.070  -5.915   1.959   -5.063   3.149   2.102    0.024   -175.59 -1832.15   132.60  -1242.55  1353.80   168.74  1
1998-11-23T00:03:27.5  327.002402    1.165  -5.927   1.911   -5.136   3.086   2.057    0.022   -175.63 -1832.68   124.48  -1243.15  1354.18   160.64  1
1998-11-23T00:03:32.5  327.002459    1.240  -5.917   1.844   -5.181   3.024   1.990    0.025   -175.67 -1833.17   116.36  -1243.73  1354.54   152.53  1
