1998-12-01/10:00:02      138.300      69.8900      10.6800      58.0000      2.35910     0.529919    0.0349176
1998-12-01/10:00:23      132.530      69.7500      10.1600      63.0000      2.35343     0.453990    0.0365982
1998-12-01/10:00:43      135.680      68.8100      9.96000      65.0000      1.58638     0.422618    0.0250934
1998-12-01/10:01:03      135.200      67.9700      6.28000      67.0000      1.81141     0.390731    0.0291018
1998-12-01/10:01:22      140.600      66.7900      8.23000      67.0000      2.15767     0.390731    0.0346648
1998-12-01/10:01:42      142.260      66.3500      8.75000      64.0000      3.88985     0.438371    0.0610197
1998-12-01/10:02:02      143.840      64.3000      11.5000      64.0000      1.86319     0.438371    0.0292277
1998-12-01/10:02:22      144.660      63.1800      11.9700      64.0000      2.55251     0.438371    0.0400410
1998-12-01/10:02:42      146.130      62.0700      9.00000      65.0000      2.05132     0.422618    0.0324479
1998-12-01/10:03:01      146.200      60.5400      6.28000      47.0000      4.32215     0.681998    0.0551702
1998-12-01/10:03:21      145.990      59.7900      9.87000      42.0000      3.99400     0.743145    0.0466441
1998-12-01/10:03:41      145.060      58.7800      11.3300      62.0000      2.93155     0.469472    0.0451762
1998-12-01/10:04:01      144.870      57.5100      10.4600      70.0000      2.83748     0.342020    0.0465367
1998-12-01/10:04:21      145.730      56.5400      9.06000      67.0000      1.56737     0.390731    0.0251811
1998-12-01/10:04:41      145.290      55.5600      9.15000      65.0000      2.97444     0.422618    0.0470499
1998-12-01/10:05:01      145.290      54.4700      9.02000      60.0000      3.17715     0.500000    0.0480226
1998-12-01/10:05:21      145.440      53.1800      9.64000      63.0000      3.01723     0.453990    0.0469209
1998-12-01/10:05:41      146.240      52.0600      8.95000      68.0000      2.41315     0.374607    0.0390506
1998-12-01/10:06:01      146.750      50.7600      9.04000      36.0000      5.63087     0.809017    0.0577659
1998-12-01/10:06:20      147.390      49.5500      9.87000      66.0000      1.58863     0.406737    0.0253297
1998-12-01/10:06:40      147.900      48.4200      9.69000      63.0000      3.45764     0.453990    0.0537698
1998-12-01/10:07:00      147.990      47.5300      8.13000      69.0000      2.45938     0.358368    0.0400733
1998-12-01/10:07:20      148.210      46.8000      9.33000      66.0000      1.74178     0.406737    0.0277716
1998-12-01/10:07:40      148.000      45.8100      9.30000      64.0000      3.16159     0.438371    0.0495956
1998-12-01/10:07:59      147.940      44.8700      9.70000      60.0000      3.07917     0.500000    0.0465416
1998-12-01/10:08:20      147.730      44.2400      11.6400      61.0000      3.73865     0.484810    0.0570705
1998-12-01/10:08:40      146.340      43.2400      10.1200      64.0000      2.46981     0.438371    0.0387437
1998-12-01/10:09:00      147.320      41.7500      7.90000      56.0000      1.76984     0.559193    0.0256086
1998-12-01/10:09:20      148.170      39.5500      11.6400      57.0000      2.04105     0.544639    0.0298760
1998-12-01/10:09:39      148.290      38.3400      10.7900      59.0000      2.31453     0.515038    0.0346263
1998-12-01/10:09:59      149.190      37.1200      7.69000      53.0000      2.37413     0.601815    0.0330926
1998-12-01/10:10:19      148.480      36.2100      5.73000      60.0000      2.45967     0.500000    0.0371779
1998-12-01/10:10:39      148.920      34.7600      9.45000      53.0000      2.27823     0.601815    0.0317558
1998-12-01/10:10:59      149.100      33.3400      11.2300      52.0000      2.64459     0.615661    0.0363721
1998-12-01/10:11:18      148.680      32.7300      9.41000      56.0000      1.76984     0.559193    0.0256086
1998-12-01/10:11:38      148.800      31.6300      7.62000      53.0000      2.54888     0.601815    0.0355284
1998-12-01/10:11:58      148.800      30.7600      8.16000      46.0000      3.09065     0.694658    0.0388026
1998-12-01/10:12:19      148.990      29.1300      8.48000      51.0000      4.25030     0.629320    0.0576500
1998-12-01/10:12:39      149.000      27.5700      9.31000      49.0000      2.80401     0.656059    0.0369349
1998-12-01/10:12:59      149.740      26.2800      8.97000      44.0000      7.14918     0.719340    0.0866772
1998-12-01/10:13:19      149.720      25.5300      9.20000      42.0000      5.79798     0.743145    0.0677119
1998-12-01/10:13:38      149.580      24.8700      8.84000      24.0000      16.0765     0.913545     0.114125
1998-12-01/10:13:58      149.660      23.9000      8.82000      63.0000      9.40509     0.453990     0.146259
1998-12-01/10:14:18      149.560      22.5600      8.86000      49.0000      7.72989     0.656059     0.101819
