1999-06-06T00:00:02.5  157.000029   -1.048   4.443  -1.449   -4.504  -0.504  -1.550    0.421  -1136.95  -772.24  1115.26    598.51 -1211.81  1142.86  0
1999-06-06T00:00:07.5  157.000087   -0.819   4.580  -1.739   -4.604  -0.264  -1.845    0.183  -1141.31  -775.07  1108.75    600.94 -1216.54  1136.46  0
1999-06-06T00:00:12.5  157.000145   -0.391   4.554  -1.223   -4.537   0.164  -1.332    0.235  -1145.63  -777.88  1102.22    603.36 -1221.25  1130.03  0
1999-06-06T00:00:17.5  157.000203   -0.540   4.301  -0.983   -4.310  -0.013  -1.085    0.187  -1149.93  -780.67  1095.67    605.76 -1225.93  1123.58  0
1999-06-06T00:00:22.5  157.000260   -0.671   4.125  -1.203   -4.146  -0.167  -1.299    0.213  -1154.21  -783.44  1089.09    608.16 -1230.58  1117.11  0
1999-06-06T00:00:27.5  157.000318   -0.725   4.438  -1.366   -4.460  -0.184  -1.470    0.154  -1158.46  -786.20  1082.49    610.53 -1235.20  1110.62  0
1999-06-06T00:00:32.5  157.000376   -0.353   4.626  -2.562   -4.572   0.195  -2.673    0.278  -1162.68  -788.94  1075.87    612.90 -1239.79  1104.10  0
1999-06-06T00:00:37.5  157.000434   -0.659   4.064  -2.092   -4.064  -0.173  -2.186    0.262  -1166.88  -791.66  1069.23    615.25 -1244.36  1097.56  0
1999-06-06T00:00:42.5  157.000492   -0.620   4.553  -1.190   -4.566  -0.064  -1.297    0.327  -1171.06  -794.37  1062.56    617.59 -1248.90  1090.99  0
1999-06-06T00:00:47.5  157.000550   -0.522   5.108  -1.418   -5.099   0.099  -1.539    0.231  -1175.21  -797.05  1055.87    619.91 -1253.42  1084.41  0
1999-06-06T00:00:52.5  157.000608   -0.033   5.203  -1.562   -5.129   0.595  -1.690    0.192  -1179.33  -799.72  1049.16    622.22 -1257.90  1077.80  0
1999-06-06T00:00:57.5  157.000666    0.323   4.860  -1.323   -4.750   0.908  -1.446    0.244  -1183.43  -802.38  1042.43    624.52 -1262.36  1071.16  0
1999-06-06T00:01:02.5  157.000723    0.272   4.430  -1.439   -4.327   0.803  -1.550    0.187  -1187.50  -805.01  1035.67    626.80 -1266.79  1064.50  0
