1998-04-29T00:00:02.5  119.000029   -2.191   4.725  -1.133    4.253  -3.027  -1.074    0.016   1007.85 -1444.83  -489.14  -1575.53   770.83  -515.82  1
1998-04-29T00:00:07.5  119.000087   -2.329   4.701  -1.136    4.362  -2.939  -1.074    0.020   1009.05 -1446.67  -481.22  -1577.67   771.73  -507.94  1
1998-04-29T00:00:12.5  119.000145   -2.498   4.678  -1.153    4.499  -2.835  -1.086    0.016   1010.22 -1448.48  -473.29  -1579.77   772.60  -500.05  1
1998-04-29T00:00:17.5  119.000203   -2.624   4.675  -1.242    4.608  -2.770  -1.171    0.019   1011.38 -1450.26  -465.36  -1581.85   773.46  -492.15  1
1998-04-29T00:00:22.5  119.000260   -2.613   4.716  -1.305    4.620  -2.810  -1.235    0.026   1012.51 -1452.01  -457.42  -1583.88   774.31  -484.24  1
1998-04-29T00:00:27.5  119.000318   -2.640   4.706  -1.318    4.639  -2.788  -1.248    0.017   1013.62 -1453.73  -449.47  -1585.89   775.14  -476.32  1
1998-04-29T00:00:32.5  119.000376   -2.774   4.668  -1.398    4.740  -2.688  -1.324    0.015   1014.72 -1455.42  -441.51  -1587.87   775.95  -468.39  1
1998-04-29T00:00:37.5  119.000434   -2.862   4.617  -1.453    4.792  -2.599  -1.377    0.018   1015.79 -1457.08  -433.54  -1589.81   776.75  -460.46  1
1998-04-29T00:00:42.5  119.000492   -2.823   4.616  -1.441    4.758  -2.618  -1.365    0.041   1016.84 -1458.72  -425.57  -1591.73   777.54  -452.52  1
1998-04-29T00:00:47.5  119.000550   -2.766   4.612  -1.367    4.705  -2.643  -1.293    0.033   1017.88 -1460.33  -417.59  -1593.61   778.31  -444.57  1
1998-04-29T00:00:52.5  119.000608   -2.751   4.586  -1.290    4.677  -2.629  -1.216    0.026   1018.89 -1461.91  -409.60  -1595.47   779.06  -436.61  1
1998-04-29T00:00:57.5  119.000666   -2.775   4.576  -1.262    4.693  -2.609  -1.188    0.022   1019.88 -1463.45  -401.60  -1597.29   779.80  -428.64  1
1998-04-29T00:01:02.5  119.000723   -2.819   4.588  -1.286    4.737  -2.597  -1.210    0.014   1020.86 -1464.97  -393.59  -1599.07   780.52  -420.66  1
1998-04-29T00:01:07.5  119.000781   -2.827   4.622  -1.309    4.761  -2.623  -1.234    0.018   1021.81 -1466.46  -385.58  -1600.83   781.23  -412.68  1
1998-04-29T00:01:12.5  119.000839   -2.820   4.665  -1.300    4.777  -2.664  -1.225    0.017   1022.73 -1467.92  -377.55  -1602.54   781.92  -404.68  1
1998-04-29T00:01:17.5  119.000897   -2.776   4.719  -1.291    4.764  -2.733  -1.217    0.015   1023.64 -1469.34  -369.52  -1604.23   782.59  -396.68  1
1998-04-29T00:01:22.5  119.000955   -2.730   4.780  -1.275    4.754  -2.808  -1.202    0.020   1024.53 -1470.74  -361.48  -1605.89   783.25  -388.66  1
1998-04-29T00:01:27.5  119.001013   -2.689   4.846  -1.217    4.749  -2.886  -1.145    0.017   1025.40 -1472.11  -353.43  -1607.51   783.89  -380.64  1
1998-04-29T00:01:32.5  119.001071   -2.723   4.880  -1.198    4.795  -2.900  -1.125    0.015   1026.24 -1473.45  -345.38  -1609.10   784.52  -372.61  1
1998-04-29T00:01:37.5  119.001128   -2.790   4.910  -1.182    4.868  -2.893  -1.107    0.020   1027.07 -1474.76  -337.32  -1610.66   785.13  -364.58  1
1998-04-29T00:01:42.5  119.001186   -2.853   4.964  -1.226    4.950  -2.909  -1.149    0.015   1027.88 -1476.05  -329.25  -1612.19   785.73  -356.53  1
1998-04-29T00:01:47.5  119.001244   -2.876   5.030  -1.268    5.003  -2.955  -1.191    0.019   1028.67 -1477.30  -321.18  -1613.69   786.31  -348.48  1
1998-04-29T00:01:52.5  119.001302   -2.898   5.089  -1.285    5.052  -2.994  -1.207    0.018   1029.43 -1478.53  -313.09  -1615.16   786.87  -340.43  1
1998-04-29T00:01:57.5  119.001360   -2.932   5.129  -1.304    5.101  -3.012  -1.225    0.016   1030.18 -1479.72  -305.01  -1616.59   787.42  -332.36  1
1998-04-29T00:02:02.5  119.001418   -2.985   5.170  -1.336    5.169  -3.021  -1.256    0.016   1030.90 -1480.89  -296.91  -1617.99   787.96  -324.29  1
1998-04-29T00:02:07.5  119.001476   -2.991   5.229  -1.412    5.206  -3.069  -1.332    0.023   1031.61 -1482.02  -288.81  -1619.36   788.47  -316.21  1
1998-04-29T00:02:12.5  119.001534   -3.001   5.263  -1.467    5.232  -3.093  -1.387    0.019   1032.29 -1483.12  -280.71  -1620.69   788.97  -308.13  1
1998-04-29T00:02:17.5  119.001591   -3.033   5.280  -1.518    5.269  -3.091  -1.437    0.016   1032.95 -1484.19  -272.60  -1621.99   789.46  -300.04  1
1998-04-29T00:02:22.5  119.001649   -3.067   5.245  -1.526    5.282  -3.044  -1.444    0.020   1033.59 -1485.24  -264.48  -1623.26   789.93  -291.94  1
1998-04-29T00:02:27.5  119.001707   -3.081   5.212  -1.446    5.276  -3.009  -1.363    0.036   1034.21 -1486.25  -256.36  -1624.49   790.38  -283.84  1
1998-04-29T00:02:32.5  119.001765   -3.095   5.132  -1.262    5.244  -2.935  -1.179    0.053   1034.81 -1487.23  -248.23  -1625.69   790.82  -275.73  1
1998-04-29T00:02:37.5  119.001823   -3.097   5.048  -1.137    5.202  -2.863  -1.054    0.029   1035.38 -1488.19  -240.10  -1626.87   791.24  -267.62  1
1998-04-29T00:02:42.5  119.001881   -3.080   4.993  -1.102    5.160  -2.823  -1.019    0.024   1035.94 -1489.12  -231.96  -1628.01   791.65  -259.50  1
1998-04-29T00:02:47.5  119.001939   -3.017   4.973  -1.151    5.096  -2.836  -1.070    0.021   1036.48 -1490.02  -223.82  -1629.12   792.04  -251.38  1
1998-04-29T00:02:52.5  119.001997   -2.935   4.995  -1.191    5.036  -2.895  -1.113    0.019   1037.00 -1490.88  -215.68  -1630.19   792.42  -243.25  1
1998-04-29T00:02:57.5  119.002054   -2.925   4.973  -1.240    5.018  -2.880  -1.162    0.022   1037.50 -1491.72  -207.53  -1631.24   792.78  -235.12  1
1998-04-29T00:03:02.5  119.002112   -2.947   4.934  -1.367    5.021  -2.833  -1.288    0.014   1037.97 -1492.53  -199.38  -1632.25   793.12  -226.98  1
1998-04-29T00:03:07.5  119.002170   -2.860   4.963  -1.482    4.962  -2.900  -1.405    0.015   1038.43 -1493.30  -191.22  -1633.22   793.44  -218.84  1
1998-04-29T00:03:12.5  119.002228   -2.768   4.977  -1.438    4.888  -2.958  -1.364    0.034   1038.86 -1494.05  -183.06  -1634.16   793.75  -210.69  1
1998-04-29T00:03:17.5  119.002286   -2.729   4.954  -1.401    4.842  -2.957  -1.328    0.022   1039.27 -1494.76  -174.89  -1635.07   794.05  -202.54  1
1998-04-29T00:03:22.5  119.002344   -2.674   4.939  -1.363    4.786  -2.971  -1.291    0.022   1039.66 -1495.45  -166.72  -1635.94   794.33  -194.39  1
1998-04-29T00:03:27.5  119.002402   -2.654   4.926  -1.326    4.761  -2.970  -1.254    0.025   1040.03 -1496.10  -158.55  -1636.78   794.59  -186.23  1
1998-04-29T00:03:32.5  119.002459   -2.646   4.903  -1.290    4.742  -2.955  -1.219    0.023   1040.38 -1496.73  -150.37  -1637.60   794.84  -178.06  1
1998-04-29T00:03:37.5  119.002517   -2.584   4.916  -1.260    4.694  -2.997  -1.190    0.016   1040.71 -1497.32  -142.19  -1638.37   795.07  -169.90  1
