1998-12-19T00:00:02.5  353.000029    1.001  -1.747  -0.756   -1.143   1.679  -0.707    0.125   -214.70   994.40  1529.53    322.18  -996.89  1508.90  0
1998-12-19T00:00:07.5  353.000087    0.996  -1.654  -0.755   -1.131   1.586  -0.707    0.145   -213.30   987.78  1534.11    320.42  -990.45  1513.61  0
1998-12-19T00:00:12.5  353.000145    0.851  -1.640  -0.711   -0.984   1.583  -0.667    0.173   -211.89   981.13  1538.66    318.65  -983.98  1518.29  0
1998-12-19T00:00:17.5  353.000203    0.447  -1.725  -0.629   -0.586   1.696  -0.592    0.197   -210.48   974.47  1543.17    316.88  -977.50  1522.94  0
1998-12-19T00:00:22.5  353.000260    0.023  -1.388  -0.998   -0.148   1.396  -0.976    0.242   -209.06   967.79  1547.66    315.09  -971.00  1527.56  0
1998-12-19T00:00:27.5  353.000318   -0.446  -0.918  -1.335    0.347   0.966  -1.330    0.220   -207.65   961.09  1552.11    313.31  -964.48  1532.15  0
1998-12-19T00:00:32.5  353.000376   -0.299  -0.607  -1.235    0.225   0.645  -1.232    0.175   -206.23   954.37  1556.54    311.51  -957.94  1536.71  0
1998-12-19T00:00:37.5  353.000434   -0.596  -0.386  -1.528    0.531   0.450  -1.535    0.152   -204.80   947.64  1560.93    309.71  -951.39  1541.23  0
1998-12-19T00:00:42.5  353.000492   -0.532  -0.501  -1.704    0.454   0.562  -1.707    0.131   -203.37   940.89  1565.30    307.91  -944.82  1545.73  0
1998-12-19T00:00:47.5  353.000550   -0.593  -0.427  -1.647    0.522   0.492  -1.653    0.112   -201.94   934.12  1569.63    306.10  -938.23  1550.20  0
1998-12-19T00:00:52.5  353.000608   -0.270  -0.459  -1.691    0.196   0.500  -1.689    0.102   -200.50   927.33  1573.93    304.28  -931.62  1554.64  0
1998-12-19T00:00:57.5  353.000666   -0.161  -0.413  -1.782    0.089   0.448  -1.779    0.136   -199.06   920.52  1578.21    302.46  -925.00  1559.05  0
1998-12-19T00:01:02.5  353.000723    0.125  -0.762  -1.677   -0.220   0.773  -1.662    0.168   -197.62   913.70  1582.45    300.63  -918.35  1563.42  0
1998-12-19T00:01:07.5  353.000781    0.446  -1.522  -0.934   -0.577   1.498  -0.901    0.152   -196.17   906.85  1586.65    298.80  -911.69  1567.76  0
1998-12-19T00:01:12.5  353.000839    0.747  -1.371  -0.811   -0.864   1.324  -0.773    0.150   -194.72   899.99  1590.83    296.96  -905.00  1572.08  0
1998-12-19T00:01:17.5  353.000897    0.759  -1.266  -1.152   -0.876   1.223  -1.115    0.206   -193.27   893.11  1594.97    295.11  -898.30  1576.35  0
1998-12-19T00:01:22.5  353.000955    1.505  -1.339  -0.873   -1.619   1.237  -0.819    0.249   -191.81   886.21  1599.08    293.26  -891.58  1580.60  0
1998-12-19T00:01:27.5  353.001013    1.945  -1.317  -0.757   -2.053   1.180  -0.693    0.271   -190.34   879.29  1603.16    291.40  -884.84  1584.82  0
1998-12-19T00:01:32.5  353.001071    1.262  -1.681  -0.384   -1.390   1.588  -0.329    0.217   -188.88   872.35  1607.22    289.53  -878.09  1589.01  0
1998-12-19T00:01:37.5  353.001128    1.107  -1.810   0.069   -1.235   1.723   0.121    0.098   -187.41   865.40  1611.24    287.66  -871.31  1593.17  0
1998-12-19T00:01:42.5  353.001186    0.433  -1.775  -0.497   -0.573   1.745  -0.460    0.159   -185.93   858.43  1615.23    285.79  -864.53  1597.30  0
1998-12-19T00:01:47.5  353.001244    0.333  -1.636  -0.727   -0.468   1.617  -0.694    0.235   -184.46   851.45  1619.19    283.91  -857.72  1601.40  0
1998-12-19T00:01:52.5  353.001302    0.812  -1.690  -0.348   -0.941   1.631  -0.304    0.096   -182.98   844.45  1623.11    282.02  -850.90  1605.46  0
1998-12-19T00:01:57.5  353.001360    0.688  -1.472  -0.588   -0.807   1.426  -0.550    0.231   -181.49   837.43  1627.01    280.13  -844.06  1609.50  0
1998-12-19T00:02:02.5  353.001418    0.774  -1.739  -0.465   -0.910   1.683  -0.421    0.148   -180.01   830.40  1630.87    278.23  -837.20  1613.50  0
1998-12-19T00:02:07.5  353.001476    0.930  -1.486  -1.018   -1.060   1.428  -0.974    0.232   -178.52   823.34  1634.70    276.33  -830.33  1617.47  0
1998-12-19T00:02:12.5  353.001534    0.896  -1.793  -0.460   -1.036   1.728  -0.412    0.178   -177.02   816.27  1638.49    274.42  -823.44  1621.40  0
1998-12-19T00:02:17.5  353.001591    1.180  -1.400  -0.806   -1.298   1.320  -0.758    0.113   -175.53   809.19  1642.25    272.50  -816.53  1625.30  0
1998-12-19T00:02:22.5  353.001649    1.091  -1.519  -0.785   -1.218   1.445  -0.737    0.106   -174.03   802.09  1645.98    270.58  -809.61  1629.17  0
1998-12-19T00:02:27.5  353.001707    0.755  -1.716  -0.647   -0.894   1.665  -0.603    0.084   -172.52   794.97  1649.68    268.66  -802.67  1633.01  0
1998-12-19T00:02:32.5  353.001765    0.872  -1.867  -0.451   -1.017   1.803  -0.403    0.123   -171.01   787.84  1653.34    266.73  -795.72  1636.82  0
1998-12-19T00:02:37.5  353.001823    0.422  -0.668  -1.729   -0.510   0.659  -1.708    0.148   -169.51   780.69  1656.98    264.79  -788.75  1640.59  0
1998-12-19T00:02:42.5  353.001881    0.039   0.761  -2.256   -0.036  -0.730  -2.266    0.187   -167.99   773.53  1660.58    262.85  -781.76  1644.34  0
1998-12-19T00:02:47.5  353.001939    0.396   0.654  -2.243   -0.399  -0.650  -2.243    0.129   -166.48   766.35  1664.15    260.90  -774.77  1648.05  0
