1998-12-29T00:00:02.5  363.000029  -24.498  -3.254   9.235  -16.808  17.771   9.882    1.632   1546.61  -890.19   -27.33    184.52 -1774.05   -62.24  0
1998-12-29T00:00:07.5  363.000087  -21.195  -1.471   8.417  -13.445  16.156   8.969    2.510   1546.58  -890.33   -19.05    184.56 -1774.26   -53.96  0
1998-12-29T00:00:12.5  363.000145  -20.196  -1.510   7.031  -12.919  15.348   7.558    2.641   1546.52  -890.46   -10.77    184.61 -1774.42   -45.68  0
1998-12-29T00:00:17.5  363.000203  -23.537  -3.610   7.585  -16.567  16.813   8.210    1.822   1546.42  -890.57    -2.50    184.65 -1774.55   -37.41  0
1998-12-29T00:00:22.5  363.000260  -22.543  -2.110  14.257  -14.639  16.770  14.845    1.874   1546.29  -890.65     5.78    184.69 -1774.64   -29.13  0
1998-12-29T00:00:27.5  363.000318  -23.177  -2.851  15.692  -15.582  16.823  16.300    1.775   1546.13  -890.72    14.06    184.72 -1774.69   -20.85  0
1998-12-29T00:00:32.5  363.000376  -21.362  -1.909   9.946  -13.868  16.007  10.505    2.724   1545.93  -890.77    22.33    184.75 -1774.71   -12.58  0
1998-12-29T00:00:37.5  363.000434  -24.569  -2.491   7.383  -16.270  18.307   8.028    2.620   1545.70  -890.81    30.60    184.78 -1774.69    -4.30  0
1998-12-29T00:00:42.5  363.000492  -23.385  -1.810   3.811  -15.095  17.810   4.424    2.640   1545.45  -890.82    38.87    184.80 -1774.63     3.97  0
1998-12-29T00:00:47.5  363.000550  -23.454  -1.986   7.435  -15.208  17.699   8.048    1.879   1545.15  -890.82    47.14    184.81 -1774.53    12.24  0
1998-12-29T00:00:52.5  363.000608  -22.694   3.065   8.698  -10.646  20.023   9.263    1.403   1544.83  -890.79    55.41    184.83 -1774.40    20.52  0
1998-12-29T00:00:57.5  363.000666  -17.324   3.893  12.893   -6.745  16.086  13.313    2.852   1544.47  -890.75    63.67    184.84 -1774.23    28.79  0
1998-12-29T00:01:02.5  363.000723  -17.979   3.889   9.976   -7.190  16.665  10.414    2.510   1544.08  -890.68    71.94    184.84 -1774.02    37.06  0
1998-12-29T00:01:07.5  363.000781  -19.755   0.881   9.962  -10.668  16.340  10.464    1.556   1543.65  -890.60    80.21    184.84 -1773.76    45.33  0
1998-12-29T00:01:12.5  363.000839  -24.608  -1.286  15.600  -15.157  18.900  16.237    2.807   1543.19  -890.50    88.47    184.84 -1773.47    53.61  0
1998-12-29T00:01:17.5  363.000897  -23.217  -2.875   8.724  -15.764  16.962   9.336    4.856   1542.69  -890.37    96.73    184.83 -1773.14    61.88  0
1998-12-29T00:01:22.5  363.000955  -21.807  -4.183  10.894  -15.955  15.016  11.476    3.966   1542.16  -890.23   104.99    184.82 -1772.77    70.15  0
1998-12-29T00:01:27.5  363.001013  -22.732  -3.163  11.720  -15.655  16.348  12.320    1.690   1541.60  -890.07   113.25    184.81 -1772.36    78.42  0
1998-12-29T00:01:32.5  363.001071  -19.741   5.571  14.159   -6.780  19.004  14.632    5.672   1541.00  -889.89   121.51    184.79 -1771.92    86.68  0
1998-12-29T00:01:37.5  363.001128  -17.043   0.777   5.878   -9.244  14.153   6.312    3.320   1540.37  -889.69   129.76    184.77 -1771.43    94.95  0
1998-12-29T00:01:42.5  363.001186  -19.889  -0.443  10.437  -11.811  15.662  10.949    2.654   1539.71  -889.47   138.01    184.74 -1770.92   103.22  0
1998-12-29T00:01:47.5  363.001244  -16.353   5.126  15.405   -5.131  15.977  15.792    2.539   1539.02  -889.24   146.26    184.71 -1770.36   111.48  0
1998-12-29T00:01:52.5  363.001302  -21.964  -7.329  10.608  -18.602  13.301  11.213    2.551   1538.30  -888.98   154.51    184.68 -1769.77   119.74  0
1998-12-29T00:01:57.5  363.001360  -19.721   2.368  13.853   -9.369  17.114  14.344    2.852   1537.54  -888.71   162.75    184.64 -1769.14   128.00  0
1998-12-29T00:02:02.5  363.001418  -21.957  -3.928   7.910  -15.896  15.337   8.496    2.265   1536.75  -888.41   170.99    184.60 -1768.46   136.25  0
1998-12-29T00:02:07.5  363.001476  -12.179  10.128  19.302    1.443  15.462  19.553    6.200   1535.92  -888.10   179.23    184.55 -1767.75   144.50  0
1998-12-29T00:02:12.5  363.001534  -15.831   7.325  10.977   -3.132  16.922  11.341    3.234   1535.06  -887.76   187.46    184.50 -1767.00   152.75  0
1998-12-29T00:02:17.5  363.001591  -18.603  -2.871   9.936  -13.035  13.205  10.428    1.995   1534.16  -887.41   195.68    184.44 -1766.21   160.99  0
1998-12-29T00:02:22.5  363.001649  -18.992   6.891   4.585   -5.462  19.340   5.035    2.285   1533.23  -887.03   203.90    184.38 -1765.38   169.23  0
1998-12-29T00:02:27.5  363.001707  -12.051   3.784  20.612   -3.595  11.614  20.895    3.147   1532.27  -886.64   212.12    184.32 -1764.51   177.47  0
1998-12-29T00:02:32.5  363.001765  -14.021   8.910   4.449   -0.916  16.501   4.760    3.883   1531.27  -886.23   220.34    184.26 -1763.61   185.70  0
1998-12-29T00:02:37.5  363.001823  -21.046   0.529  11.823  -11.677  17.143  12.359    2.865   1530.25  -885.80   228.54    184.18 -1762.67   193.93  0
1998-12-29T00:02:42.5  363.001881  -16.821   4.582  12.403   -5.907  16.090  12.807    2.416   1529.19  -885.35   236.75    184.11 -1761.69   202.16  0
1998-12-29T00:02:47.5  363.001939  -18.484  -0.088  15.375  -10.606  14.644  15.847    5.445   1528.10  -884.88   244.95    184.03 -1760.68   210.38  0
1998-12-29T00:02:52.5  363.001997  -22.225   1.113  18.227  -11.770  18.328  18.787    1.909   1526.98  -884.40   253.14    183.95 -1759.63   218.59  0
