1998-12-11T00:00:02.5  345.000029   -0.908   7.407  -8.078   -7.643  -0.405  -7.897    0.022   1368.46   726.56  1015.98   -622.55  1396.81  1046.02  0
1998-12-11T00:00:07.5  345.000087   -0.876   7.504  -8.041   -7.737  -0.368  -7.858    0.032   1372.48   728.54  1009.22   -624.48  1400.99  1039.35  0
1998-12-11T00:00:12.5  345.000145   -0.849   7.579  -7.976   -7.809  -0.338  -7.790    0.052   1376.47   730.50  1002.44   -626.39  1405.14  1032.65  0
1998-12-11T00:00:17.5  345.000203   -0.965   7.733  -7.823   -7.965  -0.446  -7.635    0.043   1380.43   732.45   995.64   -628.30  1409.27  1025.94  0
1998-12-11T00:00:22.5  345.000260   -1.051   7.915  -7.680   -8.149  -0.523  -7.488    0.055   1384.36   734.38   988.83   -630.19  1413.37  1019.21  0
1998-12-11T00:00:27.5  345.000318   -1.181   8.153  -7.511   -8.389  -0.642  -7.314    0.033   1388.27   736.30   981.99   -632.07  1417.44  1012.47  0
1998-12-11T00:00:32.5  345.000376   -1.307   8.367  -7.366   -8.606  -0.757  -7.165    0.040   1392.15   738.20   975.14   -633.93  1421.48  1005.70  0
1998-12-11T00:00:37.5  345.000434   -1.439   8.453  -7.372   -8.699  -0.884  -7.170    0.094   1396.00   740.09   968.28   -635.79  1425.50   998.92  0
1998-12-11T00:00:42.5  345.000492   -1.416   8.193  -7.482   -8.441  -0.875  -7.286    0.049   1399.83   741.96   961.39   -637.63  1429.49   992.12  0
1998-12-11T00:00:47.5  345.000550   -1.325   8.217  -7.565   -8.462  -0.782  -7.368    0.053   1403.63   743.83   954.49   -639.46  1433.46   985.30  0
1998-12-11T00:00:52.5  345.000608   -1.296   8.384  -7.588   -8.628  -0.743  -7.386    0.028   1407.41   745.67   947.57   -641.28  1437.39   978.46  0
1998-12-11T00:00:57.5  345.000666   -1.202   8.034  -7.839   -8.279  -0.666  -7.645    0.121   1411.16   747.51   940.63   -643.08  1441.30   971.60  0
1998-12-11T00:01:02.5  345.000723   -1.043   7.811  -7.867   -8.048  -0.520  -7.677    0.065   1414.88   749.33   933.67   -644.88  1445.18   964.73  0
1998-12-11T00:01:07.5  345.000781   -0.924   7.497  -7.996   -7.732  -0.418  -7.813    0.112   1418.57   751.13   926.69   -646.66  1449.03   957.83  0
1998-12-11T00:01:12.5  345.000839   -0.762   7.460  -8.011   -7.686  -0.258  -7.827    0.056   1422.23   752.91   919.70   -648.42  1452.85   950.91  0
1998-12-11T00:01:17.5  345.000897   -0.628   7.448  -8.066   -7.667  -0.125  -7.881    0.066   1425.87   754.69   912.68   -650.18  1456.65   943.98  0
1998-12-11T00:01:22.5  345.000955   -0.434   7.095  -8.228   -7.308   0.051  -8.050    0.052   1429.48   756.45   905.65   -651.92  1460.41   937.02  0
1998-12-11T00:01:27.5  345.001013   -0.274   7.038  -8.299   -7.244   0.208  -8.121    0.070   1433.06   758.19   898.59   -653.65  1464.15   930.05  0
1998-12-11T00:01:32.5  345.001071   -0.108   6.565  -8.465   -6.767   0.349  -8.298    0.058   1436.62   759.92   891.53   -655.36  1467.86   923.06  0
1998-12-11T00:01:37.5  345.001128    0.079   6.300  -8.577   -6.495   0.522  -8.414    0.036   1440.15   761.64   884.44   -657.07  1471.55   916.05  1
1998-12-11T00:01:42.5  345.001186    0.150   6.253  -8.571   -6.443   0.589  -8.410    0.034   1443.65   763.34   877.34   -658.76  1475.20   909.03  1
1998-12-11T00:01:47.5  345.001244   -0.025   7.089  -8.276   -7.281   0.458  -8.096    0.104   1447.12   765.02   870.22   -660.44  1478.83   901.99  1
