1998-12-18T00:00:02.5  352.000029    0.718   3.025   0.339   -1.124  -2.900   0.327    0.145   -713.33  1523.95  -697.93    477.59 -1598.86  -730.70  0
1998-12-18T00:00:07.5  352.000087    0.911   3.221   0.764   -1.332  -3.073   0.755    0.100   -714.64  1526.81  -690.31    478.69 -1601.97  -723.14  0
1998-12-18T00:00:12.5  352.000145    1.194   3.274   0.673   -1.622  -3.085   0.671    0.144   -715.94  1529.64  -682.67    479.79 -1605.05  -715.57  0
1998-12-18T00:00:17.5  352.000203    0.977   2.955   0.928   -1.356  -2.803   0.923    0.058   -717.23  1532.43  -675.02    480.87 -1608.09  -707.99  0
1998-12-18T00:00:22.5  352.000260    1.176   2.474   1.448   -1.475  -2.306   1.452    0.184   -718.50  1535.19  -667.36    481.94 -1611.09  -700.39  0
1998-12-18T00:00:27.5  352.000318    0.483   1.340   2.830   -0.599  -1.298   2.828    0.038   -719.76  1537.93  -659.69    483.01 -1614.07  -692.78  0
1998-12-18T00:00:32.5  352.000376    0.469   1.298   2.863   -0.577  -1.259   2.861    0.021   -721.00  1540.63  -652.01    484.06 -1617.01  -685.16  0
1998-12-18T00:00:37.5  352.000434    0.486   1.170   2.900   -0.576  -1.129   2.900    0.038   -722.22  1543.30  -644.31    485.10 -1619.92  -677.52  0
1998-12-18T00:00:42.5  352.000492    0.517   0.985   2.962   -0.579  -0.943   2.964    0.028   -723.44  1545.94  -636.60    486.14 -1622.80  -669.87  0
1998-12-18T00:00:47.5  352.000550    0.450   1.207   2.893   -0.545  -1.171   2.892    0.037   -724.64  1548.55  -628.88    487.16 -1625.65  -662.21  0
1998-12-18T00:00:52.5  352.000608    0.517   1.307   2.917   -0.625  -1.261   2.916    0.035   -725.82  1551.13  -621.15    488.18 -1628.47  -654.54  0
1998-12-18T00:00:57.5  352.000666    0.503   1.340   2.932   -0.615  -1.296   2.930    0.023   -726.99  1553.68  -613.40    489.18 -1631.25  -646.85  0
1998-12-18T00:01:02.5  352.000723    0.124   1.569   2.792   -0.276  -1.573   2.778    0.045   -728.14  1556.19  -605.65    490.18 -1634.00  -639.15  0
