1999-01-26T00:00:02.5   26.000029   -3.635  -0.895  -4.198   -1.915   3.341  -4.100    0.157   -790.95   624.26  1469.30    388.60   897.29  1489.30  0
1999-01-26T00:00:07.5   26.000087   -3.911  -0.898  -3.993   -1.994   3.599  -3.888    0.092   -796.25   628.65  1464.68    391.28   903.73  1484.81  0
1999-01-26T00:00:12.5   26.000145   -3.808  -0.654  -4.126   -1.732   3.573  -4.023    0.085   -801.53   633.03  1460.02    393.94   910.15  1480.29  0
1999-01-26T00:00:17.5   26.000203   -3.652  -0.408  -4.247   -1.453   3.495  -4.149    0.068   -806.79   637.40  1455.33    396.60   916.55  1475.74  0
1999-01-26T00:00:22.5   26.000260   -3.398  -0.249  -4.490   -1.231   3.303  -4.399    0.078   -812.03   641.75  1450.61    399.25   922.92  1471.16  0
1999-01-26T00:00:27.5   26.000318   -3.288  -0.046  -4.609   -1.006   3.257  -4.520    0.256   -817.26   646.08  1445.86    401.89   929.28  1466.55  0
1999-01-26T00:00:32.5   26.000376   -4.339  -0.556  -5.737   -1.801   4.151  -5.619    0.288   -822.46   650.40  1441.09    404.53   935.62  1461.91  0
1999-01-26T00:00:37.5   26.000434   -4.128  -1.216  -5.614   -2.373   3.760  -5.501    0.063   -827.65   654.71  1436.28    407.15   941.93  1457.24  0
1999-01-26T00:00:42.5   26.000492   -3.963  -1.468  -5.446   -2.567   3.526  -5.338    0.226   -832.83   659.01  1431.44    409.76   948.23  1452.54  0
1999-01-26T00:00:47.5   26.000550   -3.598  -1.610  -5.252   -2.600   3.131  -5.154    0.215   -837.98   663.29  1426.57    412.37   954.51  1447.81  0
1999-01-26T00:00:52.5   26.000608   -3.435  -1.452  -5.508   -2.405   3.025  -5.414    0.131   -843.11   667.55  1421.68    414.97   960.76  1443.04  0
1999-01-26T00:00:57.5   26.000666   -3.429  -1.380  -5.559   -2.334   3.042  -5.465    0.141   -848.23   671.80  1416.75    417.56   966.99  1438.25  0
1999-01-26T00:01:02.5   26.000723   -3.119  -1.637  -5.549   -2.494   2.671  -5.463    0.142   -853.33   676.04  1411.79    420.13   973.21  1433.42  0
1999-01-26T00:01:07.5   26.000781   -3.237  -1.120  -5.068   -2.027   2.918  -4.979    0.302   -858.41   680.26  1406.79    422.70   979.40  1428.56  0
1999-01-26T00:01:12.5   26.000839   -2.774  -1.133  -4.633   -1.905   2.459  -4.557    0.110   -863.47   684.47  1401.77    425.26   985.57  1423.67  0
1999-01-26T00:01:17.5   26.000897   -2.662  -0.952  -4.507   -1.699   2.399  -4.434    0.111   -868.51   688.66  1396.71    427.81   991.72  1418.75  0
1999-01-26T00:01:22.5   26.000955   -2.537  -0.594  -4.362   -1.319   2.376  -4.292    0.117   -873.53   692.84  1391.62    430.36   997.84  1413.79  0
1999-01-26T00:01:27.5   26.001013   -2.158  -0.422  -4.282   -1.047   2.059  -4.223    0.082   -878.54   697.00  1386.51    432.89  1003.95  1408.81  0
1999-01-26T00:01:32.5   26.001071   -2.638  -0.348  -5.023   -1.117   2.560  -4.951    0.451   -883.52   701.15  1381.36    435.41  1010.04  1403.79  0
1999-01-26T00:01:37.5   26.001128   -3.083  -0.980  -4.893   -1.848   2.804  -4.809    0.382   -888.49   705.29  1376.19    437.93  1016.10  1398.75  0
1999-01-26T00:01:42.5   26.001186   -2.861  -1.385  -4.512   -2.170   2.468  -4.434    0.238   -893.44   709.41  1370.98    440.43  1022.14  1393.67  0
1999-01-26T00:01:47.5   26.001244   -2.680  -1.077  -4.413   -1.824   2.378  -4.340    0.122   -898.37   713.51  1365.75    442.93  1028.17  1388.57  0
1999-01-26T00:01:52.5   26.001302   -2.692  -0.860  -4.450   -1.619   2.452  -4.377    0.051   -903.28   717.60  1360.49    445.42  1034.17  1383.44  0
1999-01-26T00:01:57.5   26.001360   -2.715  -1.024  -4.436   -1.783   2.428  -4.362    0.243   -908.17   721.68  1355.20    447.89  1040.15  1378.28  0
1999-01-26T00:02:02.5   26.001418   -1.530  -0.950  -3.967   -1.375   1.300  -3.925    0.239   -913.04   725.74  1349.88    450.36  1046.10  1373.08  0
