1999-01-15T00:00:02.5   15.000029    8.737   0.003  -4.576   -7.803   4.150  -4.377    0.253   -238.84   808.17  1564.82   -142.12  -862.43  1547.54  0
1999-01-15T00:00:07.5   15.000087    8.878   0.237  -5.020   -8.043   4.019  -4.822    0.143   -236.81   801.14  1568.77   -140.60  -855.36  1551.63  0
1999-01-15T00:00:12.5   15.000145    8.947   0.069  -4.457   -8.018   4.187  -4.254    0.100   -234.78   794.09  1572.69   -139.07  -848.26  1555.69  0
1999-01-15T00:00:17.5   15.000203    8.645  -0.213  -3.682   -7.609   4.278  -3.483    0.204   -232.74   787.03  1576.57   -137.54  -841.16  1559.71  0
1999-01-15T00:00:22.5   15.000260    8.519   0.774  -4.165   -7.962   3.358  -3.982    0.323   -230.70   779.96  1580.41   -136.01  -834.03  1563.70  0
1999-01-15T00:00:27.5   15.000318    8.208   1.475  -5.449   -8.029   2.622  -5.283    0.235   -228.65   772.86  1584.22   -134.47  -826.89  1567.65  0
1999-01-15T00:00:32.5   15.000376    8.066  -1.202  -3.740   -6.639   4.887  -3.540    0.426   -226.60   765.76  1588.00   -132.93  -819.73  1571.57  0
1999-01-15T00:00:37.5   15.000434    9.044  -1.524  -3.493   -7.353   5.620  -3.266    0.303   -224.55   758.64  1591.74   -131.39  -812.56  1575.46  0
1999-01-15T00:00:42.5   15.000492    9.193  -1.575  -3.543   -7.461   5.736  -3.312    0.134   -222.49   751.50  1595.45   -129.84  -805.37  1579.31  0
1999-01-15T00:00:47.5   15.000550    8.942  -1.399  -3.310   -7.317   5.458  -3.088    0.216   -220.42   744.34  1599.12   -128.30  -798.16  1583.13  0
1999-01-15T00:00:52.5   15.000608    9.012  -0.565  -3.426   -7.769   4.754  -3.214    0.210   -218.35   737.18  1602.76   -126.75  -790.94  1586.92  0
1999-01-15T00:00:57.5   15.000666    8.869   0.178  -3.901   -7.993   4.041  -3.702    0.130   -216.28   729.99  1606.37   -125.20  -783.69  1590.67  0
1999-01-15T00:01:02.5   15.000723    8.490   0.815  -4.415   -7.959   3.312  -4.234    0.163   -214.20   722.79  1609.94   -123.64  -776.43  1594.39  0
1999-01-15T00:01:07.5   15.000781    7.966   1.318  -5.090   -7.737   2.639  -4.927    0.228   -212.12   715.57  1613.47   -122.08  -769.15  1598.06  0
1999-01-15T00:01:12.5   15.000839    8.095  -0.622  -5.360   -6.956   4.424  -5.167    0.123   -210.03   708.33  1616.96   -120.52  -761.86  1601.71  0
1999-01-15T00:01:17.5   15.000897    8.315  -0.854  -4.873   -7.036   4.720  -4.672    0.152   -207.94   701.08  1620.42   -118.96  -754.54  1605.31  0
1999-01-15T00:01:22.5   15.000955    8.120  -0.810  -4.757   -6.883   4.588  -4.561    0.239   -205.84   693.81  1623.85   -117.39  -747.21  1608.89  0
1999-01-15T00:01:27.5   15.001013    8.244  -1.330  -4.615   -6.749   5.103  -4.408    0.231   -203.74   686.52  1627.24   -115.82  -739.86  1612.42  0
1999-01-15T00:01:32.5   15.001071    8.731  -2.133  -3.888   -6.799   6.023  -3.659    0.295   -201.63   679.23  1630.59   -114.25  -732.50  1615.93  0
1999-01-15T00:01:37.5   15.001128    8.787  -1.544  -3.946   -7.122   5.528  -3.725    0.082   -199.52   671.91  1633.91   -112.68  -725.12  1619.40  0
1999-01-15T00:01:42.5   15.001186    8.524  -2.132  -3.286   -6.608   5.912  -3.063    0.326   -197.41   664.58  1637.20   -111.10  -717.73  1622.84  0
1999-01-15T00:01:47.5   15.001244    8.545  -1.959  -3.060   -6.704   5.763  -2.838    0.153   -195.29   657.24  1640.46   -109.52  -710.32  1626.24  0
1999-01-15T00:01:52.5   15.001302    8.189  -1.538  -3.737   -6.593   5.241  -3.530    0.112   -193.17   649.89  1643.67   -107.94  -702.89  1629.61  0
1999-01-15T00:01:57.5   15.001360    8.149  -1.203  -4.110   -6.718   4.934  -3.908    0.129   -191.04   642.52  1646.85   -106.36  -695.45  1632.94  0
1999-01-15T00:02:02.5   15.001418    8.001  -1.170  -4.514   -6.608   4.846  -4.316    0.037   -188.91   635.13  1650.00   -104.77  -688.00  1636.23  0
1999-01-15T00:02:07.5   15.001476    7.699  -1.475  -5.083   -6.206   4.988  -4.887    0.268   -186.78   627.73  1653.10   -103.18  -680.53  1639.49  0
1999-01-15T00:02:12.5   15.001534    8.278  -2.124  -5.388   -6.422   5.839  -5.170    0.163   -184.64   620.32  1656.17   -101.59  -673.04  1642.71  0
1999-01-15T00:02:17.5   15.001591    8.729  -2.704  -4.702   -6.544   6.545  -4.465    0.132   -182.50   612.89  1659.20   -100.00  -665.54  1645.89  0
1999-01-15T00:02:22.5   15.001649    8.831  -2.676  -3.964   -6.638   6.551  -3.726    0.059   -180.35   605.45  1662.20    -98.40  -658.02  1649.04  0
1999-01-15T00:02:27.5   15.001707    8.634  -2.101  -4.070   -6.731   5.953  -3.845    0.114   -178.20   598.00  1665.16    -96.81  -650.49  1652.15  0
1999-01-15T00:02:32.5   15.001765    8.461  -2.064  -4.122   -6.596   5.841  -3.901    0.165   -176.05   590.53  1668.08    -95.21  -642.95  1655.22  0
1999-01-15T00:02:37.5   15.001823    8.263  -1.354  -4.670   -6.757   5.133  -4.463    0.425   -173.89   583.05  1670.97    -93.61  -635.39  1658.27  0
1999-01-15T00:02:42.5   15.001881    7.900  -2.152  -4.932   -6.069   5.678  -4.722    0.213   -171.73   575.56  1673.83    -92.00  -627.82  1661.27  0
1999-01-15T00:02:47.5   15.001939    8.231  -3.254  -4.536   -5.847   6.798  -4.303    0.143   -169.57   568.06  1676.65    -90.40  -620.24  1664.25  0
1999-01-15T00:02:52.5   15.001997    8.188  -3.664  -4.037   -5.612   7.130  -3.799    0.191   -167.40   560.55  1679.43    -88.79  -612.64  1667.18  0
1999-01-15T00:02:57.5   15.002054    8.147  -3.750  -4.206   -5.538   7.191  -3.968    0.096   -165.23   553.02  1682.17    -87.18  -605.03  1670.08  0
1999-01-15T00:03:02.5   15.002112    8.262  -3.048  -4.357   -5.967   6.625  -4.126    0.172   -163.06   545.48  1684.88    -85.57  -597.41  1672.94  0
1999-01-15T00:03:07.5   15.002170    7.318  -2.253  -4.111   -5.496   5.478  -3.913    0.817   -160.88   537.93  1687.55    -83.96  -589.77  1675.77  0
1999-01-15T00:03:12.5   15.002228    6.320   0.158  -4.648   -5.736   2.892  -4.506    1.344   -158.70   530.36  1690.18    -82.34  -582.12  1678.55  0
1999-01-15T00:03:17.5   15.002286    7.663  -1.978  -4.007   -5.927   5.392  -3.805    1.273   -156.52   522.78  1692.77    -80.73  -574.45  1681.30  0
1999-01-15T00:03:22.5   15.002344    9.043  -6.101  -3.198   -5.230   9.665  -2.908    0.216   -154.33   515.19  1695.33    -79.11  -566.78  1684.01  0
1999-01-15T00:03:27.5   15.002402    8.532  -5.675  -3.780   -4.982   9.065  -3.507    0.197   -152.14   507.59  1697.85    -77.49  -559.09  1686.69  0
1999-01-15T00:03:32.5   15.002459    8.320  -3.946  -3.970   -5.598   7.439  -3.726    0.207   -149.94   499.98  1700.34    -75.87  -551.39  1689.33  0
1999-01-15T00:03:37.5   15.002517    7.554  -3.217  -4.619   -5.266   6.453  -4.402    0.232   -147.75   492.36  1702.78    -74.24  -543.67  1691.93  0
1999-01-15T00:03:42.5   15.002575    7.053  -3.610  -4.477   -4.638   6.566  -4.266    0.332   -145.55   484.73  1705.20    -72.62  -535.95  1694.50  0
1999-01-15T00:03:47.5   15.002633    7.826  -3.438  -4.630   -5.404   6.775  -4.404    0.175   -143.35   477.09  1707.58    -70.99  -528.22  1697.03  0
1999-01-15T00:03:52.5   15.002691    9.047  -4.002  -4.422   -6.222   7.835  -4.160    0.509   -141.14   469.44  1709.92    -69.36  -520.47  1699.53  0
1999-01-15T00:03:57.5   15.002749   10.396  -4.216  -4.325   -7.318   8.647  -4.030    0.387   -138.93   461.78  1712.22    -67.73  -512.71  1701.99  0
1999-01-15T00:04:02.5   15.002807   10.351  -4.821  -3.401   -6.985   9.141  -3.098    0.247   -136.72   454.10  1714.48    -66.10  -504.94  1704.41  0
1999-01-15T00:04:07.5   15.002865    9.983  -4.417  -3.738   -6.851   8.621  -3.450    0.174   -134.51   446.42  1716.71    -64.47  -497.16  1706.79  0
