1999-01-16T00:00:02.5   16.000029    3.914  -2.868   1.524   -2.988   3.769   1.651    0.281    -89.83  1765.58    35.10   -383.12 -1726.21     0.16  1
1999-01-16T00:00:07.5   16.000087    3.100  -2.338   3.038   -2.326   3.008   3.139    0.239    -89.85  1765.42    43.45   -382.93 -1726.26     8.51  1
1999-01-16T00:00:12.5   16.000145    0.903  -2.230   5.533   -0.204   2.261   5.590    0.390    -89.86  1765.22    51.81   -382.73 -1726.27    16.87  1
1999-01-16T00:00:17.5   16.000203    0.945  -0.257   6.706   -0.754   0.344   6.726    0.160    -89.87  1764.98    60.16   -382.53 -1726.24    25.22  1
1999-01-16T00:00:22.5   16.000260    3.162  -0.206   5.618   -2.920   0.909   5.680    0.082    -89.88  1764.70    68.51   -382.32 -1726.17    33.57  1
1999-01-16T00:00:27.5   16.000318    3.973  -0.511   4.647   -3.633   1.441   4.730    0.095    -89.89  1764.39    76.85   -382.09 -1726.06    41.92  1
1999-01-16T00:00:32.5   16.000376    4.317  -1.072   3.503   -3.830   2.100   3.603    0.120    -89.89  1764.03    85.19   -381.86 -1725.92    50.26  1
1999-01-16T00:00:37.5   16.000434    3.250  -1.504   4.678   -2.671   2.205   4.766    0.128    -89.90  1763.64    93.53   -381.62 -1725.74    58.61  1
1999-01-16T00:00:42.5   16.000492    2.653  -1.387   5.172   -2.121   1.922   5.246    0.124    -89.90  1763.21   101.87   -381.38 -1725.53    66.95  1
1999-01-16T00:00:47.5   16.000550    2.913  -1.832   5.223   -2.252   2.419   5.311    0.164    -89.90  1762.74   110.20   -381.12 -1725.27    75.29  1
1999-01-16T00:00:52.5   16.000608    2.829  -2.558   5.466   -1.975   3.090   5.566    0.172    -89.90  1762.24   118.54   -380.86 -1724.98    83.63  1
1999-01-16T00:00:57.5   16.000666    3.477  -3.444   5.211   -2.366   4.123   5.339    0.275    -89.89  1761.69   126.86   -380.59 -1724.65    91.96  1
1999-01-16T00:01:02.5   16.000723    3.110  -5.030   5.163   -1.591   5.555   5.314    0.144    -89.89  1761.10   135.19   -380.31 -1724.28   100.29  1
1999-01-16T00:01:07.5   16.000781    2.672  -6.112   4.825   -0.885   6.489   4.989    0.262    -89.88  1760.47   143.51   -380.02 -1723.87   108.63  1
1999-01-16T00:01:12.5   16.000839    2.364  -7.072   4.062   -0.344   7.350   4.238    0.112    -89.87  1759.80   151.83   -379.72 -1723.42   116.96  1
1999-01-16T00:01:17.5   16.000897    2.652  -7.777   2.659   -0.452   8.138   2.854    0.404    -89.86  1759.09   160.15   -379.41 -1722.93   125.28  1
1999-01-16T00:01:22.5   16.000955    2.331  -7.865   1.096   -0.140   8.174   1.288    0.408    -89.84  1758.35   168.47   -379.10 -1722.40   133.61  1
1999-01-16T00:01:27.5   16.001013    2.194  -7.509   0.394   -0.111   7.810   0.576    0.482    -89.82  1757.56   176.78   -378.77 -1721.84   141.93  1
