1999-03-22T00:00:02.5   81.000029   -6.329  -5.744  -4.732   -1.096   8.567  -4.566    0.197    215.40  -231.75  1730.11   -342.26   -84.90  1723.09  1
1999-03-22T00:00:07.5   81.000087   -6.881  -6.576  -3.758   -1.489   9.471  -3.579    0.212    209.48  -226.03  1731.64   -334.22   -83.27  1724.79  1
1999-03-22T00:00:12.5   81.000145   -7.563  -6.982  -2.739   -1.457  10.240  -2.541    0.165    203.55  -220.30  1733.12   -326.17   -81.64  1726.45  1
1999-03-22T00:00:17.5   81.000203   -7.485  -7.482  -2.429   -1.919  10.451  -2.234    0.571    197.62  -214.57  1734.57   -318.12   -80.02  1728.07  1
1999-03-22T00:04:02.5   81.002807   -8.830  -7.511  -0.575   -1.224  11.537  -0.344    0.195    -71.40    46.41  1759.18     48.59    -5.54  1760.56  0
1999-03-22T00:04:07.5   81.002865   -9.037  -7.249   0.026   -0.901  11.547   0.262    0.131    -77.38    52.24  1758.82     56.78    -3.87  1760.38  0
1999-03-22T00:04:12.5   81.002922   -9.645  -6.720   0.089   -0.123  11.750   0.343    0.200    -83.37    58.06  1758.42     64.96    -2.20  1760.15  0
1999-03-22T00:04:17.5   81.002980   -9.627  -6.559  -0.296    0.006  11.653  -0.041    0.219    -89.35    63.88  1757.97     73.15    -0.53  1759.88  0
1999-03-22T00:04:22.5   81.003038   -9.581  -6.780  -0.227   -0.204  11.738   0.026    0.296    -95.32    69.70  1757.49     81.33     1.14  1759.57  0
1999-03-22T00:04:27.5   81.003096  -10.313  -5.929  -1.396    0.932  11.889  -1.122    1.911   -101.30    75.52  1756.97     89.51     2.81  1759.23  0
1999-03-22T00:04:32.5   81.003154  -11.201  -5.957  -1.306    1.407  12.636  -1.007    5.436   -107.27    81.34  1756.41     97.69     4.48  1758.84  0
1999-03-22T00:04:37.5   81.003212  -10.385  -6.572  -0.465    0.425  12.289  -0.190    0.857   -113.24    87.15  1755.81    105.86     6.15  1758.42  0
1999-03-22T00:04:42.5   81.003270  -10.376  -6.511  -1.471    0.487  12.270  -1.195    0.543   -119.21    92.97  1755.18    114.04     7.82  1757.96  0
1999-03-22T00:04:47.5   81.003328  -11.045  -6.924  -0.907    0.512  13.043  -0.614    0.258   -125.17    98.78  1754.50    122.21     9.49  1757.46  0
1999-03-22T00:04:52.5   81.003385  -10.717  -5.963  -0.566    1.116  12.223  -0.281    0.266   -131.13   104.59  1753.79    130.38    11.16  1756.93  0
1999-03-22T00:04:57.5   81.003443  -10.230  -5.287  -0.927    1.406  11.448  -0.654    0.265   -137.09   110.40  1753.04    138.54    12.82  1756.35  0
1999-03-22T00:05:02.5   81.003501   -9.625  -5.842  -0.667    0.602  11.255  -0.412    0.236   -143.05   116.20  1752.25    146.71    14.49  1755.73  0
1999-03-22T00:05:07.5   81.003559   -9.715  -6.766  -0.871   -0.107  11.854  -0.614    0.317   -149.00   122.01  1751.41    154.86    16.16  1755.07  0
1999-03-22T00:05:12.5   81.003617   -9.806  -6.006  -0.466    0.565  11.493  -0.206    0.325   -154.95   127.81  1750.54    163.02    17.83  1754.37  0
1999-03-22T00:05:17.5   81.003675   -9.718  -6.097  -0.476    0.440  11.471  -0.218    0.193   -160.89   133.60  1749.62    171.17    19.50  1753.63  0
1999-03-22T00:05:22.5   81.003733  -10.433  -4.857  -0.849    1.874  11.371  -0.569    0.275   -166.83   139.40  1748.67    179.32    21.16  1752.85  0
1999-03-22T00:05:27.5   81.003791  -10.971  -5.055  -0.934    2.015  11.930  -0.639    0.181   -172.77   145.19  1747.67    187.46    22.83  1752.04  0
1999-03-22T00:05:32.5   81.003848  -10.785  -4.699  -0.855    2.202  11.574  -0.565    0.181   -178.70   150.98  1746.64    195.60    24.49  1751.18  0
1999-03-22T00:05:37.5   81.003906  -10.987  -4.729  -1.627    2.304  11.774  -1.332    0.144   -184.63   156.76  1745.58    203.74    26.16  1750.29  0
1999-03-22T00:05:42.5   81.003964  -11.258  -4.263  -2.382    2.855  11.753  -2.078    0.212   -190.55   162.55  1744.47    211.87    27.82  1749.36  0
1999-03-22T00:05:47.5   81.004022  -11.823  -4.423  -2.092    3.036  12.303  -1.772    0.270   -196.47   168.33  1743.33    220.00    29.49  1748.39  0
1999-03-22T00:05:52.5   81.004080  -11.867  -4.330  -2.118    3.137  12.288  -1.797    0.294   -202.39   174.10  1742.15    228.12    31.15  1747.38  0
1999-03-22T00:05:57.5   81.004138  -11.370  -3.624  -2.337    3.444  11.484  -2.028    0.297   -208.30   179.87  1740.92    236.23    32.81  1746.33  0
1999-03-22T00:06:02.5   81.004196  -11.262  -4.361  -2.820    2.783  11.821  -2.516    0.173   -214.20   185.64  1739.66    244.35    34.48  1745.24  0
1999-03-22T00:06:07.5   81.004253  -11.556  -4.826  -2.683    2.561  12.322  -2.371    0.142   -220.11   191.40  1738.36    252.45    36.14  1744.11  0
1999-03-22T00:06:12.5   81.004311  -11.382  -5.327  -2.255    2.043  12.452  -1.949    0.131   -226.00   197.16  1737.01    260.55    37.80  1742.94  0
1999-03-22T00:06:17.5   81.004369  -10.530  -6.392  -1.181    0.664  12.324  -0.902    0.164   -231.89   202.92  1735.63    268.64    39.46  1741.73  0
1999-03-22T00:06:22.5   81.004427   -9.598  -7.397  -0.478   -0.703  12.105  -0.227    0.337   -237.78   208.67  1734.21    276.73    41.11  1740.48  0
1999-03-22T00:06:27.5   81.004485   -9.793  -7.087  -0.223   -0.342  12.085   0.035    0.199   -243.66   214.42  1732.75    284.81    42.77  1739.20  0
1999-03-22T00:06:32.5   81.004543  -10.281  -4.946  -1.533    1.724  11.312  -1.258    0.706   -249.53   220.16  1731.25    292.89    44.43  1737.87  0
1999-03-22T00:06:37.5   81.004601  -11.020  -5.379  -1.961    1.790  12.175  -1.666    0.365   -255.40   225.90  1729.71    300.96    46.08  1736.51  0
1999-03-22T00:06:42.5   81.004659  -10.558  -5.990  -1.629    1.019  12.131  -1.347    0.272   -261.26   231.63  1728.14    309.02    47.74  1735.11  0
1999-03-22T00:06:47.5   81.004716  -10.429  -5.576  -2.208    1.298  11.804  -1.929    0.217   -267.12   237.36  1726.53    317.08    49.39  1733.67  0
1999-03-22T00:06:52.5   81.004774  -10.656  -5.570  -2.520    1.436  11.994  -2.234    0.194   -272.97   243.08  1724.88    325.13    51.04  1732.20  0
1999-03-22T00:06:57.5   81.004832  -10.959  -6.025  -2.362    1.227  12.498  -2.070    0.190   -278.81   248.80  1723.20    333.17    52.70  1730.68  0
1999-03-22T00:07:02.5   81.004890  -11.027  -6.186  -2.272    1.132  12.642  -1.977    0.195   -284.65   254.51  1721.47    341.20    54.35  1729.13  0
1999-03-22T00:07:07.5   81.004948  -10.928  -5.954  -2.215    1.266  12.429  -1.923    0.123   -290.48   260.21  1719.70    349.23    55.99  1727.53  0
1999-03-22T00:07:12.5   81.005006  -10.771  -6.122  -1.989    1.035  12.389  -1.702    0.957   -296.31   265.91  1717.89    357.24    57.64  1725.90  0
1999-03-22T00:07:17.5   81.005064   -9.863  -6.793  -1.140   -0.045  11.998  -0.880    0.428   -302.12   271.61  1716.05    365.25    59.29  1724.22  0
1999-03-22T00:07:22.5   81.005122  -11.060  -7.563  -2.696    0.018  13.454  -2.403    1.233   -307.93   277.29  1714.16    373.25    60.93  1722.51  0
1999-03-22T00:07:27.5   81.005179  -11.577  -5.365  -1.484    2.105  12.618  -1.173    1.098   -313.74   282.97  1712.24    381.25    62.57  1720.76  0
1999-03-22T00:07:32.5   81.005237  -10.008  -5.082  -0.309    1.436  11.136  -0.041    0.509   -319.53   288.65  1710.28    389.23    64.22  1718.97  0
1999-03-22T00:07:37.5   81.005295  -10.515  -6.302  -0.250    0.711  12.241   0.029    0.391   -325.32   294.32  1708.29    397.21    65.86  1717.15  0
1999-03-22T00:07:42.5   81.005353  -10.423  -6.611  -1.169    0.420  12.358  -0.892    0.568   -331.11   299.98  1706.25    405.18    67.50  1715.28  0
1999-03-22T00:07:47.5   81.005411   -9.885  -6.554  -0.812    0.158  11.875  -0.551    0.398   -336.88   305.64  1704.18    413.14    69.13  1713.39  0
1999-03-22T00:07:52.5   81.005469  -10.222  -6.322  -1.546    0.552  12.038  -1.275    0.303   -342.65   311.29  1702.08    421.09    70.77  1711.45  0
1999-03-22T00:07:57.5   81.005527   -9.375  -6.395   0.104   -0.013  11.344   0.352    0.331   -348.41   316.94  1699.93    429.03    72.40  1709.47  0
1999-03-22T00:08:02.5   81.005584   -9.580  -6.551  -0.234   -0.021  11.607   0.019    0.397   -354.16   322.57  1697.75    436.96    74.04  1707.46  0
1999-03-22T00:08:07.5   81.005642   -9.305  -6.341   0.499   -0.015  11.247   0.745    0.504   -359.90   328.20  1695.52    444.88    75.67  1705.40  0
1999-03-22T00:08:12.5   81.005700   -9.222  -6.391   0.754   -0.107  11.200   0.997    0.170   -365.63   333.82  1693.25    452.79    77.30  1703.30  0
1999-03-22T00:08:17.5   81.005758   -9.803  -5.563   0.247    0.913  11.225   0.508    0.219   -371.36   339.44  1690.95    460.69    78.92  1701.17  0
1999-03-22T00:08:22.5   81.005816   -9.892  -5.373  -0.393    1.130  11.206  -0.129    0.140   -377.08   345.05  1688.61    468.58    80.55  1699.00  0
1999-03-22T00:08:27.5   81.005874   -9.736  -5.386  -0.221    1.029  11.081   0.039    0.150   -382.79   350.65  1686.23    476.46    82.17  1696.79  0
1999-03-22T00:08:32.5   81.005932   -9.478  -5.329   0.538    0.917  10.820   0.790    0.434   -388.49   356.24  1683.82    484.32    83.79  1694.54  0
1999-03-22T00:08:37.5   81.005990   -9.631  -5.318   0.729    1.010  10.935   0.985    0.226   -394.18   361.82  1681.36    492.18    85.42  1692.26  0
1999-03-22T00:08:42.5   81.006047   -9.574  -5.471   0.297    0.858  10.983   0.551    0.172   -399.86   367.40  1678.88    500.03    87.03  1689.94  0
1999-03-22T00:08:47.5   81.006105   -9.649  -5.397   0.118    0.965  11.008   0.375    0.087   -405.54   372.97  1676.35    507.87    88.65  1687.58  0
1999-03-22T00:08:52.5   81.006163   -9.069  -6.064   1.019    0.071  10.885   1.258    0.666   -411.20   378.53  1673.79    515.70    90.26  1685.19  0
