1998-03-11T00:00:02.5   70.000029   16.683   4.013  -0.372   16.616  -4.277  -0.401    0.067   -644.62  -769.97  1543.74   -938.40  -417.89  1528.50  1
1998-03-11T00:00:07.5   70.000087   16.670   4.017  -0.379   16.607  -4.268  -0.408    0.066   -640.29  -764.65  1548.16   -932.10  -415.35  1533.01  1
1998-03-11T00:00:12.5   70.000145   16.650   4.006  -0.389   16.584  -4.267  -0.418    0.069   -635.95  -759.32  1552.54   -925.78  -412.81  1537.50  1
1998-03-11T00:00:17.5   70.000203   16.635   4.001  -0.407   16.568  -4.264  -0.436    0.073   -631.60  -753.98  1556.89   -919.45  -410.26  1541.95  1
1998-03-11T00:00:22.5   70.000260   16.585   3.993  -0.437   16.521  -4.246  -0.466    0.069   -627.23  -748.62  1561.21   -913.10  -407.70  1546.37  1
1998-03-11T00:00:27.5   70.000318   16.579   3.980  -0.465   16.510  -4.254  -0.494    0.073   -622.86  -743.24  1565.50   -906.73  -405.14  1550.76  1
1998-03-11T00:00:32.5   70.000376   16.570   3.972  -0.452   16.499  -4.257  -0.481    0.074   -618.47  -737.86  1569.76   -900.35  -402.57  1555.12  1
1998-03-11T00:00:37.5   70.000434   16.568   3.987  -0.464   16.503  -4.243  -0.493    0.071   -614.07  -732.46  1573.99   -893.94  -399.99  1559.46  1
1998-03-11T00:00:42.5   70.000492   16.539   3.987  -0.472   16.478  -4.228  -0.500    0.072   -609.66  -727.04  1578.19   -887.53  -397.40  1563.76  1
1998-03-11T00:00:47.5   70.000550   16.536   3.973  -0.462   16.469  -4.240  -0.491    0.066   -605.24  -721.62  1582.36   -881.09  -394.81  1568.03  1
1998-03-11T00:00:52.5   70.000608   16.545   3.959  -0.451   16.470  -4.256  -0.480    0.072   -600.81  -716.18  1586.50   -874.64  -392.20  1572.27  1
1998-03-11T00:00:57.5   70.000666   16.520   3.961  -0.472   16.450  -4.242  -0.501    0.072   -596.36  -710.72  1590.61   -868.17  -389.59  1576.48  1
1998-03-11T00:01:02.5   70.000723   16.517   3.942  -0.477   16.437  -4.257  -0.506    0.065   -591.90  -705.25  1594.68   -861.69  -386.98  1580.66  1
1998-03-11T00:01:07.5   70.000781   16.513   3.930  -0.477   16.429  -4.266  -0.506    0.074   -587.43  -699.77  1598.72   -855.18  -384.35  1584.81  1
1998-03-11T00:01:12.5   70.000839   16.523   3.927  -0.467   16.436  -4.273  -0.497    0.071   -582.95  -694.27  1602.73   -848.66  -381.72  1588.92  1
1998-03-11T00:01:17.5   70.000897   16.520   3.914  -0.458   16.427  -4.283  -0.488    0.072   -578.45  -688.76  1606.71   -842.12  -379.07  1593.00  1
1998-03-11T00:01:22.5   70.000955   16.522   3.901  -0.450   16.423  -4.295  -0.481    0.077   -573.95  -683.23  1610.66   -835.56  -376.42  1597.05  1
1998-03-11T00:01:27.5   70.001013   16.532   3.881  -0.459   16.423  -4.317  -0.490    0.075   -569.43  -677.69  1614.57   -828.99  -373.77  1601.07  1
1998-03-11T00:01:32.5   70.001071   16.534   3.851  -0.450   16.410  -4.345  -0.482    0.072   -564.90  -672.14  1618.46   -822.40  -371.10  1605.06  1
