1998-03-10T00:00:02.5   69.000029  -10.070  -3.106  -0.531   -9.697   4.132  -0.466    0.142   -764.89 -1537.41  -670.42  -1572.85  -663.86  -695.39  1
1998-03-10T00:00:07.5   69.000087  -10.369  -3.201   0.785   -9.994   4.218   0.852    0.049   -766.25 -1540.03  -662.82  -1575.61  -665.21  -687.84  1
1998-03-10T00:00:12.5   69.000145  -10.396  -3.103   1.543   -9.954   4.289   1.613    0.093   -767.59 -1542.63  -655.22  -1578.33  -666.55  -680.28  1
1998-03-10T00:00:17.5   69.000203  -10.320  -2.714   1.792   -9.647   4.531   1.870    0.091   -768.92 -1545.19  -647.60  -1581.03  -667.87  -672.71  1
1998-03-10T00:00:22.5   69.000260  -10.223  -2.290   1.686   -9.299   4.795   1.771    0.038   -770.23 -1547.72  -639.97  -1583.69  -669.18  -665.12  1
1998-03-10T00:00:27.5   69.000318  -10.187  -2.020   1.632   -9.097   4.979   1.723    0.033   -771.53 -1550.22  -632.33  -1586.32  -670.47  -657.53  1
1998-03-10T00:00:32.5   69.000376  -10.148  -1.900   1.698   -8.990   5.044   1.792    0.047   -772.81 -1552.69  -624.68  -1588.92  -671.76  -649.92  1
1998-03-10T00:00:37.5   69.000434   -9.876  -1.684   1.830   -8.643   5.030   1.925    0.100   -774.08 -1555.13  -617.01  -1591.49  -673.03  -642.30  1
1998-03-10T00:00:42.5   69.000492   -9.604  -1.441   1.682   -8.279   5.044   1.779    0.071   -775.34 -1557.54  -609.34  -1594.03  -674.29  -634.67  1
1998-03-10T00:00:47.5   69.000550   -9.558  -1.177   1.314   -8.072   5.226   1.417    0.029   -776.58 -1559.93  -601.66  -1596.54  -675.53  -627.02  1
1998-03-10T00:00:52.5   69.000608   -9.774  -1.057   1.052   -8.159   5.464   1.160    0.073   -777.80 -1562.28  -593.96  -1599.02  -676.76  -619.37  1
1998-03-10T00:00:57.5   69.000666  -10.080  -0.832   0.812   -8.246   5.839   0.930    0.075   -779.01 -1564.60  -586.25  -1601.46  -677.98  -611.70  1
1998-03-10T00:01:02.5   69.000723  -10.347  -0.672   0.510   -8.345   6.141   0.636    0.079   -780.20 -1566.89  -578.53  -1603.88  -679.19  -604.02  1
1998-03-10T00:01:07.5   69.000781  -10.581  -0.772   0.527   -8.589   6.215   0.653    0.083   -781.38 -1569.15  -570.80  -1606.26  -680.38  -596.33  1
1998-03-10T00:01:12.5   69.000839  -10.662  -0.848   0.706   -8.701   6.204   0.831    0.025   -782.54 -1571.37  -563.05  -1608.60  -681.56  -588.62  1
1998-03-10T00:01:17.5   69.000897  -10.515  -0.893   0.795   -8.618   6.073   0.918    0.057   -783.68 -1573.57  -555.30  -1610.92  -682.72  -580.90  1
1998-03-10T00:01:22.5   69.000955  -10.418  -0.925   0.873   -8.565   5.984   0.994    0.029   -784.81 -1575.73  -547.53  -1613.21  -683.87  -573.17  1
1998-03-10T00:01:27.5   69.001013  -10.332  -0.857   0.848   -8.456   5.981   0.968    0.052   -785.93 -1577.86  -539.75  -1615.46  -685.01  -565.43  1
1998-03-10T00:01:32.5   69.001071  -10.148  -0.708   0.638   -8.218   5.982   0.760    0.074   -787.03 -1579.96  -531.96  -1617.68  -686.13  -557.68  1
1998-03-10T00:01:37.5   69.001128  -10.037  -0.586   0.445   -8.054   6.008   0.568    0.022   -788.12 -1582.04  -524.16  -1619.88  -687.24  -549.92  1
1998-03-10T00:01:42.5   69.001186  -10.110  -0.506   0.229   -8.057   6.122   0.355    0.053   -789.19 -1584.08  -516.35  -1622.04  -688.34  -542.14  1
1998-03-10T00:01:47.5   69.001244  -10.129  -0.441  -0.112   -8.028   6.193   0.016    0.060   -790.24 -1586.10  -508.53  -1624.17  -689.43  -534.36  1
1998-03-10T00:01:52.5   69.001302   -9.837  -0.427  -0.450   -7.794   6.024  -0.326    0.057   -791.29 -1588.08  -500.70  -1626.28  -690.50  -526.56  1
1998-03-10T00:01:57.5   69.001360   -9.861  -0.550  -0.549   -7.892   5.948  -0.427    0.067   -792.31 -1590.03  -492.86  -1628.34  -691.56  -518.76  1
1998-03-10T00:02:02.5   69.001418  -10.086  -0.606  -0.437   -8.101   6.047  -0.314    0.088   -793.32 -1591.95  -485.01  -1630.38  -692.60  -510.94  1
