1998-05-14T00:00:02.5  134.000029   -2.728   2.340   1.852   -3.605   0.505   1.760    0.180    -67.07   217.84  1834.46   -222.01   136.52  1830.10  0
1998-05-14T00:00:07.5  134.000087   -2.609   2.090   1.386   -3.359   0.360   1.299    0.124    -64.65   210.14  1835.40   -215.86   131.31  1831.18  0
1998-05-14T00:00:12.5  134.000145   -3.053   1.956   1.501   -3.664   0.008   1.404    0.141    -62.22   202.44  1836.31   -209.72   126.10  1832.22  0
1998-05-14T00:00:17.5  134.000203   -3.220   1.633   2.217   -3.652  -0.358   2.118    0.164    -59.79   194.74  1837.18   -203.57   120.89  1833.22  0
1998-05-14T00:00:22.5  134.000260   -2.885   0.991   2.666   -3.036  -0.724   2.582    0.191    -57.36   187.04  1838.02   -197.42   115.68  1834.19  0
1998-05-14T00:00:27.5  134.000318   -2.252   0.263   3.524   -2.135  -1.006   3.462    0.127    -54.93   179.33  1838.82   -191.27   110.46  1835.12  0
1998-05-14T00:00:32.5  134.000376   -1.384   0.842   3.236   -1.705  -0.050   3.191    0.113    -52.50   171.63  1839.59   -185.11   105.25  1836.02  0
1998-05-14T00:00:37.5  134.000434   -1.148   1.710   3.092   -1.967   0.810   3.046    0.347    -50.07   163.92  1840.33   -178.95   100.03  1836.88  0
1998-05-14T00:00:42.5  134.000492   -0.202   1.554   2.173   -1.060   1.190   2.153    0.174    -47.64   156.20  1841.02   -172.79    94.81  1837.71  0
1998-05-14T00:00:47.5  134.000550   -0.548   1.707   2.457   -1.442   1.132   2.426    0.420    -45.21   148.49  1841.69   -166.63    89.59  1838.51  0
1998-05-14T00:00:52.5  134.000608   -1.264   1.964   2.396   -2.182   0.967   2.344    0.311    -42.78   140.77  1842.32   -160.46    84.37  1839.27  0
1998-05-14T00:00:57.5  134.000666   -2.141   1.283   1.861   -2.544  -0.074   1.794    0.188    -40.34   133.05  1842.91   -154.29    79.14  1839.99  0
1998-05-14T00:01:02.5  134.000723   -2.610   1.058   2.178   -2.828  -0.518   2.101    0.133    -37.91   125.32  1843.47   -148.11    73.92  1840.68  0
1998-05-14T00:01:07.5  134.000781   -2.325   1.299   2.552   -2.726  -0.164   2.479    0.141    -35.48   117.59  1843.98   -141.94    68.69  1841.33  0
1998-05-14T00:01:12.5  134.000839   -1.976   1.461   2.737   -2.523   0.159   2.671    0.163    -33.04   109.86  1844.46   -135.75    63.46  1841.94  0
1998-05-14T00:01:17.5  134.000897   -2.031   1.112   2.952   -2.388  -0.167   2.888    0.133    -30.61   102.13  1844.91   -129.57    58.23  1842.52  0
1998-05-14T00:01:22.5  134.000955   -1.790   0.521   2.687   -1.862  -0.535   2.636    0.295    -28.17    94.39  1845.31   -123.38    53.00  1843.06  0
1998-05-14T00:01:27.5  134.001013   -1.867  -0.001   3.095   -1.657  -1.020   3.045    0.234    -25.73    86.65  1845.69   -117.19    47.76  1843.56  0
1998-05-14T00:01:32.5  134.001071   -0.985   0.408   2.715   -1.122  -0.200   2.685    0.537    -23.30    78.91  1846.03   -111.00    42.53  1844.03  0
1998-05-14T00:01:37.5  134.001128   -0.547   0.139   1.497   -0.576  -0.185   1.481    0.182    -20.86    71.17  1846.33   -104.81    37.29  1844.47  0
1998-05-14T00:01:42.5  134.001186   -0.890   0.361   1.835   -0.993  -0.183   1.808    0.320    -18.42    63.43  1846.60    -98.61    32.06  1844.87  0
1998-05-14T00:01:47.5  134.001244   -1.097   0.429   1.930   -1.207  -0.237   1.897    0.434    -15.98    55.68  1846.84    -92.41    26.82  1845.24  0
1998-05-14T00:01:52.5  134.001302   -1.807  -0.855   3.113   -1.150  -1.710   3.073    0.168    -13.55    47.94  1847.04    -86.21    21.58  1845.57  0
1998-05-14T00:01:57.5  134.001360   -1.676  -1.253   3.409   -0.834  -1.977   3.375    0.116    -11.11    40.19  1847.20    -80.01    16.34  1845.86  0
1998-05-14T00:02:02.5  134.001418   -1.229  -1.176   3.872   -0.510  -1.676   3.849    0.159     -8.67    32.44  1847.32    -73.81    11.10  1846.12  0
