1998-05-05T00:00:02.5  125.000029  -11.402   6.923  -6.508    4.409  12.710  -6.267    0.653     52.85    70.49  1836.81     34.32   -55.22  1837.78  0
1998-05-05T00:00:07.5  125.000087  -11.597   6.083  -3.782    3.479  12.688  -3.564    0.393     58.52    76.36  1836.39     41.30   -59.45  1837.48  0
1998-05-05T00:00:12.5  125.000145  -10.147  10.536  -2.980    8.120  12.243  -2.650    0.791     64.19    82.22  1835.92     48.27   -63.69  1837.14  0
1998-05-05T00:00:17.5  125.000203  -10.615   9.466  -5.064    7.026  12.486  -4.760    0.483     69.85    88.08  1835.42     55.24   -67.92  1836.77  0
1998-05-05T00:00:22.5  125.000260  -11.048   7.565  -4.875    5.072  12.489  -4.619    0.146     75.51    93.94  1834.88     62.21   -72.15  1836.36  0
1998-05-05T00:00:27.5  125.000318  -11.210   7.828  -5.620    5.311  12.714  -5.356    0.388     81.17    99.79  1834.30     69.18   -76.38  1835.92  0
1998-05-05T00:00:32.5  125.000376  -10.054  10.898  -5.538    8.557  12.259  -5.198    0.426     86.83   105.64  1833.70     76.14   -80.61  1835.44  0
1998-05-05T00:00:37.5  125.000434   -9.734   9.769  -3.730    7.481  11.680  -3.422    0.304     92.49   111.49  1833.05     83.11   -84.83  1834.93  0
1998-05-05T00:00:42.5  125.000492  -10.356  10.234  -3.709    7.797  12.389  -3.386    0.348     98.14   117.33  1832.37     90.07   -89.05  1834.38  0
1998-05-05T00:00:47.5  125.000550  -10.310   8.910  -2.000    6.473  12.035  -1.713    0.337    103.79   123.17  1831.66     97.02   -93.28  1833.80  0
1998-05-05T00:00:52.5  125.000608  -10.226   6.770  -1.034    4.380  11.473  -0.805    0.560    109.44   129.01  1830.91    103.98   -97.49  1833.18  0
1998-05-05T00:00:57.5  125.000666  -11.360   8.999  -5.731    6.423  13.118  -5.435    1.184    115.09   134.85  1830.13    110.94  -101.71  1832.52  0
1998-05-05T00:01:02.5  125.000723  -10.730  10.585  -5.017    8.090  12.845  -4.682    0.812    120.73   140.69  1829.30    117.89  -105.93  1831.83  0
1998-05-05T00:01:07.5  125.000781  -11.566   8.370  -6.241    5.776  13.186  -5.961    0.572    126.38   146.52  1828.44    124.84  -110.14  1831.10  0
1998-05-05T00:01:12.5  125.000839   -9.755  11.712  -7.931    9.475  12.172  -7.569    0.232    132.02   152.35  1827.54    131.79  -114.35  1830.33  0
1998-05-05T00:01:17.5  125.000897   -9.356  11.772  -4.595    9.538  11.761  -4.235    1.511    137.66   158.17  1826.61    138.73  -118.56  1829.52  0
1998-05-05T00:01:22.5  125.000955  -10.429   7.673  -3.567    5.279  11.897  -3.312    0.313    143.29   164.00  1825.64    145.68  -122.77  1828.68  0
1998-05-05T00:01:27.5  125.001013  -11.480   6.583  -5.063    4.022  12.698  -4.832    0.653    148.93   169.82  1824.63    152.62  -126.97  1827.81  0
1998-05-05T00:01:32.5  125.001071   -9.964   5.888  -2.672    3.618  11.041  -2.467    1.161    154.56   175.63  1823.59    159.56  -131.18  1826.90  0
1998-05-05T00:01:37.5  125.001128  -11.212   7.722  -4.353    5.173  12.679  -4.093    0.619    160.19   181.45  1822.51    166.49  -135.38  1825.95  0
1998-05-05T00:01:42.5  125.001186  -11.127   6.844  -3.503    4.315  12.395  -3.267    0.839    165.82   187.26  1821.40    173.42  -139.57  1824.97  0
1998-05-05T00:01:47.5  125.001244  -10.828  10.136  -5.898    7.651  12.852  -5.575    1.030    171.44   193.06  1820.26    180.35  -143.77  1823.95  0
1998-05-05T00:01:52.5  125.001302  -10.609   9.752  -6.539    7.341  12.560  -6.226    0.281    177.06   198.86  1819.08    187.28  -147.96  1822.90  0
1998-05-05T00:01:57.5  125.001360  -10.408   6.976  -5.802    4.659  11.746  -5.565    1.081    182.68   204.66  1817.86    194.20  -152.15  1821.81  0
