1998-05-01T00:00:02.5  121.000029    1.456   3.830   1.787    2.190  -3.457   1.797    0.072   -209.94  1445.29  1135.06   1263.51  -697.14  1157.08  0
1998-05-01T00:00:07.5  121.000087    1.230   4.139   1.689    2.576  -3.455   1.709    0.102   -210.65  1450.22  1128.65   1268.07  -699.39  1150.75  0
1998-05-01T00:00:12.5  121.000145    1.493   3.970   1.688    2.284  -3.568   1.700    0.051   -211.36  1455.13  1122.22   1272.61  -701.61  1144.40  0
1998-05-01T00:00:17.5  121.000203    1.526   4.040   1.744    2.320  -3.636   1.756    0.095   -212.06  1460.00  1115.76   1277.12  -703.83  1138.02  0
1998-05-01T00:00:22.5  121.000260    1.310   4.110   1.790    2.503  -3.505   1.807    0.066   -212.76  1464.84  1109.29   1281.60  -706.03  1131.62  0
1998-05-01T00:00:27.5  121.000318    1.162   4.228   1.583    2.690  -3.452   1.606    0.073   -213.45  1469.66  1102.80   1286.06  -708.22  1125.21  0
1998-05-01T00:00:32.5  121.000376    1.410   4.103   1.713    2.440  -3.580   1.728    0.097   -214.14  1474.45  1096.28   1290.50  -710.39  1118.77  0
1998-05-01T00:00:37.5  121.000434    1.285   4.194   1.657    2.588  -3.532   1.676    0.067   -214.83  1479.21  1089.75   1294.91  -712.55  1112.31  0
1998-05-01T00:00:42.5  121.000492    1.025   4.123   1.556    2.687  -3.279   1.581    0.072   -215.51  1483.94  1083.20   1299.30  -714.69  1105.84  0
1998-05-01T00:00:47.5  121.000550    1.237   3.956   1.744    2.423  -3.354   1.761    0.080   -216.18  1488.64  1076.62   1303.66  -716.83  1099.34  0
1998-05-01T00:00:52.5  121.000608    1.354   3.950   2.057    2.342  -3.448   2.071    0.062   -216.86  1493.32  1070.03   1307.99  -718.95  1092.82  0
1998-05-01T00:00:57.5  121.000666    1.303   4.091   1.927    2.489  -3.489   1.945    0.072   -217.52  1497.96  1063.42   1312.30  -721.05  1086.28  0
1998-05-01T00:01:02.5  121.000723    1.416   3.939   2.060    2.296  -3.492   2.073    0.089   -218.19  1502.58  1056.78   1316.59  -723.14  1079.72  0
1998-05-01T00:01:07.5  121.000781    1.068   4.261   1.620    2.771  -3.396   1.645    0.078   -218.85  1507.17  1050.12   1320.85  -725.22  1073.13  0
1998-05-01T00:01:12.5  121.000839    1.113   4.195   1.801    2.688  -3.395   1.825    0.063   -219.50  1511.72  1043.44   1325.08  -727.28  1066.53  0
1998-05-01T00:01:17.5  121.000897    1.009   4.239   1.617    2.789  -3.336   1.644    0.071   -220.15  1516.25  1036.74   1329.28  -729.33  1059.90  0
1998-05-01T00:01:22.5  121.000955    1.210   4.126   1.477    2.583  -3.429   1.498    0.064   -220.80  1520.74  1030.02   1333.46  -731.36  1053.25  0
1998-05-01T00:01:27.5  121.001013    1.479   4.052   1.506    2.364  -3.602   1.519    0.048   -221.44  1525.21  1023.27   1337.62  -733.38  1046.58  0
1998-05-01T00:01:32.5  121.001071    1.747   4.024   1.725    2.178  -3.805   1.731    0.144   -222.07  1529.65  1016.51   1341.75  -735.38  1039.89  0
1998-05-01T00:01:37.5  121.001128    1.723   3.993   1.816    2.165  -3.769   1.822    0.066   -222.71  1534.06  1009.73   1345.85  -737.38  1033.18  0
1998-05-01T00:01:42.5  121.001186    1.475   3.984   1.772    2.305  -3.563   1.784    0.110   -223.34  1538.45  1002.94   1349.94  -739.35  1026.45  0
1998-05-01T00:01:47.5  121.001244    1.509   3.979   1.696    2.283  -3.586   1.707    0.120   -223.96  1542.80   996.12   1353.99  -741.32  1019.71  0
1998-05-01T00:01:52.5  121.001302    2.220   4.025   1.687    1.901  -4.187   1.682    0.093   -224.58  1547.13   989.28   1358.02  -743.27  1012.94  0
1998-05-01T00:01:57.5  121.001360    2.281   4.141   1.608    1.960  -4.304   1.603    0.120   -225.19  1551.42   982.42   1362.02  -745.20  1006.15  0
1998-05-01T00:02:02.5  121.001418    2.198   3.917   1.697    1.827  -4.106   1.691    0.066   -225.81  1555.68   975.55   1366.00  -747.13   999.35  0
1998-05-01T00:02:07.5  121.001476    2.430   4.185   1.515    1.910  -4.449   1.507    0.217   -226.41  1559.92   968.65   1369.94  -749.03   992.52  0
1998-05-01T00:02:12.5  121.001534    2.223   4.239   1.496    2.077  -4.313   1.494    0.214   -227.01  1564.11   961.74   1373.86  -750.92   985.67  0
1998-05-01T00:02:17.5  121.001591    1.376   5.094   0.859    3.282  -4.126   0.888    0.259   -227.61  1568.28   954.80   1377.75  -752.80   978.80  0
1998-05-01T00:02:22.5  121.001649    0.691   4.788   1.105    3.433  -3.396   1.146    0.415   -228.20  1572.42   947.85   1381.62  -754.66   971.92  0
1998-05-01T00:02:27.5  121.001707    1.523   3.974   2.211    2.259  -3.600   2.222    0.364   -228.79  1576.53   940.88   1385.46  -756.50   965.02  0
1998-05-01T00:02:32.5  121.001765    1.517   3.574   2.643    1.929  -3.365   2.649    0.492   -229.37  1580.61   933.89   1389.27  -758.34   958.09  0
1998-05-01T00:02:37.5  121.001823    3.153   4.749   1.739    1.935  -5.368   1.720    0.315   -229.95  1584.66   926.89   1393.06  -760.15   951.15  0
